G_1,G_2,G_3,S_1,S_2,S_3,I_1,I_2,I_3
5.11099999999159,0.000999999999999796,0.0316227766016806,34,0.001,0.0316227766016838,25,0.001,0.0316227766016838
5.15185611638498,0.0026666467292653,0.0516395849060128,46.6082636684248,41.6813303680555,6.45610798918788,46.5,0.00225,0.0474341649025257
5.1906126524831,0.00433326026638524,0.0658275038747881,47.6656479255066,41.7181111169352,6.45895588442398,69.858263668364,41.6828928670603,6.45622899741484
5.22743519169964,0.00591812315065322,0.0769293386859215,48.9774797836924,41.7957755174717,6.46496523714333,82.5947867973436,52.160658431616,7.22223361790631
5.26570620792898,0.0074614656627029,0.0863797757736317,50.5614242116577,41.9278385116992,6.47517092528832,90.274862795672,55.0894126421425,7.42222423820127
5.30751732678099,0.00898050656366178,0.0947655346825088,52.4416956220118,42.125105452715,6.49038561664212,95.6988602017977,56.2530199686644,7.50020132854208
5.35435850258271,0.0104822018879151,0.102382624931749,54.6439785268224,42.3962463774616,6.51124000306098,100.291113188615,57.1010954349416,7.55652667797459
5.40745124913861,0.0119687550207915,0.109401805381774,57.1909650966388,42.7481062910292,6.53820359816282,104.789530546096,58.0321400061372,7.61788290840291
5.4678972490147,0.0134401576530293,0.115931693910808,60.0976421078561,43.1859081092496,6.57159859617503,109.585746231197,59.1828869002501,7.69304145967316
5.53672573007891,0.0148954064170828,0.122046738658117,63.3660029362612,43.7134224033795,6.61161269308627,114.890515667494,60.6174205057937,7.78571901020026
5.61487969589499,0.0163330967841749,0.127801004628974,66.9792946522346,44.3331134543026,6.65831160687923,120.811253543253,62.3736020562025,7.89769599669438
5.70316071676577,0.0177517152028324,0.133235562830771,70.8963848600683,45.0462785517196,6.71165244568874,127.384939391903,64.4757021400664,8.02967634092847
5.80214392691813,0.0191497825813397,0.138382739463199,75.047297005282,45.8531648258871,6.77149649825555,134.588852588799,66.9388367398824,8.18161577806501
5.91207386170619,0.0205259238110089,0.143268711905318,79.3314210288078,46.7531084715881,6.83762447576555,142.34172708341,69.771296473157,8.35292143343615
6.03275481118166,0.0218789002082284,0.147915179100147,83.6199571201086,47.7446250099331,6.90974854896566,150.502305826311,72.9759252861861,8.54259476307908
6.16345405586715,0.0232076231998659,0.152340484441484,87.7639116960217,48.8255220072532,6.98752617220524,158.871091669118,76.5510938005897,8.74934819289927
6.30284004802968,0.0245111584003485,0.156560398569844,91.6078696017864,49.9930019230921,7.07057295578598,167.199472445617,80.4915818757276,8.97171008647335
6.44897745956102,0.0257887246709659,0.160588681640288,95.0081657330088,51.2437327964298,7.15847279777117,175.207640064481,84.7890335259773,9.20809608583541
6.5993947640605,0.0270396904848825,0.164437497198426,97.8524434683568,52.5739555117365,7.25078999225164,182.612004876859,89.4325027037693,9.45687594841813
