G_1,G_2,G_3,S_1,S_2,S_3,I_1,I_2,I_3
5.11099999999075,0.000999999999999195,0.0316227766016711,34,0.001,0.0316227766016838,25,0.001,0.0316227766016838
5.15185611638892,0.0019999802292634,0.0447211385058945,47.836699270229,0.0146741166666541,0.121136768434089,46.5,0.00225,0.0474341649025257
5.19552639489981,0.00299994059964566,0.0547717134992659,50.3588172488265,0.048841273919772,0.221000619727122,71.0866992702326,0.0162366166666542,0.127422983274817
5.24281445336409,0.00399889196332247,0.0632367927975674,53.4177436770507,0.116567578930009,0.341419945126246,85.9021668837243,0.074721580132396,0.273352483311193
5.29798060773106,0.00499540513108319,0.0706781800210163,57.0793430398915,0.227991723128557,0.477484788373993,96.3688271172041,0.218627527028464,0.467576225901686
5.36418081487658,0.00598788743603515,0.0773814411602365,61.4164601692247,0.391519686568304,0.625715339885722,105.263756597879,0.491557994452848,0.701111969982576
5.4441228086536,0.00697472365030207,0.0835148109636972,66.5008959140798,0.613985628906502,0.783572350779749,114.048338481453,0.933778820040821,0.966322316849208
5.54036812183432,0.00795434847279103,0.0891871541915708,72.3945749228489,0.900799029563682,0.949104330178554,123.525065160715,1.57987718628332,1.25693165537483
5.65543926143967,0.00892528406482409,0.094473721556971,79.1389265878009,1.25608126411638,1.12075031301195,134.157107487598,2.45827265408283,1.56788795967149
5.79180657546508,0.00988615947841738,0.0994291681470652,86.7422384292308,1.68279302842259,1.29722512634569,146.217479610697,3.5914847937276,1.89512131372311
5.95178834899745,0.0108357204927895,0.104094766884745,95.1655640616287,2.18285332589622,1.47744824812791,159.850976015558,4.99664876950512,2.23531849397465
6.13738020730488,0.0117728341879085,0.10850269207678,104.308778738352,2.7572504742718,1.66049705638757,175.091055678892,6.68607449200777,2.58574447538959
6.35002641286916,0.0126964904768081,0.112678704628728,113.999511233527,3.40614549887485,1.84557457147492,191.854308395862,8.66777887583805,2.94410918205118
6.59035141601697,0.0136058017574916,0.116643910074601,123.988666905169,4.12896825201428,2.03198628243753,209.926657165192,10.9459732684509,3.30846992860006
6.85788175808995,0.0145000013102513,0.120415951228445,133.956599578548,4.9245065902477,2.21912293265779,228.952004580433,13.5215061069554,3.67716006001308
7.15080219682733,0.0153784407953157,0.124009841526049,143.53309443082,5.79098893811766,2.4064473686573,248.432581293414,16.3922655785119,4.04873629401964
7.46580020056126,0.0162405870674759,0.127438561932705,152.331783853051,6.72616056325385,2.59348425159164,267.749337237413,19.5535472731673,4.42193931133923
7.79805311584537,0.0170860184520906,0.13071349758954,159.995628688336,7.72735388265336,2.77981184303063,286.206464543552,22.9983909275647,4.79566376298055
8.14139690927866,0.0179144205885116,0.133844763022359,166.245743413797,8.79155311325476,2.96505533055536,303.098798740552,26.7178894251381,5.1689350378137
8.48868362723869,0.0187255819245178,0.136841448123431,170.922927746032,9.91545357211301,3.14888132074123,317.795140812442,30.7014723260816,5.54089093251993
8.8322927933799,0.019519388932196,0.139711806702927,174.011516970077,11.0955159233393,3.33099323375766,329.820544082974,34.937166038829,5.9107669585959
9.16472273665148,0.0202958211062788,0.142463402690932,175.639150196511,12.3280156587573,3.51112740565723,338.921770710786,39.411832075359,6.27788436301267
9.47916556796104,0.0210549457986215,0.145103224632058,176.052560227742,13.6090880919912,3.68904975461042,345.100152033482,44.111384737317,6.64164021438357
9.7699734280146,0.0217969129381484,0.147637776121657,175.575959565473,14.9347691327758,3.86455290205423,348.602548439875,49.0209898251721,7.00149911270237
10.0329521015453,0.0225219496785144,0.150073147759732,174.562490382891,16.3010321030563,4.03745366574729,349.877026070852,54.1252449833038,7.35698613450534
10.2654603703454,0.0232303550139204,0.152415074759423,173.349346918895,17.7038208406091,4.20759085945973,349.501047186989,59.4083435021857,7.707680812163
10.466334518222,0.0239224943971675,0.154668983306827,172.224177784614,19.1390793335372,4.37482334883789,348.099619320937,64.8542218902019,8.05321189900042
10.6356852200654,0.0245987943916949,0.156840028027589,171.405980084394,20.6027781112922,4.53902832237167,346.273969516434,70.4466927387125,8.39325281036574
10.774624451944,0.0252597373853285,0.158933122367015,171.039719545774,22.0909376135521,4.70009974506415,344.54313724898,76.1695637462343,8.72751761649521
10.8849750059672,0.0259058563905739,0.160952963286092,171.201406632338,23.5996487495916,4.85794696858576,343.310843963046,82.0067438618582,9.05575749795997
10.9690014904055,0.0265377299528074,0.162904051370147,171.909512227192,25.1250908440061,5.01249347570708,342.85704232629,87.9423364085615,9.37775753624295
11.0291853532523,0.0271559771857796,0.164790707219126,173.138984553898,26.6635471634844,5.16367574151247,343.33794524308,93.9607226982363,9.69333393101859
11.0680523941136,0.0277612529489877,0.166617084805213,174.835124240642,28.2114182050859,5.31144219634234,344.808084493267,100.046633378794,10.0023313971691
11.0880512888404,0.0283542431834283,0.168387182360856,176.925681206112,29.7652329205793,5.4557522781537,347.23900968819,106.185211265708,10.3046208695763
11.091476021479,0.0289356604145705,0.170104851237613,179.330458749737,31.3216580412285,5.59657556379153,350.545275676319,112.362064774486,10.6000973945755
11.0804229203279,0.0295062394346536,0.171773803109361,181.968345962968,32.8775056557738,5.73389096999357,354.603076361051,118.563312723903,10.8886781899321
11.0567730348001,0.0300667331696334,0.173397615813002,184.762059284168,34.4297391918344,5.86768601680717,359.269976711396,124.775622608799,11.1703009184533
11.0221917924909,0.0306179087376404,0.174979738077414,187.641029216104,35.9754779388047,5.99795614678907,364.397082557992,130.986240472838,11.44492203874
10.9781395463815,0.0311605437038829,0.176523493348287,190.542891046523,37.5120002471506,6.12470409466046,369.839340931978,137.183015646747,11.7125153424338
10.92588826143,0.0316954225353621,0.178032082882165,193.413990224681,39.0367455181063,6.24793930173032,375.462567218543,143.354418388968,11.9730705497365
10.8665410285127,0.0322233332533227,0.179508588243913,196.209237347907,40.5473151141851,6.36767737202389,381.145477968366,149.489553695495,12.2265920720164
10.8010522106067,0.032745064289733,0.180955973346372,198.891566451666,42.0414722874924,6.4839395653794,386.781820516966,155.578169439888,12.4730978285223
10.7302468730996,0.0332614015415422,0.182377086119781,201.431180004395,43.5171412311421,6.59675232452622,392.282676031476,161.610658845303,12.7126180956286
10.6548387356554,0.0337731256245258,0.183774659908612,203.804705390104,44.9724053606815,6.70614683411283,397.572454238331,167.578062812946,12.9451945838194
10.5754462841508,0.0342810093232055,0.185151314667775,205.99434379736,46.4055048928834,6.8121586074374,402.590918281724,173.472063462745,13.1708793731757
10.4926069366371,0.0347858152332661,0.186509558021207,207.987060546785,47.8148338269209,6.91482710029115,407.289756892748,179.284980665563,13.3897341521616
10.4067893111563,0.0352882935929006,0.187851786238248,209.773843493198,49.1989363974751,7.01419534925248,411.631927710326,185.00975807218,13.6018292178729
10.3184037340542,0.0357891802995433,0.189180285176715,211.349041665468,50.5565030617652,7.11030963191936,415.589819711607,190.639956643479,13.8072429052103
10.2278111613382,0.0362891951040306,0.190497231224054,212.709786465313,51.8863661068539,7.20321914888433,419.143867554758,196.169736025127,14.006060689042
10.1353307085838,0.0367890399808678,0.191804692280632,213.855492587742,53.1874949256172,7.2929757250122,422.281784762497,201.593840108394,14.1983745586737
10.0412459752118,0.0372893976658536,0.193104628804836,214.787432141333,54.4589910137509,7.37963352841798,424.996321306163,206.907581539181,14.384282447838
9.94581033447222,0.0377909303558517,0.194398894945037,215.508374679118,55.7000827641709,7.46324880760188,427.28561606471,212.106819303383,14.5638875065479
9.84925135207683,0.0382942785640604,0.195689239775876,216.022284722104,56.9101200668531,7.54387964291936,429.151230801826,217.187942548705,14.7372976677784
9.75177446715269,0.0388000601254548,0.196977308656238,216.334069284493,58.0885688022754,7.6215857144216,430.59788679282,222.147845264184,14.9046249622117
9.65356605811692,0.0393088693443595,0.198264644715994,216.449367998636,59.2350052435781,7.69642808344092,431.633041965758,226.983910758668,15.065985223631
9.55479599459708,0.0398212762781778,0.19955269048093,216.374379262864,60.3491103946216,7.76846898652634,432.265918446872,231.693983956086,15.2214974281798
9.45561976203079,0.0403378261497649,0.200842789638476,216.11571695383,61.4306643253025,7.83777164283972,432.507270278771,236.276352859838,15.3712833836293
9.35618023362044,0.0408590388831019,0.202136188949683,215.68029245685,62.4795405057205,7.90440007247359,432.369396713732,240.729722922862,15.5154672157451
9.25660914874304,0.0413854087530037,0.203434040300545,215.075218061151,63.49570019692,7.96841892704695,431.86493881665,245.053198205252,15.6541751045928
9.15702835068432,0.0419174041454114,0.204737402897984,214.181119619211,64.4791868859446,8.0298933296741,431.007687851694,249.246255888509,15.787534826201
9.05704439123397,0.0424554674184486,0.206047245597821,213.281443992718,65.430120801778,8.08888872477413,429.684958912938,253.308725838338,15.9156754754028
8.95739211507775,0.0430000148587621,0.207364449360931,212.228783909302,66.3486935575375,8.14547073885466,428.123963751107,257.240760906029,16.0387269103888
8.85813109624898,0.0435514367284169,0.208689809833679,211.031445333708,67.2351628866686,8.19970504876051,426.290681180022,261.04283453516,16.1568200625977
8.75932936536668,0.0441100973931414,0.210024040036234,209.697436860274,68.0898475111101,8.25165725846088,424.176790935636,264.71569079217,16.2700857647454
8.66105710481269,0.0446763355273883,0.211367773152362,208.234501383033,68.9131221748356,8.30139278524005,421.785849068262,268.260349564395,16.3786553039129
8.56338357029282,0.0452504643902126,0.212721565409369,206.650133602051,69.7054128089318,8.34897675220933,419.127384961234,271.678070950676,16.4826597049953
8.46637561797608,0.0458327721659872,0.214085899035848,204.951590609761,70.4671918766369,8.3944738892105,416.213825203102,274.970337793408,16.5822295784797
8.37009703041962,0.0464235223634823,0.215461185282831,203.145899023962,71.1989738751873,8.43794843994601,413.058554777777,278.138845886448,16.6774951922178
8.27460823876531,0.0470229542695671,0.216847767499615,201.239860416609,71.9013110141907,8.47946407588302,409.675164024397,281.185469276231,16.7685857864112
