meal_Gex_1,meal_Gex_2,meal_Gex_3,meal_S_1,meal_S_2,meal_S_3,meal_Gb_1,meal_Gb_2,meal_Gb_3,meal_I_1,meal_I_2,meal_I_3,meta_meal_Gex_1,meta_meal_Gex_2,meta_meal_Gex_3,meta_meal_S_1,meta_meal_S_2,meta_meal_S_3,meta_meal_Gb_1,meta_meal_Gb_2,meta_meal_Gb_3,meta_meal_I_1,meta_meal_I_2,meta_meal_I_3,Scell_ref_1,Scell_ref_2,Scell_ref_3,GLP1R_ref_1,GLP1R_ref_2,GLP1R_ref_3,Gex_ref_1,Gex_ref_2,Gex_ref_3,Gin_ref_1,Gin_ref_2,Gin_ref_3
5.11099999999075,0.000999999999999195,0.0316227766016711,34,0.001,0.0316227766016838,5.11100000000876,0.000999999999999108,0.0316227766016697,25,0.001,0.0316227766016838,5.11099779997499,0.000999999787542134,0.0316227732424298,34.0000000011846,0.0010666666666666,0.0326598632371081,5.11099953621823,0.00099999983589104,0.0316227740068932,25.0000000011143,0.000999999999999946,0.0316227766016829,34.000000000113,0.000149999999999999,0.0122474487139159,0,2e-18,1.4142135623731e-09,5.11099782665673,0.00199999980686951,0.0447213573907312,2.55549891866471,0.000599999954870817,0.0244948965066362
5.15185611638892,0.0019999802292634,0.0447211385058945,47.836699270229,0.0146741166666541,0.121136768434089,5.11100000001751,0.00199999999999639,0.0447213595499554,46.5,0.00225,0.0474341649025257,5.15185164703855,0.00199997935693019,0.0447211287528635,61.078557821878,0.328290564981074,0.57296646060749,5.11099908438528,0.00199999934455106,0.0447213522218532,46.5000000028511,0.00231666666666631,0.0481317635939751,33.6994892917301,0.72407524475804,0.850926110046013,8.00001066663821,3.91999872000341e-18,1.97989866407435e-09,5.15185158947815,0.00299997941507622,0.0547720678364093,2.57592579679183,0.000849994858746167,0.0291546713023174
5.19552639489981,0.00299994059964566,0.0547717134992659,50.3588172488265,0.048841273919772,0.221000619727122,5.11100000004227,0.00299999999999178,0.0547722557504416,71.0866992702326,0.0162366166666542,0.127422983274817,5.19551959305295,0.00299993865078121,0.0547716957084698,62.0217897359925,0.361845457078442,0.601535915036203,5.11099864435451,0.00299999852743794,0.054772242307924,84.3285578946877,0.329870842813748,0.574343836750903,33.8532800761235,0.771920291908952,0.878589945258282,23.9999680001493,7.75997696012286e-18,2.78567352001681e-09,5.19551955941362,0.0039999387293335,0.0632450688143629,2.59775978969764,0.0010999846908193,0.0331660171081681
5.24281445336409,0.00399889196332247,0.0632367927975674,53.4177436770507,0.116567578930009,0.341419945126246,5.11100000003097,0.00399999999998523,0.0632455532032509,85.9021668837243,0.074721580132396,0.273352483311193,5.23949477224758,0.00399806807259583,0.063230278131571,62.0014030743128,0.397556342648589,0.630520691689487,5.11099821601065,0.00399999738597975,0.0632455325377196,104.18606753513,0.505900897507143,0.711267107004916,32.2932455569859,0.807127554783405,0.898402779817274,23.999999999936,7.75997696013824e-18,2.78567352001957e-09,5.2394948577351,0.00499806822056327,0.0706970170556246,2.61974744428649,0.00134951706658955,0.036735773662597
5.29798060773106,0.00499540513108319,0.0706781800210163,57.0793430398915,0.227991723128557,0.477484788373993,5.11100000004195,0.00499999999997659,0.0707106781184892,96.3688271172041,0.218627527028464,0.467576225901686,5.2900874980418,0.0049930077359456,0.070661218047424,68.1996484484184,0.443389523430091,0.665875005860778,5.11099779882367,0.00499999592157477,0.0707106492798275,114.094437119932,0.635114822009738,0.796940915005459,39.7630943806245,0.843698204512662,0.918530459218779,24,7.75997696013824e-18,2.78567352001957e-09,5.29008799110708,0.00599300815055298,0.07741452157414,2.64504400461777,0.00159825204716793,0.039978144618878
5.36418081487658,0.00598788743603515,0.0773814411602365,61.4164601692247,0.391519686568304,0.625715339885722,5.11100000004891,0.00599999999996598,0.0774596669239287,105.263756597879,0.491557994452848,0.701111969982576,5.3518544415294,0.00598376063023786,0.077354771218315,85.6662873031991,0.501816518783669,0.708390089416607,5.11099739346488,0.00599999413559248,0.0774596290695513,125.246863283535,0.779571380097778,0.882933395051845,63.8021423946141,0.883898558609933,0.940158794358662,24,7.75997696013824e-18,2.78567352001957e-09,5.35185447520825,0.00698376083941103,0.0835688987567207,2.67592724183984,0.00184594021940049,0.0429644064243938
5.4441228086536,0.00697472365030207,0.0835148109636972,66.5008959140798,0.613985628906502,0.783572350779749,5.11100000007874,0.00699999999995326,0.0836660026531282,114.048338481453,0.933778820040821,0.966322316849208,5.42679807007719,0.00696946038833484,0.0834832940673452,99.9793992457953,0.573656504044573,0.757401151335653,5.11099699890074,0.00699999202937148,0.0836659550197778,148.289714686531,0.962543523476743,0.98109302488436,82.7412482511029,0.927650960622117,0.963146385873984,24,7.75997696013824e-18,2.78567352001957e-09,5.42679835217669,0.00796946087264013,0.0892718369511915,2.71339919253927,0.00209236523827633,0.0457423790185461
5.54036812183432,0.00795434847279103,0.0891871541915708,72.3945749228489,0.900799029563682,0.949104330178554,5.11100000005846,0.00799999999993809,0.0894427190996455,123.525065160715,1.57987718628332,1.25693165537483,5.51448081755599,0.00794930265306705,0.0891588618874593,109.903252845964,0.658910926094968,0.811733285072731,5.11099661503109,0.0079999896042247,0.0894426609858221,174.124256306967,1.19354738557774,1.09249594304864,94.6962106356786,0.974146346514246,0.986988524003317,24,7.75997696013824e-18,2.78567352001957e-09,5.51448186740144,0.00894930398261372,0.0946007610044111,2.75724094050476,0.00233732600704435,0.0483458995887381
5.65543926143967,0.00892528406482409,0.094473721556971,79.1389265878009,1.25608126411638,1.12075031301195,5.1110000000625,0.00899999999992039,0.0948683298046318,134.157107487598,2.45827265408283,1.56788795967149,5.61690051739046,0.00892254598309621,0.0944592292107881,116.806626590432,0.757242159139372,0.870196620965269,5.11099624243622,0.00899998686142562,0.094868260558659,196.965404063909,1.47633963958843,1.21504717586949,101.702781013621,1.02248764150041,1.01118130990461,24,7.75997696013824e-18,2.78567352001957e-09,5.61690333556282,0.00992254979846905,0.0996119962578256,2.8084516697533,0.00258063745502287,0.0507999749510064
5.79180657546508,0.00988615947841738,0.0994291681470652,86.7422384292308,1.68279302842259,1.29722512634569,5.11100000006147,0.00999999999990198,0.0999999999995099,146.217479610697,3.5914847937276,1.89512131372311,5.7375662753976,0.00988852940315368,0.099441085086365,122.038871960168,0.868217935436978,0.931782128738783,5.11099588217698,0.00999998380224497,0.099999919011192,215.289336212482,1.81180614152398,1.34603348454783,105.784513173222,1.07192514384485,1.03533817849283,24,7.75997696013824e-18,2.78567352001957e-09,5.73756777996492,0.010888531730096,0.104348127583086,2.86878388593098,0.00282213292977205,0.0531237510890567
