0	5.11111111111
1	5.38888888889
2	5.66666666667
3	6.44444444444
4	7.22222222222
5	7.91666666667
6	8.61111111111
7	9.0
8	9.38888888889
9	9.5
10	9.61111111111
11	9.61111111111
12	9.61111111111
13	9.55555555556
14	9.5
15	9.38888888889
16	9.27777777778
17	9.08333333333
18	8.88888888889
19	8.61111111111
20	8.33333333333
21	8.05555555556
22	7.77777777778
23	7.55555555556
24	7.33333333333
25	7.11111111111
26	6.88888888889
27	6.69444444444
28	6.5
29	6.30555555556
30	6.11111111111
31	6.02777777778
32	5.94444444444
33	5.80555555556
34	5.66666666667
35	5.61111111111
36	5.55555555556
37	5.55555555556
38	5.55555555556
39	5.52777777778
40	5.5
41	5.5
42	5.5
43	5.47222222222
44	5.44444444444
45	5.44444444444
46	5.44444444444
47	5.41666666667
48	5.38888888889
49	5.38888888889
50	5.38888888889
51	5.36111111111
52	5.33333333333
53	5.33333333333
54	5.33333333333
55	5.33333333333
56	5.33333333333
57	5.33333333333
58	5.33333333333
59	5.30555555556
60	5.27777777778
61	5.27777777778
62	5.27777777778
63	5.27777777778
64	5.27777777778
65	5.19444444444
66	5.11111111111
67	5.11111111111
68	5.11111111111
69	5.05555555556
70	5.0
71	5.0
72	5.0
73	5.0
74	5.0
75	5.0
76	5.0
77	5.0
78	5.0
79	5.0
80	5.0
81	5.0
82	5.0
83	5.0
