G_1,G_2,I_1,I_2
91.9999999999977,1.03279555898907,20.2500000000262,13.1792081198587
95.9999999999596,1.07238052947482,107.764999999925,21.2934526404182
101.025641025952,1.08130974712837,255.482705118592,31.2389907169961
106.22222222224,1.08525470640738,448.309894461122,42.4755466840502
111.478260869385,1.08747813571595,680.617725840983,54.5168763266008
116.761904762184,1.08890508572278,948.167223224275,67.0512064460965
122.060606060523,1.08989852182471,1247.33696343363,79.8697008589676
127.368421052196,1.09062994833579,1574.93113122344,92.8260439912479
132.682170542986,1.09119094315333,1928.09858395538,105.814653251249
138.000000000199,1.09163485959006,2304.284379901,118.758039308145
138.188679245346,1.09199488560639,2431.7809184508,131.598905192893
142.421455938854,1.09229274843543,2775.09195733149,144.29489859721
146.652557318721,1.09254326854791,3130.82329948633,156.81495772085
150.882352941623,1.09275690208797,3497.72121840683,169.136675353013
155.111111111487,1.09294123718983,3874.65732036821,181.244342768033
159.339031338805,1.09310191421923,4260.61640956578,193.127474007948
163.566265060106,1.09324321305696,4654.68496850586,204.779659171119
167.792929293282,1.09336843993844,5056.04144049085,216.197686405284
172.019115890062,1.09348018945363,5463.94685018722,227.380838297487
176.24489795922,1.09358052622905,5877.73631586798,238.330333926947
176.330097087185,1.09367111365896,6002.24901954503,249.048900507674
176.080246914433,1.09375330687662,6096.21907357486,259.540411993155
175.823008849133,1.09382822097012,6182.95255932131,269.809602956506
175.559322033825,1.09389678191812,6262.94310466892,279.861858487189
175.289972900049,1.09395976501872,6336.64533365139,289.702998337151
175.015624999677,1.09401782435245,6404.47972122196,299.339164875269
174.736842105089,1.09407151557906,6466.83526387469,308.776700714007
174.454106280623,1.09412131378424,6524.07113552967,318.022031361765
174.167832167448,1.09416762756093,6576.51920947271,327.081591818767
173.8783783785,1.09421081026434,6624.48817473374,335.961815388213
173.915032679329,1.0942511690236,6695.14768321346,344.669025419066
172.303797467668,1.09428897208461,6626.64272956479,353.209440688613
170.689161554492,1.09432445475257,6552.37985227497,361.589145550702
169.071428571237,1.09435782430463,6472.73167487841,369.814036241605
167.450867051785,1.09438926405246,6388.04262296936,377.889817845931
165.827715356492,1.09441893669452,6298.63381158634,385.822072602534
164.20218579213,1.09444698713459,6204.80063429153,393.616123637124
162.574468084673,1.09447354487215,6106.8177942188,401.277122922571
160.944732297547,1.09449872596683,6004.93888253603,408.809982335539
159.313131312901,1.09452263474876,5899.40193355295,416.219507553717
159.330049261368,1.09454536528042,5935.9062420091,423.510227694762
157.365384615273,1.09456700255236,5795.28459117503,430.686486001752
155.399061032705,1.09458762359495,5651.25309962635,437.75248670706
153.431192660508,1.09460729835677,5504.01026216124,444.712230039478
151.461883407969,1.09462609051082,5353.74014542836,451.569512797453
149.491228069958,1.09464405814489,5200.61583776313,458.328033301593
147.51931330444,1.09466125436048,5044.79642470147,464.991230073181
145.546218487254,1.09467772779479,4886.43229033455,471.562477667757
143.572016460888,1.09469352307696,4725.66131367326,478.044882216188
141.596774193311,1.09470868123451,4562.61597584285,484.441595386702
141.604743082915,1.09472324006183,4580.6382702585,490.755471376556
139.958656330373,1.09473723441015,4444.74691886297,496.989259329214
138.311787072763,1.09475069648702,4307.12129888832,503.145658158293
136.664179104436,1.09476365608621,4167.8488938542,509.227104361133
135.015873015509,1.09477614083237,4027.01452116475,515.236092274669
133.366906475257,1.09478817635341,3884.69707371611,521.174976183084
131.717314487495,1.09479978646099,3740.96801442885,527.045834631515
130.067129629107,1.09481099332573,3595.89738834249,532.850850017785
128.416382252879,1.09482181759803,3449.55013644327,538.592056439745
126.765100670984,1.09483227853287,3301.98727835717,544.271400946262
126.76897689761,1.09484239413071,3310.92603821374,549.890612947096
125.11688311647,1.09485218120987,3161.51102970171,555.451544761249
123.46432374891,1.09486165551931,3011.02916390959,560.955893015578
121.811320754684,1.09487083181769,2859.52881095172,566.405282589356
120.157894736454,1.09487972394561,2707.05434241381,571.801141339541
118.504065040984,1.09488834490421,2553.65005376075,577.145080654056
116.849849849729,1.09489670690727,2399.35637455753,582.438511564992
115.195266271883,1.09490482145749,2244.21164948582,587.682803894662
113.540330418172,1.09491269937068,2088.2514845923,592.879183006319
111.885057471226,1.0949203508533,1931.51055254469,598.028950893561
111.886685552337,1.0949277855291,1935.29508994479,603.133355635803
110.783364369962,1.09493501248303,1831.25553976118,608.193536691364
109.679828589079,1.09494204030371,1726.7180263807,613.210567710074
108.576086956786,1.09494887710617,1621.70242908845,618.185506402712
107.472147751331,1.09495553057524,1516.22872732969,623.119596461782
106.368018811989,1.09496200798994,1410.31338154855,628.013544707069
105.263707571473,1.09496831624422,1303.97381448224,632.868370151819
104.159221076529,1.09497446187904,1197.22687464399,637.685156492675
103.05456601627,1.09498045110194,1090.08678107413,642.464483778425
101.949748743713,1.09498628981184,982.569374023473,647.207538239455
101.950372208403,1.09499198360868,984.02308441653,651.914867111345
101.508714597405,1.09499753782706,941.644632573498,656.587517792233
101.066989507532,1.09500295752815,899.108445185558,661.225921767025
100.625199362326,1.09500824754748,856.421054046129,665.831148666954
100.183346466791,1.0950134124848,813.587296278356,670.403732129361
99.7414330217944,1.09501845672009,770.612509242328,674.944462277379
99.299461123899,1.09502338444089,727.501184528042,679.453845060392
98.8574327752455,1.09502819963315,684.258258813213,683.93265155189
98.4153498870688,1.09503290610893,640.888270092474,688.381566773065
97.9732142856965,1.09503750751142,597.395063643002,692.800988321798
97.9735099337612,1.09504200731876,598.085438832555,697.191618450126
97.6419213973741,1.09504640885628,565.496450052223,701.554035436663
97.3102951763386,1.09505071531604,532.819364707081,705.888669285384
96.9786324785991,1.09505492973655,500.05720420816,710.196182529494
96.6469344609015,1.09505905504479,467.212336976257,714.476852903267
96.3152022314781,1.09506309403477,434.287890348585,718.731585225296
95.983436852983,1.09506704938395,401.285914636894,722.960541884787
95.6516393443067,1.09507092367343,368.208907874935,727.164287176946
95.3198106828469,1.09507471935566,335.059122345125,731.343252368598
94.987951807223,1.09507843881111,301.83870010213,735.497817451507
94.988071570557,1.09508208430564,302.118543941073,739.628571579604
94.988188976373,1.09508565803111,302.392832463273,743.735754086743
94.9883040935615,1.09508916207985,302.661832006308,747.819899956684
94.9884169883962,1.09509259846961,302.925664012545,751.881359081045
94.9885277246559,1.0950959691474,303.18428091787,755.920268512715
94.988636363627,1.09509927597564,303.438252002975,759.937529529879
94.9887429643438,1.0951025207511,303.687321868501,763.933010070404
94.9888475836345,1.09510570520589,303.931913631687,767.907427477458
94.9889502762446,1.09510883100798,304.171725576189,771.860578813975
94.9890510948764,1.09511189975733,304.407380781984,775.79342707657
94.9891500904133,1.09511491300963,304.638763239121,779.70600180666
94.9892473118243,1.0951178722507,304.865890258795,783.598489913012
94.9893428063874,1.09512077892177,305.089130874461,787.471529947253
94.9894366197116,1.09512363441125,305.308402431787,791.325178743277
94.9895287958199,1.09512644006274,305.523921012283,795.159873707353
94.9896193771472,1.09512919716052,305.73547032416,798.975486523751
94.989708404795,1.09513190696496,305.94368660531,802.773001692766
94.9897959183535,1.09513457067553,306.148121987984,806.551977859805
94.9898819561454,1.09513718946174,306.349220529954,810.313147240483
94.9899665551858,1.09513976445067,306.546952345623,814.056612332647
94.9900497512366,1.0951422967277,306.741378272185,817.782594998377
94.9901315789477,1.09514478735188,306.932685550515,821.491480469681
94.9902120717827,1.09514723734026,307.120833934825,825.183351326452
94.9902912621284,1.09514964767741,307.305886352699,828.858420243816
94.9903691813681,1.09515201932126,307.488131926278,832.517212368646
94.99044585988,1.09515435319814,307.667313489357,836.159503457711
94.9905213270171,1.09515665019673,307.843681083148,839.785758998563
94.9905956112777,1.09515891118656,308.017222091414,843.396081677317
94.9906687402591,1.09516113700828,308.18821693291,846.990977811079
94.9907407407308,1.09516332848026,308.356485562755,850.570317961587
94.9908116385849,1.09516548638636,308.522271866292,854.134554979079
94.9908814589678,1.09516761149424,308.685389447613,857.68354361926
94.9909502262456,1.09516970454393,308.846152274214,861.217831739393
94.9910179640597,1.09517176625494,309.004499004542,864.737446607987
94.9910846953939,1.09517379733052,309.160520262104,868.24262168749
94.9911504424801,1.09517579844523,309.314109009256,871.733310636333
94.9912152269304,1.09517777025449,309.465620390323,875.210119416516
94.9912790697587,1.0951797134037,309.614861702763,878.672879191088
94.9913419913373,1.09518162850894,309.762018677419,882.121955662725
94.9914040114552,1.09518351617295,309.906914340595,885.557194151746
94.9914651493601,1.09518537698391,310.049736029027,888.97896004965
94.9915254237183,1.09518721150637,310.190619453067,892.387541636994
94.9915848527374,1.09518902029944,310.329517853678,895.782968604097
94.9916434540367,1.09519080389571,310.466598341521,899.165574451315
94.9917012448038,1.09519256281872,310.601659057966,902.53515978194
94.9917582417534,1.09519429757923,310.734830207487,905.892002940829
94.991814461105,1.09519600866929,310.866368687276,909.236565655814
94.9918699186939,1.09519769657345,310.996122758083,912.568717639089
94.9919246298713,1.09519936175619,311.123653447675,915.887892787374
94.9919786096283,1.09520100467629,311.249908445926,919.195574284493
94.9920318725024,1.09520262577257,311.374604323831,922.491425557957
94.8812664907702,1.0952042254823,299.960437915936,925.774997859596
94.7704965778508,1.09520580422276,288.535822649048,929.047043527723
94.659722222248,1.0952073624044,277.10085443016,932.307537115992
94.5489435101789,1.09520890042824,265.655453421574,935.55611413463
94.4381605255141,1.09521041867848,254.20036766956,938.79385430112
94.3273733503244,1.09521191753791,242.735191503037,942.019799422862
94.2165820642717,1.09521339737348,231.260494559527,945.23476362438
94.1057867451205,1.09521485854669,219.776506229491,948.438988183242
93.9949874686714,1.09521630140657,208.283376475074,951.632575557229
93.9950186799493,1.09521772629716,208.356102126682,954.81443533502
93.9950495049488,1.09521913355048,208.428248619121,957.986356703435
93.9950799507976,1.09522052349264,208.499417332665,961.147489975764
93.9951100244448,1.09522189644108,208.569761935512,964.29826490062
93.9951397326839,1.09522325270703,208.639057441869,967.438223437267
93.9951690821233,1.09522459258968,208.707730662546,970.568422902079
93.9951980792203,1.09522591638437,208.775573703352,973.688445409916
93.9952267303033,1.09522722438365,208.842444969275,976.798027858727
93.9952550415172,1.09522851686459,208.908679983665,979.898013909061
93.995283018864,1.09522979410128,208.974080672548,982.988006004221
93.9953106682231,1.09523105636307,209.038697125519,986.068186428119
93.8844858844884,1.09523230391195,197.48567151938,989.13848279511
93.773657782946,1.09523353700454,185.92502214607,992.199508471797
93.6628264209235,1.09523475588926,174.356767174226,995.251094741421
93.5519918544346,1.09523596080931,162.780958203561,998.293101808377
93.4411541381409,1.09523715200544,151.197806306673,1001.32583446869
93.3303133257461,1.0952383297107,139.607397927034,1004.34927237381
93.2194694694452,1.09523949415206,128.009898999798,1007.36364784869
93.1086226203655,1.09524064555109,116.405443202117,1010.369137133
92.9977728285058,1.09524178412855,104.794022053021,1013.36526620731
92.9977851605734,1.09524291009603,104.822816607278,1016.35245649615
92.8869309838538,1.09524402366036,93.2011324236861,1019.33073714872
92.7760739929608,1.09524512502875,81.5729698920775,1022.30080857343
92.6652142338715,1.09524621439737,69.9383235285604,1025.26222374717
92.5543517515773,1.0952472919631,58.2972230746366,1028.21437914015
92.4434865899933,1.09524835791575,46.649943138615,1031.15875744892
92.3326187923915,1.09524941244217,34.9964392159828,1034.09404012099
92.2217484008291,1.09525045572548,23.3368823056733,1037.02091385891
92.1108754565685,1.09525148794453,11.6713814885815,1039.9399391978
91.9999999999998,1.09525250927407,5.64403267716731e-07,1042.85052183901
91.9999999999999,1.09525351988582,-3.68096571892191e-07,1045.75290191381
91.8891208536411,1.09525451994741,-11.6800053176571,1048.64734321643
91.7782392985108,1.09525550962322,-23.3656564722914,1051.53406773455
91.6673553719343,1.09525648907412,-35.0568319218502,1054.41226403184
91.5564691104709,1.09525745845796,-46.7534465747818,1057.28246606557
91.4455805498316,1.09525841792919,-58.4555028600359,1060.14557621964
91.3346897252976,1.09525936763884,-70.1627610994693,1063.00007991381
91.2237966711441,1.09526030773511,-81.8752824110762,1065.84733259555
