8,0.0032459
8.0404,0.0033802
8.0808,0.0035178
8.1212,0.003659
8.1616,0.0038036
8.202,0.0039515
8.2424,0.0041029
8.2828,0.0042575
8.3232,0.0044153
8.3636,0.0045763
8.404,0.0047404
8.4444,0.0049075
8.4848,0.0050775
8.5253,0.0052503
8.5657,0.0054258
8.6061,0.0056038
8.6465,0.0057844
8.6869,0.0059672
8.7273,0.0061522
8.7677,0.0063392
8.8081,0.006528
8.8485,0.0067185
8.8889,0.0069106
8.9293,0.0071039
8.9697,0.0072984
9.0101,0.0074938
9.0505,0.0076899
9.0909,0.0078865
9.1313,0.0080833
9.1717,0.0082803
9.2121,0.008477
9.2525,0.0086733
9.2929,0.008869
9.3333,0.0090637
9.3737,0.0092573
9.4141,0.0094495
9.4545,0.00964
9.4949,0.0098285
9.5354,0.010015
9.5758,0.010199
9.6162,0.01038
9.6566,0.010558
9.697,0.010733
9.7374,0.010905
9.7778,0.011072
9.8182,0.011236
9.8586,0.011395
9.899,0.01155
9.9394,0.0117
9.9798,0.011845
10.02,0.011985
10.061,0.01212
10.101,0.012248
10.141,0.012371
10.182,0.012488
10.222,0.012598
10.263,0.012702
10.303,0.012799
10.343,0.01289
10.384,0.012973
10.424,0.013049
10.465,0.013118
10.505,0.01318
10.545,0.013234
10.586,0.013281
10.626,0.01332
10.667,0.013351
10.707,0.013374
10.747,0.01339
10.788,0.013397
10.828,0.013397
10.869,0.013389
10.909,0.013373
10.949,0.01335
10.99,0.013318
11.03,0.013279
11.071,0.013232
11.111,0.013178
11.152,0.013116
11.192,0.013047
11.232,0.01297
11.273,0.012887
11.313,0.012796
11.354,0.012698
11.394,0.012594
11.434,0.012484
11.475,0.012367
11.515,0.012244
11.556,0.012115
11.596,0.01198
11.636,0.01184
11.677,0.011695
11.717,0.011545
11.758,0.01139
11.798,0.01123
11.838,0.011067
11.879,0.010899
11.919,0.010727
11.96,0.010552
12,0.010374
