G_1,G_2,S_1,S_2,I_1,I_2
7.318598459133,0.0258198889747161,156.307924805043,7.13932262231999,122.307923189159,7.13921962018741
7.17830323003418,0.0258198889747161,151.074870323395,7.24808218669745,117.07486946174,7.24798003663694
7.04382628261746,0.0258198889747161,145.793420655085,7.35526840538686,111.793420111278,7.35516706010212
6.91737358761947,0.0258198889747161,140.505395432914,7.46094396286984,106.50539518562,7.46084338524246
6.80516324198631,0.0258198889747161,135.259445321091,7.56516788274124,101.259445018907,7.56506802361601
6.69970118401126,0.0258198889747161,130.133857970328,7.66799573134803,96.1338580074891,7.6678965700423
6.59686749582187,0.0258198889747161,125.150664399293,7.76947994140487,91.150664305057,7.76938142532572
6.49385644443348,0.0258198889747161,120.304117658583,7.86966993993609,86.3041175956692,7.86957204324804
6.38777361526175,0.0258198889747161,115.572667190733,7.96861241321427,81.5726671985681,7.96851510760468
6.28113314927584,0.0258198889747161,110.920802465821,8.06635149288828,76.9208023908624,8.06625474198268
6.17617036903785,0.0258198889747161,106.333273003967,8.16292888908343,72.3332729938312,8.16283267356681
6.07595943998381,0.0258198889747161,101.810394077045,8.25838410095227,67.8103940033856,8.25828838816947
5.98595045314165,0.0258198889747161,97.3706939037751,8.35275452745373,63.3706940471266,8.35265931126664
5.90280558176031,0.0258198889747161,93.0622954784776,8.44607565600945,59.0622956017728,8.44598089934964
5.82661905681419,0.0258198889747161,88.9062764700479,8.53838114915276,54.9062764266252,8.53828681922785
5.76096428249516,0.0258198889747161,84.9211121676512,8.62970293667136,50.9211120420146,8.62960901819027
5.71468053831372,0.0258198889747161,81.143733174658,8.72007141069478,47.1437330701671,8.71997789301977
5.6785148410691,0.0258198889747161,77.6580355667039,8.80951545771126,43.6580356090423,8.80942233587568
5.64827323102403,0.0258198889747161,74.4803684226005,8.89806258839703,40.4803684040537,8.89796982506839
5.62272379204597,0.0258198889747161,71.599716114845,8.98573898641365,37.5997161210358,8.98564657438846
5.60298069353593,0.0258198889747161,68.999398028876,9.07256964269651,34.9993981002148,9.07247757271483
5.58611683068385,0.0258198889747161,66.6718536662687,9.15857838526852,32.6718536398231,9.15848662108492
5.57064471650869,0.0258198889747161,64.593269512589,9.24378795022072,30.5932695996961,9.24369650783792
5.55577273836788,0.0258198889747161,62.7345687210748,9.32822010944643,28.7345687735706,9.32812895428
5.54100935163102,0.0258198889747161,61.0663334907219,9.41189563429068,27.0663335001989,9.41180475151678
5.52591730737465,0.0258198889747161,59.5606390633331,9.49483442360439,25.5606390305985,9.49474380029805
5.50989502791561,0.0258198889747161,58.1911519677831,9.57705549849594,24.1911519861088,9.57696514065523
5.4918758179694,0.0258198889747161,56.9319156110951,9.65857712875479,22.9319156253871,9.65848701542905
5.46979451700788,0.0258198889747161,55.7545306483722,9.73941681826046,21.7545306982015,9.73932694754042
5.44649936344033,0.0258198889747161,54.6225905014338,9.81959134069101,20.6225905050767,9.81950168467653
5.42423166937292,0.0258198889747161,53.5220680870211,9.89911679130483,19.5220681423598,9.89902736341226
5.40574647665701,0.0258198889747161,52.4543540678803,9.97800870480578,18.454354031437,9.97791945921674
5.3956900778246,0.0258198889747161,51.43699502163,10.0562818963966,17.4369950311715,10.0561928607041
5.38903427345949,0.0258198889747161,50.5125048391407,10.1339507028134,16.5125048134765,10.1338618459675
5.38245116137911,0.0258198889747161,49.6871526701429,10.2110288754469,15.6871526661807,10.2109402061756
5.37264918554329,0.0258198889747161,48.9464996968236,10.2875297007702,14.9464996745595,10.2874411985317
5.35472735803413,0.0258198889747161,48.2587208665188,10.3634659031349,14.2587209189841,10.363377593154
5.333613653987,0.0258198889747161,47.5676532349407,10.4388498256023,13.5676532378951,10.4387616563652
5.3126401102684,0.0258198889747161,46.8548303459829,10.5136933237087,12.854830336921,10.5136053016397
5.29520884390399,0.0258198889747161,46.1243480994003,10.5880078726262,12.1243480567887,10.5879199811766
5.28649311060157,0.0258198889747161,45.3998964036964,10.6618044691504,11.3998963638724,10.6617167173693
5.28213504370996,0.0258198889747161,44.7323409864806,10.7350938073832,10.732340997757,10.7350062132155
5.27995560978331,0.0258198889747161,44.1390319972115,10.8078862292738,10.139032011723,10.8077987634866
5.27886509185832,0.0258198889747161,43.621773543392,10.8801916965252,9.62177351194429,10.8801043280038
5.27831823097249,0.0258198889747161,43.1756261143395,10.952019797063,9.17562613636805,10.9519325759349
5.2780415966829,0.0258198889747161,42.7931525174689,11.0233799452008,8.79315252999434,11.0232928298388
5.27789687184477,0.0258198889747161,42.4664067429438,11.09428111359,8.46640673204509,11.0941940897512
5.27781169403903,0.0258198889747161,42.1878131613686,11.1647320445498,8.18781312285634,11.1646451039834
5.27774347436279,0.0258198889747161,41.9505026377658,11.2347411983349,7.95050260949554,11.2346543590274
5.27765810297796,0.0258198889747161,41.7483834608195,11.3043167894035,7.74838346820323,11.3042300677425
5.27751289419212,0.0258198889747161,41.5760750860609,11.3734668037139,7.57607507343496,11.3733801543987
5.27723524361233,0.0258198889747161,41.4287503968803,11.4421989062451,7.42875042343237,11.4421123708825
5.27668632594871,0.0258198889747161,41.3018751966606,11.5105206326272,7.30187519092321,11.5104341508759
5.27559168236945,0.0258198889747161,41.1907707096223,11.5784392204313,7.1907707042512,11.578352815862
5.2734039910849,0.0258198889747161,41.0898296787616,11.6459616938249,7.08982969340355,11.6458753779564
5.26902940645281,0.0258198889747161,40.9910349356717,11.7130949514854,6.99103493034214,11.7130086842455
5.26028063615713,0.0258198889747161,40.8810743894709,11.7798456403051,6.88107435600181,11.7797594136123
5.24972773949501,0.0258198889747161,40.7356402022267,11.8462201873057,6.73564017904288,11.8461340299161
5.23903871258039,0.0258198889747161,40.5493369400982,11.9122249091822,6.5493369390649,11.9121388296099
5.22981348640097,0.0258198889747161,40.3274863511423,11.9778659178054,6.32748633955979,11.9777798843252
5.22438389231203,0.0258198889747161,40.0841155294302,12.0431491836791,6.084115501394,12.0430631829001
5.22003513326912,0.0258198889747161,39.8449985032681,12.1080804240684,5.84499848514464,12.1079944818694
5.21459282975078,0.0258198889747161,39.6159174039609,12.1726653207121,5.61591741353891,12.1725794516653
5.20533582999781,0.0258198889747161,39.3888712131992,12.2369093834001,5.38887121289361,12.2368235451649
5.18763563413376,0.0258198889747161,39.1408953461804,12.3008178891,5.1408953609223,12.3007321066753
5.16653103311658,0.0258198889747161,38.82497670936,12.3643960841783,4.82497671194941,12.3643103275909
5.1453586153227,0.0258198889747161,38.431084530731,12.4276490218638,4.43108454379692,12.4275633131925
5.12742106074517,0.0258198889747161,37.970512037596,12.4905816749258,3.97051202788388,12.4904959686575
5.11763848098522,0.0258198889747161,37.4724763357135,12.5531988228649,3.47247633287767,12.5531131558627
5.11111958616288,0.0258198889747161,36.9910374614059,12.6155051667351,2.99103746112833,12.6154195312833
5.10460492886699,0.0258198889747161,36.543092179337,12.6775052967026,2.54309217997999,12.6774196797601
5.09483718044958,0.0258198889747161,36.1236416262354,12.7392036753733,2.12364162706444,12.7391180797171
5.07693246670197,0.0258198889747161,35.7090882408608,12.8006047063405,1.70908823427999,12.8005191093552
5.05582731964034,0.0258198889747161,35.2503638556412,12.8617126001143,1.25036385323642,12.8616270261463
5.03485805461889,0.0258198889747161,34.7350835523858,12.9225315080185,0.735083549860448,12.9224459430712
5.01742892801688,0.0258198889747162,34.1725378638084,12.9830655453822,0.172537862632474,12.9829800109475
5.0087142654233,0.0258198889747165,33.5908450165526,13.0433185981847,-0.409154984968982,13.0432330922514
5.00435673554138,0.0258198889747176,33.0446409972619,13.1032946425096,-0.955358998418208,13.1032091113987
5.00217757343014,0.025819888974722,32.5544838627083,13.1629973689336,-1.44551614167774,13.1629118896321
5.00108719803398,0.0258198889747396,32.1249060719048,13.2224305559565,-1.87509394012954,13.2223450952737
5.00054042165481,0.02581988897481,31.7532881177483,13.281597778835,-2.24671188793603,13.2815123130727
5.00026385610305,0.0258198889750918,31.4341649914705,13.3405026418912,-2.56583500276952,13.3404171421935
5.0001192186028,0.025819888976219,31.1612675700156,13.3991484547684,-2.83873245475519,13.3990630246283
5.00003419040395,0.0258198889807278,30.928445575085,13.4575387914762,-3.07155441312243,13.4574532836381
4.99996625740708,0.0258198889987627,30.7300418170059,13.5156768628944,-3.26995817220293,13.5155913529999
4.99988145311375,0.0258198890709027,30.5609951167146,13.5735658881743,-3.43900487624291,13.573480375232
4.99973737537729,0.0258198893594625,30.4168016759124,13.6312090744706,-3.58319831266595,13.6311235552976
4.99946198532947,0.0258198905137014,30.2933814256492,13.6886095384017,-3.70661856226049,13.6885240135195
4.9989175879464,0.0258198951306566,30.1868384275479,13.7457702556811,-3.81316159223999,13.7456847761864
4.99783198453652,0.0258199135984693,30.0930431286509,13.8026943124375,-3.90695687865746,13.8026088025808
4.9956623733949,0.0258199874695881,30.0068686547656,13.8593845466135,-3.9931313635563,13.8592990466993
4.99132394895074,0.0258202829519498,29.9207328530516,13.9158438679541,-4.07926715581936,13.9157583347613
4.98264749898195,0.0258214648475837,29.8217471639662,13.9720751149392,-4.17825282361898,13.9719895343648
4.97223924294912,0.025826191889243,29.6860712291466,14.0280811051053,-4.31392877496659,14.0279955418292
4.96183949728086,0.0258450914101691,29.5089216691481,14.0838650447692,-4.4910783311225,14.0837794524901
4.95319283358804,0.0259205516916596,29.2965700060056,14.1394317490441,-4.70342997217255,14.1393461016827
4.94892036446923,0.0262202212042538,29.0647099269089,14.1947919556984,-4.93529003561319,14.1947062192289
4.94688585536504,0.0273861278752583,28.842250403248,14.2499810758013,-5.15774958242697,14.2498951887451
4.94607205172336,0.0316227766016838,28.6410748378391,14.3051326036889,-5.35892516330545,14.305046054504
