G_1,G_2,S_1,S_2,I_1,I_2
5.18492301163224,0.0223606797749979,34,0.0317804971641414,0,0.0316227766016839
5.2957519735256,0.025,68.5139300396965,0.301660587415732,0.439102689095509,0.29988581160168
5.45723469996175,0.025617376914899,84.7454014447833,0.519553846342864,1.47066400847294,0.518513460529125
5.70844588748878,0.0257694101601104,105.974270320555,0.746119972725833,3.30669852499282,0.745388776461481
6.0361022409802,0.0258072785275782,133.364825481812,0.979276810227392,6.35952231786719,0.978714634939001
6.46514304829672,0.0258167369404036,156.357498506066,1.21597402960509,10.9007012816625,1.21551720229836
6.9184220464266,0.0258191010022134,170.50145125117,1.45357163961083,17.3092057963544,1.45318606191773
7.3309120677698,0.0258196919838449,174.417172739241,1.68996354888455,25.4489118833368,1.68962895732044
7.7144136785529,0.0258198397271392,174.435148356245,1.92355298693545,34.8178527834832,1.92325643379436
8.06623323972244,0.0258198766628307,177.023319090297,2.15318299317012,45.0594521145124,2.15291574795881
8.39561386519818,0.0258198858967453,180.591436044986,2.37805494420106,55.8546197377577,2.37781086983139
8.70057920105306,0.0258198882052234,183.865206926375,2.59765139427766,66.9870331451624,2.59742603007602
8.96694524854447,0.0258198887823429,182.719696751785,2.81166985189701,78.2610786311441,2.81145986518051
9.16122836475312,0.0258198889266228,179.639047611442,3.0199688901034,89.4262315939121,3.01977173191517
9.31112566333829,0.0258198889626928,176.03296413637,3.22252562081426,100.070653340996,3.22233930426792
9.42214134914762,0.0258198889717103,176.090651599492,3.41940276914517,110.008801775381,3.41922571863825
9.50811659842086,0.0258198889739646,177.30241939025,3.61072349590597,119.115661139174,3.61055444219444
9.57037236912454,0.0258198889745283,179.530008114915,3.79665230880425,127.367184520394,3.79649021690715
9.61225876883542,0.0258198889746691,181.02663503012,3.97738071465493,134.750778763472,3.9772247310143
9.62694121962909,0.0258198889747044,182.691344914702,4.15311649498565,141.275639065814,4.15296590912131
9.6217609469022,0.0258198889747132,184.616836935049,4.32407578387896,146.908984019672,4.32392999534288
9.59412781429153,0.0258198889747154,187.520482843141,4.49047725013329,151.66655640293,4.49033575073633
9.55800303327146,0.0258198889747159,190.473315362123,4.65253790558912,155.546352183877,4.65240026083961
9.52310199110717,0.0258198889747161,193.093079033167,4.81047013029996,158.629597437908,4.81033596476371
9.48586305560638,0.0258198889747161,195.274784286781,4.96447961777389,161.043043626183,4.96434860924316
9.44155564790884,0.0258198889747161,196.989143976343,5.11476404079902,162.873273605911,5.11463590243913
9.38191495305587,0.0258198889747161,198.223718293868,5.261512193177,164.165783195084,5.26138667961122
9.29100951251085,0.0258198889747161,198.939118161778,5.40490356360395,164.910150489864,5.4047804520932
9.17894216155617,0.0258198889747161,199.017368229348,5.54510815903066,165.002884483512,5.54498726071675
9.04523478026957,0.0258198889747161,198.423270149249,5.68228656638511,164.416028162624,5.6821677044547
8.90636701133791,0.0258198889747161,197.126599556297,5.81659012793309,163.12297857537,5.81647315182962
8.77623830363015,0.0258198889747161,195.200822100431,5.9481612421527,161.199011701069,5.94804601489188
8.64533985884745,0.0258198889747161,192.791580632267,6.07713373949257,158.790675571461,6.07702013694336
8.50377801015344,0.0258198889747161,189.966505525837,6.2036332622664,155.9660531228,6.20352117123029
8.36410516653611,0.0258198889747161,186.724472788174,6.32777770854614,152.724246606988,6.32766702493495
8.23981823952196,0.0258198889747161,183.139167257428,6.44967766029319,149.139054212836,6.44956829316239
8.11044043226894,0.0258198889747161,179.353432916156,6.56943683940928,145.353376483478,6.56932870588419
7.95294950781532,0.0258198889747161,175.367074431871,6.6871525141189,141.367046153633,6.68704553345521
7.78582222615938,0.0258198889747161,171.043183426052,6.80291591728533,137.043169290698,6.80281002207782
7.62271716869312,0.0258198889747161,166.375145014487,6.91681265597159,132.37513784052,6.91670777876065
7.46541514001841,0.0258198889747161,161.43847083278,7.02892307681371,127.438467103105,7.02881915834438
