4,4.2947e-64
4.0404,2.0492e-61
4.0808,8.5429e-59
4.1212,3.1117e-56
4.1616,9.9026e-54
4.202,2.7534e-51
4.2424,6.689e-49
4.2828,1.4197e-46
4.3232,2.6329e-44
4.3636,4.266e-42
4.404,6.039e-40
4.4444,7.4694e-38
4.4848,8.0718e-36
4.5253,7.6211e-34
4.5657,6.2869e-32
4.6061,4.5313e-30
4.6465,2.8534e-28
4.6869,1.5699e-26
4.7273,7.5468e-25
4.7677,3.1696e-23
4.8081,1.1631e-21
4.8485,3.7291e-20
4.8889,1.0446e-18
4.9293,2.5566e-17
4.9697,5.4669e-16
5.0101,1.0214e-14
5.0505,1.6672e-13
5.0909,2.3778e-12
5.1313,2.9629e-11
5.1717,3.2257e-10
5.2121,3.0683e-09
5.2525,2.55e-08
5.2929,1.8516e-07
5.3333,1.1747e-06
5.3737,6.5111e-06
5.4141,3.1533e-05
5.4545,0.00013342
5.4949,0.00049326
5.5354,0.0015932
5.5758,0.0044962
5.6162,0.011086
5.6566,0.023883
5.697,0.044953
5.7374,0.073925
5.7778,0.10622
5.8182,0.13334
5.8586,0.14625
5.899,0.14015
5.9394,0.11734
5.9798,0.08584
6.0202,0.054864
6.0606,0.030638
6.101,0.014948
6.1414,0.0063721
6.1818,0.0023733
6.2222,0.00077228
6.2626,0.00021957
6.303,5.4542e-05
6.3434,1.1837e-05
6.3838,2.2447e-06
6.4242,3.7189e-07
6.4646,5.3832e-08
6.5051,6.8082e-09
6.5455,7.523e-10
6.5859,7.263e-11
6.6263,6.1264e-12
6.6667,4.515e-13
6.7071,2.9073e-14
6.7475,1.6356e-15
6.7879,8.0395e-17
6.8283,3.4526e-18
6.8687,1.2955e-19
6.9091,4.2471e-21
6.9495,1.2165e-22
6.9899,3.0444e-24
7.0303,6.6566e-26
7.0707,1.2717e-27
7.1111,2.1225e-29
7.1515,3.0953e-31
7.1919,3.9439e-33
7.2323,4.3904e-35
7.2727,4.2703e-37
7.3131,3.6289e-39
7.3535,2.6943e-41
7.3939,1.7478e-43
7.4343,9.9064e-46
7.4747,4.9056e-48
7.5152,2.1225e-50
7.5556,8.0233e-53
7.596,2.6499e-55
7.6364,7.6468e-58
7.6768,1.9279e-60
7.7172,4.2468e-63
7.7576,8.1735e-66
7.798,1.3744e-68
7.8384,2.0193e-71
7.8788,2.592e-74
7.9192,2.907e-77
7.9596,2.8485e-80
8,2.4387e-83
