G_1,G_2,I_1,I_2
165.000000000001,1.03279555898864,49.3311520000044,1.97212276466957
166.666666666501,1.0723805294764,52.6681194919695,2.93409520849666
168.760683760309,1.08130974712649,59.3904205863887,4.20539508698446
170.925925926225,1.08525470640665,68.9167690867129,5.73719384222261
173.115942029091,1.08747813571225,81.110576637653,7.47361641934044
175.31746031736,1.08890508572352,95.8845234065808,9.37619947823501
177.525252524936,1.08989852182627,113.164567002507,11.4179153654029
179.73684210569,1.09062994833747,132.8823292527,13.5786789596601
181.950904392977,1.09119094315276,154.972763514988,15.8428172251115
184.166666666665,1.09163485958753,179.373253043817,18.197634066475
184.245283018857,1.09199488560551,189.211501469644,20.632553117428
191.283524903996,1.09229274843148,257.357318110933,23.1385761357055
198.350970017201,1.0925432685485,332.885362255228,25.7079228835145
205.441176470908,1.09275690208707,415.598988643283,28.3337809035879
212.549467275596,1.09294123718751,505.308896599146,31.0101250439865
219.672364672256,1.09310191422024,601.832196742698,33.7315831245247
226.807228915352,1.09324321305536,704.991773205837,36.4933332449939
233.952020202463,1.09336843993907,814.615825120696,39.2910234816065
241.105137395683,1.09348018945531,930.537520910946,42.1207078593259
248.265306122443,1.09358052622888,1052.59472628968,44.9787944397482
248.34951456311,1.09367111366009,1090.45187738952,47.8620026158556
253.006172839835,1.09375330687332,1188.0328898734,50.767327526222
257.663716813817,1.09382822097029,1289.09753317591,53.6920100804658
262.322033898306,1.09389678191844,1393.55568217149,56.633511444032
266.98102981062,1.09395976501864,1501.31956828108,59.5894911410659
271.640624999671,1.09401782435207,1612.30371390938,62.5577881048703
276.300751879694,1.09407151557975,1726.42486975741,65.5364041680513
280.961352657339,1.09412131378359,1843.60195411478,68.523489578919
285.62237762205,1.09416762756116,1963.75599458654,71.517330228527
290.283783783795,1.09421081026342,2086.81007201311,74.516336330166
290.339869281054,1.09425116902617,2135.05810605577,77.51903233075
293.464135020982,1.09428897208665,2235.45819255654,80.5240478618293
296.587593728491,1.09432445475284,2337.40997653957,83.5301096534791
299.710317459945,1.09435782430553,2440.87176805272,86.5360342006437
302.832369941739,1.09438926405169,2545.80297305641,89.5407211505137
305.953807740748,1.09441893669138,2652.16406532649,92.5431472830058
309.07468123895,1.09444698713562,2759.9165596547,95.5423610437904
312.195035461216,1.09447354487241,2869.02298649377,98.537477567705
315.314910765801,1.09449872596541,2979.44686482906,101.527674089029
318.434343434359,1.09452263474992,3091.15267545941,104.512185726857
318.472906403947,1.09454536527742,3141.39788765713,107.490301715886
320.270299145515,1.09456700255259,3227.25900087331,110.461361746909
322.066770996795,1.09458762359519,3313.47180768234,113.424752760298
323.862385320784,1.09460729835628,3400.02403286372,116.37990592902
325.657199800564,1.09462609051072,3486.90376075711,119.326293831389
327.451267056633,1.09464405814631,3574.09942416539,122.263427823254
329.244635193487,1.09466125436262,3661.59979681734,125.190855653858
331.037348272176,1.09467772779524,3749.39398623287,128.108159253207
332.829446730453,1.09469352307619,3837.47142062782,131.014952570133
334.620967741922,1.09470868123631,3925.82184546885,133.910879715341
334.648221343883,1.09472324006212,3973.26519667044,136.795613033171
334.894918173756,1.09473723440971,4025.19081287313,139.668851481928
335.140684410192,1.09475069648413,4076.52483897169,142.530319053432
335.385572139645,1.09476365608596,4127.27737026948,145.379763156399
335.629629629727,1.09477614083189,4177.45831866404,148.216953449498
335.872901678573,1.09478817635165,4227.07740778002,151.04168037392
336.115429917192,1.09479978646235,4276.14417242453,153.853753850367
336.357253086874,1.09481099332772,4324.66797706364,156.653002386072
336.598407281199,1.09482181759712,4372.6580090736,159.439271810329
336.838926174479,1.09483227853437,4420.1232810835,162.21242423106
336.858085808523,1.09484239413099,4461.35497579052,164.972337151262
335.993506493368,1.09485218121042,4478.89369755255,167.718902659669
335.128150514504,1.09486165552019,4495.41714987643,170.452026387919
334.262054506997,1.09487083181749,4510.94519153451,173.171626777335
333.395252837536,1.09487972394558,4525.49725820467,175.877634426526
332.527777778195,1.09488834490314,4539.092371071,178.569991358582
331.65965965997,1.09489670690835,4551.74913290306,181.248650092924
330.790927021909,1.0949048214559,4563.48575936349,183.913573431101
329.921606738057,1.09491269937017,4574.32007044586,186.564733520845
