odeh_1,odeh_2,metah_1,metah_2
6.11363342340917,0.547721991422328,6.1064006564187,0.54772251044786
6.10799603858641,0.547721991422328,6.1054634077469,0.54772251044786
6.10235865376365,0.547721991422328,6.10452615907508,0.54772251044786
6.09672126894089,0.547721991422328,6.10358891040327,0.54772251044786
6.09108388411813,0.547721991422328,6.10265166173147,0.54772251044786
6.08544649929537,0.547721991422328,6.10171441305966,0.54772251044786
6.0798091144726,0.547721991422328,6.10077716438785,0.54772251044786
6.07417172964984,0.547721991422328,6.09983991571605,0.54772251044786
6.06853434482708,0.547721991422328,6.09890266704423,0.54772251044786
6.06289696000432,0.547721991422328,6.09796541837243,0.54772251044786
6.05725957518156,0.547721991422328,6.09702816970062,0.54772251044786
6.0516221903588,0.547721991422328,6.09609092102881,0.54772251044786
6.04598480553604,0.547721991422328,6.095153672357,0.54772251044786
6.04034742071328,0.547721991422328,6.09421642368519,0.54772251044786
6.03471003589052,0.547721991422328,6.09327917501338,0.54772251044786
6.02907265106775,0.547721991422328,6.09234192634157,0.54772251044786
6.02343526624499,0.547721991422328,6.09140467766977,0.54772251044786
6.01779788142223,0.547721991422328,6.09046742899796,0.54772251044786
6.01216049659947,0.547721991422328,6.08953018032615,0.54772251044786
6.00652311177671,0.547721991422328,6.08859293165434,0.54772251044786
6.00088572695395,0.547721991422328,6.08765568298253,0.54772251044786
5.99524834213119,0.547721991422328,6.08671843431072,0.54772251044786
5.98961095730843,0.547721991422328,6.08578118563891,0.54772251044786
5.98397357248567,0.547721991422328,6.0848439369671,0.54772251044786
5.97833618766291,0.547721991422328,6.0839066882953,0.54772251044786
5.97269880284014,0.547721991422328,6.08296943962349,0.54772251044786
5.96706141801739,0.547721991422328,6.08203219095168,0.54772251044786
5.96142403319462,0.547721991422328,6.08109494227987,0.54772251044786
5.95578664837186,0.547721991422328,6.08015769360806,0.54772251044786
5.9501492635491,0.547721991422328,6.07922044493625,0.54772251044786
5.94451187872634,0.547721991422328,6.07828319626444,0.54772251044786
5.93887449390358,0.547721991422328,6.07734594759263,0.54772251044786
5.93323710908082,0.547721991422328,6.07640869892082,0.54772251044786
5.92759972425806,0.547721991422328,6.07547145024902,0.54772251044786
5.9219623394353,0.547721991422328,6.07453420157721,0.54772251044786
5.91632495461253,0.547721991422328,6.0735969529054,0.54772251044786
5.91068756978977,0.547721991422328,6.07265970423359,0.54772251044786
5.90505018496701,0.547721991422328,6.07172245556178,0.54772251044786
5.89941280014425,0.547721991422328,6.07078520688998,0.54772251044786
5.89377541532149,0.547721991422328,6.06984795821817,0.54772251044786
5.88813803049873,0.547721991422328,6.06891070954636,0.54772251044786
5.88250064567597,0.547721991422328,6.06797346087455,0.54772251044786
5.8768632608532,0.547721991422328,6.06703621220274,0.54772251044786
5.87122587603045,0.547721991422328,6.06609896353093,0.54772251044786
5.86558849120769,0.547721991422328,6.06516171485913,0.54772251044786
5.85995110638492,0.547721991422328,6.06422446618732,0.54772251044786
5.85431372156216,0.547721991422328,6.0632872175155,0.54772251044786
5.8486763367394,0.547721991422328,6.0623499688437,0.54772251044786
5.84303895191664,0.547721991422328,6.06141272017189,0.54772251044786
5.83740156709388,0.547721991422328,6.06047547150008,0.54772251044786
