2,1.8716e-26
2.0808,1.4315e-25
2.1616,1.0549e-24
2.2424,7.49e-24
2.3232,5.1239e-23
2.404,3.3774e-22
2.4848,2.1449e-21
2.5657,1.3124e-20
2.6465,7.7373e-20
2.7273,4.395e-19
2.8081,2.4054e-18
2.8889,1.2684e-17
2.9697,6.4443e-17
3.0505,3.1546e-16
3.1313,1.4879e-15
3.2121,6.7614e-15
3.2929,2.9605e-14
3.3737,1.2489e-13
3.4545,5.0763e-13
3.5354,1.988e-12
3.6162,7.5014e-12
3.697,2.7272e-11
3.7778,9.5528e-11
3.8586,3.224e-10
3.9394,1.0484e-09
4.0202,3.2846e-09
4.101,9.9153e-09
4.1818,2.8839e-08
4.2626,8.0815e-08
4.3434,2.182e-07
4.4242,5.6765e-07
4.5051,1.4228e-06
4.5859,3.4361e-06
4.6667,7.9953e-06
4.7475,1.7925e-05
4.8283,3.8719e-05
4.9091,8.0582e-05
4.9899,0.00016159
5.0707,0.00031219
5.1515,0.00058116
5.2323,0.0010423
5.3131,0.0018013
5.3939,0.0029991
5.4747,0.0048113
5.5556,0.0074366
5.6364,0.011075
5.7172,0.015891
5.798,0.02197
5.8788,0.029265
5.9596,0.037558
6.0404,0.046443
6.1212,0.055334
6.202,0.063519
6.2828,0.070254
6.3636,0.074866
6.4444,0.076869
6.5253,0.076044
6.6061,0.072482
6.6869,0.066565
6.7677,0.058899
6.8485,0.050214
6.9293,0.041247
7.0101,0.032644
7.0909,0.024892
7.1717,0.018289
7.2525,0.012946
7.3333,0.0088299
7.4141,0.0058026
7.4949,0.003674
7.5758,0.0022413
7.6566,0.0013174
7.7374,0.00074606
7.8182,0.00040709
7.899,0.00021402
7.9798,0.00010841
8.0606,5.2908e-05
8.1414,2.4879e-05
8.2222,1.1272e-05
8.303,4.9205e-06
8.3838,2.0695e-06
8.4646,8.3865e-07
8.5455,3.2745e-07
8.6263,1.2318e-07
8.7071,4.465e-08
8.7879,1.5593e-08
8.8687,5.2467e-09
8.9495,1.701e-09
9.0303,5.3133e-10
9.1111,1.5991e-10
9.1919,4.6369e-11
9.2727,1.2955e-11
9.3535,3.4874e-12
9.4343,9.0451e-13
9.5152,2.2603e-13
9.596,5.4423e-14
9.6768,1.2625e-14
9.7576,2.822e-15
9.8384,6.0773e-16
9.9192,1.261e-16
10,2.521e-17
