Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18
2.49069043417892e-08,1.99600798403193e-23,4.4676705160877e-12,2.4922491246131e-08,9.99001996007982e-24,3.16069928339914e-12,,,,2.84116400205857e-05,1.01298302993999e-15,3.1827394331613e-08,90.9172480658885,0.0103829462265871,0.101896742963586,90.9172480659046,0.010392946226589,0.101945800436256
2.62898544742712e-08,1.99600798403193e-23,4.4676705160877e-12,2.63068243287455e-08,9.99001996007982e-24,3.16069928339914e-12,,,,2.9989779734766e-05,1.01298302993999e-15,3.1827394331613e-08,95.9672951512664,0.0103829462265871,0.101896742963586,95.9672951512834,0.010392946226589,0.101945800436256
2.76097279824638e-08,1.99600798403193e-23,4.4676705160877e-12,2.76280177104463e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.14959401899047e-05,1.01298302993999e-15,3.1827394331613e-08,100.787008607711,0.0103829462265871,0.101896742963586,100.787008607729,0.010392946226589,0.101945800436256
2.88445006301132e-08,1.99600798403193e-23,4.4676705160877e-12,2.88640251307433e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.29049886490432e-05,1.01298302993999e-15,3.1827394331613e-08,105.295963676955,0.0103829462265871,0.101896742963586,105.295963676973,0.010392946226589,0.101945800436256
2.99775371244558e-08,1.99600798403193e-23,4.4676705160877e-12,2.99981946615803e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.41979419141972e-05,1.01298302993999e-15,3.1827394331613e-08,109.433414125448,0.0103829462265871,0.101896742963586,109.433414125468,0.010392946226589,0.101945800436256
3.09980214977544e-08,1.99600798403193e-23,4.4676705160877e-12,3.10196995192522e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.5362457451943e-05,1.01298302993999e-15,3.1827394331613e-08,113.159863846235,0.0103829462265871,0.101896742963586,113.159863846255,0.010392946226589,0.101945800436256
3.19007577944587e-08,1.99600798403193e-23,4.4676705160877e-12,3.19233385522532e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.6392605949564e-05,1.01298302993999e-15,3.1827394331613e-08,116.456339038623,0.0103829462265871,0.101896742963586,116.456339038644,0.010392946226589,0.101945800436256
3.26854463828032e-08,1.99600798403193e-23,4.4676705160877e-12,3.27088118291861e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.72880454852673e-05,1.01298302993999e-15,3.1827394331613e-08,119.321745552874,0.0103829462265871,0.101896742963586,119.321745552895,0.010392946226589,0.101945800436256
3.33557102452003e-08,1.99600798403193e-23,4.4676705160877e-12,3.33797459554455e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.80529103892031e-05,1.01298302993999e-15,3.1827394331613e-08,121.769313245469,0.0103829462265871,0.101896742963586,121.769313245491,0.010392946226589,0.101945800436256
3.39180108088488e-08,1.99600798403193e-23,4.4676705160877e-12,3.39426088196576e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.86945740544047e-05,1.01298302993999e-15,3.1827394331613e-08,123.822636974115,0.0103829462265871,0.101896742963586,123.822636974137,0.010392946226589,0.101945800436256
3.43806334584549e-08,1.99600798403193e-23,4.4676705160877e-12,3.44056940919134e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.92224912647762e-05,1.01298302993999e-15,3.1827394331613e-08,125.511972047304,0.0103829462265871,0.101896742963586,125.511972047326,0.010392946226589,0.101945800436256
3.47528220796627e-08,1.99600798403193e-23,4.4676705160877e-12,3.47782549017424e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.96472105879812e-05,1.01298302993999e-15,3.1827394331613e-08,126.87107388156,0.0103829462265871,0.101896742963586,126.871073881583,0.010392946226589,0.101945800436256
3.50440967773389e-08,1.99600798403193e-23,4.4676705160877e-12,3.50698208741162e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.99795957964874e-05,1.01298302993999e-15,3.1827394331613e-08,127.93470654878,0.0103829462265871,0.101896742963586,127.934706548802,0.010392946226589,0.101945800436256
3.52637691260769e-08,1.99600798403193e-23,4.4676705160877e-12,3.5289712895203e-08,9.99001996007982e-24,3.16069928339914e-12,,,,4.02302727005262e-05,1.01298302993999e-15,3.1827394331613e-08,128.736872641704,0.0103829462265871,0.101896742963586,128.736872641727,0.010392946226589,0.101945800436256
3.54206150114635e-08,1.99600798403193e-23,4.4676705160877e-12,3.5446715626475e-08,9.99001996007982e-24,3.16069928339914e-12,,,,4.04092558141763e-05,1.01298302993999e-15,3.1827394331613e-08,129.309618605385,0.0103829462265871,0.101896742963586,129.309618605408,0.010392946226589,0.101945800436256
3.55226851141149e-08,1.99600798403193e-23,4.4676705160877e-12,3.5548887799229e-08,9.99001996007982e-24,3.16069928339914e-12,,,,4.05257320911159e-05,1.01298302993999e-15,3.1827394331613e-08,129.682342691591,0.0103829462265871,0.101896742963586,129.682342691614,0.010392946226589,0.101945800436256
3.55772196291206e-08,1.99600798403193e-23,4.4676705160877e-12,3.56034768487497e-08,9.99001996007982e-24,3.16069928339914e-12,,,,4.05879636075695e-05,1.01298302993999e-15,3.1827394331613e-08,129.881483544243,0.0103829462265871,0.101896742963586,129.881483544266,0.010392946226589,0.101945800436256
3.55906248976533e-08,1.99600798403193e-23,4.4676705160877e-12,3.5616895522551e-08,9.99001996007982e-24,3.16069928339914e-12,,,,4.06032608957029e-05,1.01298302993999e-15,3.1827394331613e-08,129.93043486627,0.0103829462265871,0.101896742963586,129.930434866293,0.010392946226589,0.101945800436256
3.55685116009799e-08,1.99600798403193e-23,4.4676705160877e-12,3.55947601125809e-08,9.99001996007982e-24,3.16069928339914e-12,,,,4.0578026528337e-05,1.01298302993999e-15,3.1827394331613e-08,129.849684890699,0.0103829462265871,0.101896742963586,129.849684890722,0.010392946226589,0.101945800436256
3.55157491156127e-08,1.99600798403193e-23,4.4676705160877e-12,3.55419448647283e-08,9.99001996007982e-24,3.16069928339914e-12,,,,4.05178171457851e-05,1.01298302993999e-15,3.1827394331613e-08,129.657014866533,0.0103829462265871,0.101896742963586,129.657014866556,0.010392946226589,0.101945800436256
3.54365333796698e-08,1.99600798403193e-23,4.4676705160877e-12,3.54626499130495e-08,9.99001996007982e-24,3.16069928339914e-12,,,,4.04274209008712e-05,1.01298302993999e-15,3.1827394331613e-08,129.367746882808,0.0103829462265871,0.101896742963586,129.367746882831,0.010392946226589,0.101945800436256
3.53344637927005e-08,1.99600798403193e-23,4.4676705160877e-12,3.53604782564932e-08,9.99001996007982e-24,3.16069928339914e-12,,,,4.03109452123971e-05,1.01298302993999e-15,3.1827394331613e-08,128.995024679691,0.0103829462265871,0.101896742963586,128.995024679714,0.010392946226589,0.101945800436256
3.52126278973695e-08,1.99600798403193e-23,4.4676705160877e-12,3.52385205252669e-08,9.99001996007982e-24,3.16069928339914e-12,,,,4.01719133987991e-05,1.01298302993999e-15,3.1827394331613e-08,128.550122876177,0.0103829462265871,0.101896742963586,128.5501228762,0.010392946226589,0.101945800436256
3.50736631502161e-08,1.99600798403193e-23,4.4676705160877e-12,3.50994168133663e-08,9.99001996007982e-24,3.16069928339914e-12,,,,4.00133351672325e-05,1.01298302993999e-15,3.1827394331613e-08,128.042672535164,0.0103829462265871,0.101896742963586,128.042672535187,0.010392946226589,0.101945800436256
3.49198202777115e-08,1.99600798403193e-23,4.4676705160877e-12,3.49454200979892e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.98377789117026e-05,1.01298302993999e-15,3.1827394331613e-08,127.480892517469,0.0103829462265871,0.101896742963586,127.480892517491,0.010392946226589,0.101945800436256
3.47530291985588e-08,1.99600798403193e-23,4.4676705160877e-12,3.47784622277574e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.96474469396383e-05,1.01298302993999e-15,3.1827394331613e-08,126.871830206863,0.0103829462265871,0.101896742963586,126.871830206885,0.010392946226589,0.101945800436256
3.4574942838652e-08,1.99600798403193e-23,4.4676705160877e-12,3.46001977814907e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.94442254708943e-05,1.01298302993999e-15,3.1827394331613e-08,126.221521506882,0.0103829462265871,0.101896742963586,126.221521506904,0.010392946226589,0.101945800436256
3.43869792813268e-08,1.99600798403193e-23,4.4676705160877e-12,3.44120462606081e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.92297327370882e-05,1.01298302993999e-15,3.1827394331613e-08,125.535144758702,0.0103829462265871,0.101896742963586,125.535144758724,0.010392946226589,0.101945800436256
3.419036498009e-08,1.99600798403193e-23,4.4676705160877e-12,3.42152353450701e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.90053682933749e-05,1.01298302993999e-15,3.1827394331613e-08,124.817178538819,0.0103829462265871,0.101896742963586,124.817178538841,0.010392946226589,0.101945800436256
3.39861586181356e-08,1.99600798403193e-23,4.4676705160877e-12,3.40108247767537e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.87723402454943e-05,1.01298302993999e-15,3.1827394331613e-08,124.071488785601,0.0103829462265871,0.101896742963586,124.071488785623,0.010392946226589,0.101945800436256
3.37752817630464e-08,1.99600798403193e-23,4.4676705160877e-12,3.37997370448094e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.85317002310778e-05,1.01298302993999e-15,3.1827394331613e-08,123.301440739468,0.0103829462265871,0.101896742963586,123.30144073949,0.010392946226589,0.101945800436256
3.35585387023854e-08,1.99600798403193e-23,4.4676705160877e-12,3.35827772410878e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.82843660548351e-05,1.01298302993999e-15,3.1827394331613e-08,122.509971375492,0.0103829462265871,0.101896742963586,122.509971375514,0.010392946226589,0.101945800436256
3.33366374802055e-08,1.99600798403193e-23,4.4676705160877e-12,3.33606541176857e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.80311456941569e-05,1.01298302993999e-15,3.1827394331613e-08,121.699666221321,0.0103829462265871,0.101896742963586,121.699666221343,0.010392946226589,0.101945800436256
3.31102014979876e-08,1.99600798403193e-23,4.4676705160877e-12,3.31339916994856e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.77727505374087e-05,1.01298302993999e-15,3.1827394331613e-08,120.872801719727,0.0103829462265871,0.101896742963586,120.872801719748,0.010392946226589,0.101945800436256
3.28797887382694e-08,1.99600798403193e-23,4.4676705160877e-12,3.29033485270077e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.7509817320784e-05,1.01298302993999e-15,3.1827394331613e-08,120.031415426528,0.0103829462265871,0.101896742963586,120.031415426549,0.010392946226589,0.101945800436256
3.264589038893e-08,1.99600798403193e-23,4.4676705160877e-12,3.26692162793189e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.72429065584188e-05,1.01298302993999e-15,3.1827394331613e-08,119.177300986959,0.0103829462265871,0.101896742963586,119.17730098698,0.010392946226589,0.101945800436256
3.24089526875788e-08,1.99600798403193e-23,4.4676705160877e-12,3.24320416402664e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.69725274698989e-05,1.01298302993999e-15,3.1827394331613e-08,118.312087903695,0.0103829462265871,0.101896742963586,118.312087903716,0.010392946226589,0.101945800436256
3.21693773322942e-08,1.99600798403193e-23,4.4676705160877e-12,3.21922267096265e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.66991384489695e-05,1.01298302993999e-15,3.1827394331613e-08,117.437243036721,0.0103829462265871,0.101896742963586,117.437243036742,0.010392946226589,0.101945800436256
3.19275330139337e-08,1.99600798403193e-23,4.4676705160877e-12,3.19501405469476e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.64231602235156e-05,1.01298302993999e-15,3.1827394331613e-08,116.554112715268,0.0103829462265871,0.101896742963586,116.554112715289,0.010392946226589,0.101945800436256
3.1683746813302e-08,1.99600798403193e-23,4.4676705160877e-12,3.17061105601153e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.61449660385269e-05,1.01298302993999e-15,3.1827394331613e-08,115.663891323304,0.0103829462265871,0.101896742963586,115.663891323325,0.010392946226589,0.101945800436256
3.14363702676571e-08,1.99600798403193e-23,4.4676705160877e-12,3.14584866379248e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.58626747672297e-05,1.01298302993999e-15,3.1827394331613e-08,114.760559255153,0.0103829462265871,0.101896742963586,114.760559255173,0.010392946226589,0.101945800436256
3.11882128777709e-08,1.99600798403193e-23,4.4676705160877e-12,3.12100810906487e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.55794924433349e-05,1.01298302993999e-15,3.1827394331613e-08,113.85437581869,0.0103829462265871,0.101896742963586,113.85437581871,0.010392946226589,0.101945800436256
3.09392094396767e-08,1.99600798403193e-23,4.4676705160877e-12,3.09608286491164e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.52953446599882e-05,1.01298302993999e-15,3.1827394331613e-08,112.94510291198,0.0103829462265871,0.101896742963586,112.945102912,0.010392946226589,0.101945800436256
3.06895590215298e-08,1.99600798403193e-23,4.4676705160877e-12,3.07109285805513e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.5010458581824e-05,1.01298302993999e-15,3.1827394331613e-08,112.033467461855,0.0103829462265871,0.101896742963586,112.033467461874,0.010392946226589,0.101945800436256
3.04394469297342e-08,1.99600798403193e-23,4.4676705160877e-12,3.04605663766639e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.47250456693924e-05,1.01298302993999e-15,3.1827394331613e-08,111.120146142073,0.0103829462265871,0.101896742963586,111.120146142093,0.010392946226589,0.101945800436256
3.01890533311667e-08,1.99600798403193e-23,4.4676705160877e-12,3.02099223844979e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.44393115183232e-05,1.01298302993999e-15,3.1827394331613e-08,110.205796858652,0.0103829462265871,0.101896742963586,110.205796858671,0.010392946226589,0.101945800436256
2.99385479512801e-08,1.99600798403193e-23,4.4676705160877e-12,2.99591664992314e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.41534498091194e-05,1.01298302993999e-15,3.1827394331613e-08,109.291039389199,0.0103829462265871,0.101896742963586,109.291039389219,0.010392946226589,0.101945800436256
2.96880927882251e-08,1.99600798403193e-23,4.4676705160877e-12,2.97084608810133e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.38676454043509e-05,1.01298302993999e-15,3.1827394331613e-08,108.37646529394,0.0103829462265871,0.101896742963586,108.376465293959,0.010392946226589,0.101945800436256
2.94378436545788e-08,1.99600798403193e-23,4.4676705160877e-12,2.94579614982334e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.35820761079818e-05,1.01298302993999e-15,3.1827394331613e-08,107.462643545559,0.0103829462265871,0.101896742963586,107.462643545578,0.010392946226589,0.101945800436256
2.91879472966394e-08,1.99600798403193e-23,4.4676705160877e-12,2.9207815243936e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.32969093780828e-05,1.01298302993999e-15,3.1827394331613e-08,106.550110009882,0.0103829462265871,0.101896742963586,106.550110009901,0.010392946226589,0.101945800436256
2.89385415403853e-08,1.99600798403193e-23,4.4676705160877e-12,2.89581600819257e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.3012302493391e-05,1.01298302993999e-15,3.1827394331613e-08,105.639367978868,0.0103829462265871,0.101896742963586,105.639367978887,0.010392946226589,0.101945800436256
2.86897625079778e-08,1.99600798403193e-23,4.4676705160877e-12,2.87091322704858e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.27284107883496e-05,1.01298302993999e-15,3.1827394331613e-08,104.730914522735,0.0103829462265871,0.101896742963586,104.730914522754,0.010392946226589,0.101945800436256
2.84417356033648e-08,1.99600798403193e-23,4.4676705160877e-12,2.84608573389682e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.24453773664196e-05,1.01298302993999e-15,3.1827394331613e-08,103.825207572559,0.0103829462265871,0.101896742963586,103.825207572577,0.010392946226589,0.101945800436256
2.81945796151134e-08,1.99600798403193e-23,4.4676705160877e-12,2.82134541947285e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.21633377819864e-05,1.01298302993999e-15,3.1827394331613e-08,102.922680902373,0.0103829462265871,0.101896742963586,102.922680902391,0.010392946226589,0.101945800436256
2.79484077887006e-08,1.99600798403193e-23,4.4676705160877e-12,2.79670361964893e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.18824212639937e-05,1.01298302993999e-15,3.1827394331613e-08,102.023748044796,0.0103829462265871,0.101896742963586,102.023748044814,0.010392946226589,0.101945800436256
2.77033296392246e-08,1.99600798403193e-23,4.4676705160877e-12,2.77217129688638e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.16027527845007e-05,1.01298302993999e-15,3.1827394331613e-08,101.128808910418,0.0103829462265871,0.101896742963586,101.128808910436,0.010392946226589,0.101945800436256
2.74594445861464e-08,1.99600798403193e-23,4.4676705160877e-12,2.74775840307325e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.13244457950311e-05,1.01298302993999e-15,3.1827394331613e-08,100.238226544115,0.0103829462265871,0.101896742963586,100.238226544133,0.010392946226589,0.101945800436256
2.72168512406033e-08,1.99600798403193e-23,4.4676705160877e-12,2.7234748091844e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.10476128246981e-05,1.01298302993999e-15,3.1827394331613e-08,99.3523610390497,0.0103829462265871,0.101896742963586,99.3523610390673,0.010392946226589,0.101945800436256
2.6975638093948e-08,1.99600798403193e-23,4.4676705160877e-12,2.69932937320419e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.07723548545238e-05,1.01298302993999e-15,3.1827394331613e-08,98.4715355344919,0.0103829462265871,0.101896742963586,98.4715355345093,0.010392946226589,0.101945800436256
2.67358917550287e-08,1.99600798403193e-23,4.4676705160877e-12,2.67533076467837e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.04987707173295e-05,1.01298302993999e-15,3.1827394331613e-08,97.59606629547,0.0103829462265871,0.101896742963586,97.5960662954873,0.010392946226589,0.101945800436256
2.6497690693398e-08,1.99600798403193e-23,4.4676705160877e-12,2.65148683840914e-08,9.99001996007982e-24,3.16069928339914e-12,,,,3.02269499578603e-05,1.01298302993999e-15,3.1827394331613e-08,96.7262398651682,0.0103829462265871,0.101896742963586,96.7262398651853,0.010392946226589,0.101945800436256
2.62611125660881e-08,1.99600798403193e-23,4.4676705160877e-12,2.62780536786542e-08,9.99001996007982e-24,3.16069928339914e-12,,,,2.99569811936619e-05,1.01298302993999e-15,3.1827394331613e-08,95.8623398197333,0.0103829462265871,0.101896742963586,95.8623398197503,0.010392946226589,0.101945800436256
2.60262291871738e-08,1.99600798403193e-23,4.4676705160877e-12,2.6042935416361e-08,9.99001996007982e-24,3.16069928339914e-12,,,,2.96889463746477e-05,1.01298302993999e-15,3.1827394331613e-08,95.0046283988877,0.0103829462265871,0.101896742963586,95.0046283989045,0.010392946226589,0.101945800436256
2.5793104747068e-08,1.99600798403193e-23,4.4676705160877e-12,2.58095778518151e-08,9.99001996007982e-24,3.16069928339914e-12,,,,2.94229187510654e-05,1.01298302993999e-15,3.1827394331613e-08,94.1533400034243,0.0103829462265871,0.101896742963586,94.153340003441,0.010392946226589,0.101945800436256
2.55618040171937e-08,1.99600798403193e-23,4.4676705160877e-12,2.55780458212109e-08,9.99001996007982e-24,3.16069928339914e-12,,,,2.91589722361767e-05,1.01298302993999e-15,3.1827394331613e-08,93.3087111557801,0.0103829462265871,0.101896742963586,93.3087111557966,0.010392946226589,0.101945800436256
2.5332383137414e-08,1.99600798403193e-23,4.4676705160877e-12,2.53483955205514e-08,9.99001996007982e-24,3.16069928339914e-12,,,,2.88971708934249e-05,1.01298302993999e-15,3.1827394331613e-08,92.4709468589745,0.0103829462265871,0.101896742963586,92.4709468589908,0.010392946226589,0.101945800436256
2.51048977364516e-08,1.99600798403193e-23,4.4676705160877e-12,2.5120682634188e-08,9.99001996007982e-24,3.16069928339914e-12,,,,2.86375782029707e-05,1.01298302993999e-15,3.1827394331613e-08,91.6402502495206,0.0103829462265871,0.101896742963586,91.6402502495368,0.010392946226589,0.101945800436256
2.48793976147135e-08,1.99600798403193e-23,4.4676705160877e-12,2.48949570123282e-08,9.99001996007982e-24,3.16069928339914e-12,,,,2.83802509940506e-05,1.01298302993999e-15,3.1827394331613e-08,90.8168031809762,0.0103829462265871,0.101896742963586,90.8168031809923,0.010392946226589,0.101945800436256
2.46559296666541e-08,1.99600798403193e-23,4.4676705160877e-12,2.46712655963207e-08,9.99001996007982e-24,3.16069928339914e-12,,,,2.8125242779802e-05,1.01298302993999e-15,3.1827394331613e-08,90.0007768953807,0.0103829462265871,0.101896742963586,90.0007768953966,0.010392946226589,0.101945800436256
2.44345383719157e-08,1.99600798403193e-23,4.4676705160877e-12,2.44496529102876e-08,9.99001996007982e-24,3.16069928339914e-12,,,,2.78726043177244e-05,1.01298302993999e-15,3.1827394331613e-08,89.192333816732,0.0103829462265871,0.101896742963586,89.1923338167478,0.010392946226589,0.101945800436256
