Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36
Rcell.exocytosis,Rcell.exocytosis,Rcell.exocytosis,Ninsulin.exocytosis,Ninsulin.exocytosis,Ninsulin.exocytosis,Dvesicle.exocytosis,Dvesicle.exocytosis,Dvesicle.exocytosis,Npatch.exocytosis,Npatch.exocytosis,Npatch.exocytosis,S.exocytosis,S.exocytosis,S.exocytosis,Scell.C,Scell.C,Scell.C,Scell.obs,Scell.obs,Scell.obs,Nvesicle.exocytosis,Nvesicle.exocytosis,Nvesicle.exocytosis,kt.exocytosis,kt.exocytosis,kt.exocytosis,Gcell.C,Gcell.C,Gcell.C,G.exocytosis,G.exocytosis,G.exocytosis,Gcell.obs,Gcell.obs,Gcell.obs
6,0.01,0.1,1.80000005342735e-06,1.00000000782352e-14,1.00000000391176e-07,0.0032,1e-08,0.0001,6.00000000031764,0.00999999999999854,0.0999999999999927,9.32000000000479e-09,1.00000000000051e-20,1.00000000000026e-10,9.3200000000039e-09,1.00100000000042e-20,1.00049987506267e-10,9.3200000000037e-09,1.0020000000004e-20,1.00099950049957e-10,300.010799999559,10.3629609999848,3.2191553239918,10.0001799999995,10.0028783225,3.1627327301718,2.5499983444849,1.99600798403198e-05,0.00446767051608776,2.54999834282939,9.99001996008032e-06,0.00316069928339922,,,
5.99999998476349,0.0100000000424447,0.100000000212223,1.80000005348084e-06,1.00100000783921e-14,1.00049987898011e-07,0.00320000000029928,1.00000000000408e-08,0.000100000000000204,6.00000000031795,0.0100099999999985,0.100049987506239,9.32108927677488e-09,2.28439162349104e-19,4.7795309639033e-10,9.321089292742e-09,2.2844916274079e-19,4.77963557963146e-10,9.32108929271505e-09,2.2845916274013e-19,4.7797401889656e-10,300.045864344537,236.708769515909,15.3853426843834,10.0007644061915,0.0757521582047701,0.275231099632237,2.57503965599973,1.99600798403198e-05,0.00446767051608776,2.57506469565573,9.99001996008032e-06,0.00316069928339922,,,
6.00000001391829,0.0099999999618145,0.0999999998090725,1.80000005344651e-06,1.0020000078471e-14,1.00099950441901e-07,0.0031999999999317,9.99999999999128e-09,9.99999999999564e-05,5.99999924122444,0.0100199999311154,0.100099949705858,9.48627639460206e-09,2.28599230253947e-19,4.78120518545217e-10,9.48627655774683e-09,2.28609234146313e-19,4.78130980115609e-10,9.48627655772393e-09,2.28619234145761e-19,4.78141437386221e-10,305.363242420683,236.874634893661,15.3907321103858,10.0893873735196,0.0757982319128591,0.275314786949156,2.60611623454132,1.99600798403198e-05,0.00446767051608776,2.60617235077586,9.99001996008032e-06,0.00316069928339922,,,
5.99999998245221,0.0100000000470569,0.100000000235284,1.80000005342763e-06,1.0030000078618e-14,1.00149888060936e-07,0.00320000000018102,1.00000000000237e-08,0.000100000000000118,5.99999760585112,0.0100299997862853,0.10014988660146,9.69127592230714e-09,2.28759303636149e-19,4.7828788782087e-10,9.69127600502445e-09,2.28769305553868e-19,4.78298343666239e-10,9.69127600502257e-09,2.28779305553824e-19,4.7830879727831e-10,311.962174622713,237.040500256237,15.3961196493219,10.1993695767975,0.0758443056237671,0.275398448840525,2.63980775405176,1.99600798403198e-05,0.00446767051608776,2.63989756180581,9.99001996008032e-06,0.00316069928339922,,,
5.99999999781772,0.0100000000056611,0.100000000028305,1.80000005336606e-06,1.00400000785875e-14,1.00199800791157e-07,0.00320000000062572,1.00000000000808e-08,0.000100000000000404,6.00000128881477,0.0100400001126823,0.100199800961291,9.9135252477123e-09,2.28919379325184e-19,4.78455200959488e-10,9.91352514564833e-09,2.28929376954426e-19,4.78465648667097e-10,9.91352514565119e-09,2.28939376954492e-19,4.7847609862405e-10,319.116374437799,237.206365607487,15.401505303297,10.3186062406209,0.075890379335047,0.275482085325066,2.67966818039262,1.99600798403198e-05,0.00446767051608776,2.67979784857301,9.99001996008032e-06,0.00316069928339922,,,
6.00000002654233,0.0099999999321979,0.0999999996609895,1.80000005338041e-06,1.00500000788722e-14,1.00249688672196e-07,0.0031999999998821,9.99999999998504e-09,9.99999999999252e-05,5.99999895761781,0.0100499999107623,0.10024968783374,1.01764680275006e-08,2.2907944816825e-19,4.78622448458334e-10,1.01764680354101e-08,2.29089448358718e-19,4.78632895190791e-10,1.01764680354039e-08,2.29099448358579e-19,4.78643341496128e-10,327.580506057425,237.372230971866,15.4068890750815,10.4596751009922,0.0759364530481764,0.275565696428595,2.72677748116117,1.99600798403198e-05,0.00446767051608776,2.72695425864233,9.99001996008032e-06,0.00316069928339922,,,
5.99999998830368,0.010000000028891,0.100000000144455,1.80000005339212e-06,1.00600000791423e-14,1.00299551739489e-07,0.0031999999983543,9.99999999979933e-09,9.99999999989966e-05,5.99999918846425,0.0100599999322509,0.100299551007225,1.04872288509692e-08,2.29239521353565e-19,4.78789642070049e-10,1.04872287774258e-08,2.29249519766509e-19,4.78800083298352e-10,1.04872287774396e-08,2.29259519766811e-19,4.78810525956574e-10,337.583894351242,237.538096336844,15.4122709662413,10.6263982394166,0.0759825267632381,0.275649282174357,2.78234374071091,1.99600798403198e-05,0.00446767051608776,2.78257608445163,9.99001996008032e-06,0.00316069928339922,,,
5.99999998560466,0.0100000000345142,0.100000000172571,1.80000005329458e-06,1.00700000789773e-14,1.00349390027928e-07,0.00319999999982283,9.99999999997934e-09,9.99999999998967e-05,5.99999821807823,0.0100699998555347,0.100349388914605,1.08537763704524e-08,2.29399586154089e-19,4.78956768564856e-10,1.085377660941e-08,2.29409591169162e-19,4.78967213041938e-10,1.08537766093962e-08,2.2941959116887e-19,4.78977652055782e-10,349.383069080522,237.703961716879,15.4176509792147,10.8230511507651,0.0760286004699876,0.275732842566836,2.84768547055251,1.99600798403198e-05,0.00446767051608776,2.84798315602307,9.99001996008032e-06,0.00316069928339922,,,
5.99999997497234,0.0100000000577083,0.100000000288542,1.8000000532537e-06,1.00800000790414e-14,1.00399203577725e-07,0.0032000000001101,1.00000000000121e-08,0.00010000000000006,6.00000105659387,0.0100800000828075,0.10039920359648,1.12848093888531e-08,2.29559666226969e-19,4.79123852700916e-10,1.12848092108287e-08,2.29569662569914e-19,4.79134284486003e-10,1.1284809210825e-08,2.2957966256984e-19,4.79144719860127e-10,363.258008507493,237.869827069972,15.4230291146056,11.0543001415578,0.0760746741835175,0.275816377656436,2.92419914282672,1.99600798403198e-05,0.00446767051608776,2.92457334196955,9.99001996008032e-06,0.00316069928339922,,,
6.00000000436728,0.00999999999040174,0.0999999999520087,1.80000005321422e-06,1.00900000791195e-14,1.00448992424611e-07,0.0032000000003266,1.00000000000354e-08,0.000100000000000177,6.00000088463925,0.0100900000667417,0.100448992362998,1.17895383307352e-08,2.29719729996381e-19,4.79290861582381e-10,1.1789538536076e-08,2.29729733976873e-19,4.79301297699968e-10,1.17895385360839e-08,2.29739733977027e-19,4.79311729438189e-10,379.505245493806,238.035692438988,15.4284053757667,11.3250874247253,0.0761207478979078,0.27589988745541,3.01330493983938,1.99600798403198e-05,0.00446767051608776,3.01376824477922,9.99001996008032e-06,0.00316069928339922,,,
6.00000000336888,0.00999999999292795,0.0999999999646397,1.80000005312043e-06,1.01000000790099e-14,1.00498756604298e-07,0.00320000000033157,1.00000000000342e-08,0.000100000000000171,6.00000021652581,0.0101000000156338,0.10049875628899,1.2377333226879e-08,2.29879810638028e-19,4.79457829884994e-10,1.23773329449399e-08,2.29889805374669e-19,4.79468252728654e-10,1.23773329449654e-08,2.29899805375143e-19,4.79478680834866e-10,398.426347520653,238.201557797428,15.4337797637982,11.6404391254174,0.0761668216111662,0.275983371983107,3.11636603911919,1.99600798403198e-05,0.00446767051608776,3.11693240515831,9.99001996008032e-06,0.00316069928339922,,,
5.99999998252002,0.0100000000348457,0.100000000174228,1.80000005312153e-06,1.01100000792228e-14,1.00548496155948e-07,0.00319999999943785,9.99999999994486e-09,9.99999999997243e-05,5.99999761503826,0.0101099998355239,0.100548494944101,1.30571849100394e-08,2.300398793807e-19,4.79624727657676e-10,1.30571847619958e-08,2.30049876781114e-19,4.79635149651393e-10,1.30571847620004e-08,2.30059876781196e-19,4.79645574128643e-10,420.310777493545,238.367423158753,15.4391522810922,12.0051796247026,0.0762128953198694,0.276066831256255,3.23457866718782,1.99600798403198e-05,0.00446767051608776,3.23526324585501,9.99001996008032e-06,0.00316069928339922,,,
5.99999999853189,0.0100000000027334,0.100000000013667,1.80000005291622e-06,1.01200000787825e-14,1.00598211111244e-07,0.0031999999993446,9.99999999993938e-09,9.99999999996969e-05,6.00000061230515,0.0101200000400365,0.100598210918666,1.38369849470525e-08,2.30199947287388e-19,4.79791566502984e-10,1.38369850020862e-08,2.30209948183413e-19,4.79801988515485e-10,1.38369850020826e-08,2.30219948183354e-19,4.79812409367822e-10,445.412547199764,238.533288511974,15.444522929245,12.4235424534167,0.0762589690317308,0.276150265311715,3.36883408783749,1.99600798403198e-05,0.00446767051608776,3.36965292192533,9.99001996008032e-06,0.00316069928339922,,,
5.99999997476767,0.010000000044652,0.10000000022326,1.80000005299441e-06,1.01300000792292e-14,1.00647901514285e-07,0.00320000000041978,1.00000000000366e-08,0.000100000000000183,5.99999791808341,0.0101299998713097,0.10064790048138,1.47226132628528e-08,2.30360024216368e-19,4.799583567523e-10,1.47226129673079e-08,2.30370019586913e-19,4.79968769387044e-10,1.47226129673166e-08,2.30380019587049e-19,4.79979186618596e-10,473.920911416964,238.69915388625,15.4498917111496,12.8986818567059,0.0763050427440844,0.276233674167514,3.51955995457317,1.99600798403198e-05,0.00446767051608776,3.52052951452774,9.99001996008032e-06,0.00316069928339922,,,
5.99999999656611,0.0100000000056516,0.100000000028258,1.80000005298876e-06,1.01400000794195e-14,1.0069756739574e-07,0.00319999999995617,9.9999999999964e-09,9.9999999999982e-05,5.99999790457378,0.0101399998781493,0.10069756639636,1.57168897689754e-08,2.30520091824017e-19,4.80125079353304e-10,1.57168897119369e-08,2.3053009098937e-19,4.80135492324166e-10,1.57168897119272e-08,2.30540090989226e-19,4.80145905938212e-10,505.926679831831,238.865019247378,15.4552586276444,13.4321113306361,0.0763511164582251,0.276317057848815,3.68655668177288,1.99600798403198e-05,0.00446767051608776,3.68769323845466,9.99001996008032e-06,0.00316069928339922,,,
6.00000001060751,0.00999999998366165,0.0999999999183083,1.80000005292889e-06,1.01500000794531e-14,1.00747208792368e-07,0.00319999999871901,9.99999999990288e-09,9.99999999995144e-05,5.99999887519953,0.0101499999386571,0.10074720809361,1.68184989648662e-08,2.30680166676842e-19,4.80291751622742e-10,1.68184986524438e-08,2.30690162391605e-19,4.80302157388039e-10,1.68184986523841e-08,2.30700162390786e-19,4.80312567387931e-10,541.387471646818,239.030884620766,15.4606236814938,14.0231245269371,0.0763971901686109,0.276400416368375,3.86885316627004,1.99600798403198e-05,0.00446767051608776,3.87017201943631,9.99001996008032e-06,0.00316069928339922,,,
6.00000003943111,0.00999999994307691,0.0999999997153845,1.80000005277931e-06,1.01600000792766e-14,1.00796825740083e-07,0.00320000000078828,1.00000000000559e-08,0.000100000000000279,5.99999888359632,0.010159999943045,0.100796825064309,1.8021034158365e-08,2.30840238156733e-19,4.80458362563015e-10,1.80210338188732e-08,2.30850233793946e-19,4.80468764639228e-10,1.80210338188714e-08,2.30860233793924e-19,4.80479171030258e-10,580.097078647092,239.196749981261,15.4659868738229,14.6682846442209,0.0764432638844934,0.276483749765684,4.06461256210936,1.99600798403198e-05,0.00446767051608776,4.06612717467147,9.99001996008032e-06,0.00316069928339922,,,
6.00000000942473,0.00999999998726617,0.0999999999363308,1.80000005266909e-06,1.01700000792124e-14,1.00846418276568e-07,0.00320000000053157,1.00000000000353e-08,0.000100000000000176,5.99999921949943,0.0101699999627948,0.100846417699365,1.93123782485522e-08,2.31000304683574e-19,4.80624910594087e-10,1.93123782916717e-08,2.31010305198905e-19,4.80635314140467e-10,1.93123782916421e-08,2.31020305198551e-19,4.80645716925212e-10,621.665457183983,239.36261533096,15.4713482066354,15.361090953692,0.0764893375956448,0.276567058044961,4.27111923047983,1.99600798403198e-05,0.00446767051608776,4.27284034971031,9.99001996008032e-06,0.00316069928339922,,,
6.00000000567921,0.00999999999283009,0.0999999999641504,1.80000005255846e-06,1.01800000791702e-14,1.00895986437371e-07,0.00319999999965966,9.99999999997881e-09,9.9999999999894e-05,5.99999622246729,0.0101799998318883,0.100895985211941,2.06746182692906e-08,2.31160378332373e-19,4.80791408338765e-10,2.06746181150035e-08,2.31170376604017e-19,4.80801805949205e-10,2.06746181150084e-08,2.31180376604072e-19,4.80812205132182e-10,665.515957089124,239.52848069287,15.4767076826071,16.091932618987,0.076535411308456,0.276650341240447,4.4848695199327,1.99600798403198e-05,0.00446767051608776,4.48680438945263,9.99001996008032e-06,0.00316069928339922,,,
5.99999999297444,0.0100000000082395,0.100000000041197,1.8000000526089e-06,1.0190000079469e-14,1.00945530259982e-07,0.00320000000030493,1.00000000000177e-08,0.000100000000000088,5.99999832781758,0.0101899999304078,0.100945529521658,2.20846412587107e-08,2.31320449298608e-19,4.80957845656569e-10,2.20846411362842e-08,2.31330448006288e-19,4.80968240122243e-10,2.20846411362355e-08,2.31340448005778e-19,4.8097863570618e-10,710.904598178226,239.694346065327,15.4820653036127,16.8484099694134,0.0765814850170217,0.276733599364121,4.70177111374454,1.99600798403198e-05,0.00446767051608776,4.70392288485828,9.99001996008032e-06,0.00316069928339922,,,
6.00000010073996,0.00999999988866566,0.0999999994433283,1.80000005241328e-06,1.02000000792754e-14,1.00995049776093e-07,0.0032000000002512,1.00000000000138e-08,0.000100000000000069,5.99999846352845,0.0101999999400806,0.100995049086976,2.3515452669837e-08,2.31480525797661e-19,4.81124231147903e-10,2.35154520202565e-08,2.31490519403986e-19,4.81134616717594e-10,2.35154520202389e-08,2.31500519403813e-19,4.8114500870716e-10,756.962400523041,239.860211421822,15.4874210707213,17.6160400087457,0.0766275587284909,0.276816832451516,4.91743198450852,1.99600798403198e-05,0.00446767051608776,4.91979941649302,9.99001996008032e-06,0.00316069928339922,,,
5.99999996305447,0.0100000000385282,0.100000000192641,1.80000005242013e-06,1.02100000794634e-14,1.01044545025763e-07,0.00319999999729797,9.99999999986127e-09,9.99999999993063e-05,5.99999700377863,0.0102099998901649,0.101044544089055,2.49380788322198e-08,2.31640595163356e-19,4.81290551707964e-10,2.49380783643643e-08,2.31650590813754e-19,4.81300935812257e-10,2.49380783643912e-08,2.31660590814004e-19,4.81311324211267e-10,802.756742566828,240.026076802517,15.4927749871518,18.3792790420176,0.0766736324413217,0.276900040522427,5.12749756332598,1.99600798403198e-05,0.00446767051608776,5.13007506088931,9.99001996008032e-06,0.00316069928339922,,,
5.99999996616596,0.0100000000334117,0.100000000167059,1.80000005257814e-06,1.02200000799025e-14,1.0109401604399e-07,0.00319999999703944,9.99999999985607e-09,9.99999999992804e-05,5.9999973442109,0.0102199999081097,0.101094015194322,2.63237951333305e-08,2.31800664629921e-19,4.81456814916895e-10,2.63237948604722e-08,2.31810662213931e-19,4.81467197443326e-10,2.63237948604647e-08,2.31820662213864e-19,4.81477582254734e-10,847.36295652844,240.191942150735,15.4981270529937,19.1227159428149,0.0767197061561531,0.276983223600552,5.32798184647864,1.99600798403198e-05,0.00446767051608776,5.33075982832511,9.99001996008032e-06,0.00316069928339922,,,
6.00000002984409,0.00999999997193299,0.099999999859665,1.80000005231122e-06,1.0230000079651e-14,1.01143462861675e-07,0.0031999999998552,9.99999999999331e-09,9.99999999999666e-05,5.99999593534022,0.0102299998666398,0.10114346180866,2.76463079174391e-08,2.31960737313263e-19,4.81623024068891e-10,2.76463074781404e-08,2.31970733622826e-19,4.8163340168932e-10,2.76463074781238e-08,2.31980733622687e-19,4.81643782917092e-10,889.934637700176,240.357807522458,15.5034772719689,19.8322439619312,0.0767657798685195,0.277066381700342,5.51553982311318,1.99600798403198e-05,0.00446767051608776,5.51850536293629,9.99001996008032e-06,0.00316069928339922,,,
6.00000000054064,0.00999999999955307,0.0999999999977654,1.80000005218898e-06,1.02400000796532e-14,1.01192885518959e-07,0.00319999999659609,9.99999999984919e-09,9.9999999999246e-05,5.99999675944617,0.0102399998986603,0.101192884624663,2.88835505716922e-08,2.32120805196545e-19,4.81789170900036e-10,2.88835505502852e-08,2.32130805023056e-19,4.81799548591586e-10,2.88835505502986e-08,2.32140805023164e-19,4.81809926239761e-10,929.761492168058,240.523672876634,15.5088256446655,20.4960248693656,0.0768118535761228,0.277149514840136,5.68764415854717,1.99600798403198e-05,0.00446767051608776,5.69078180270571,9.99001996008032e-06,0.00316069928339922,,,
5.99999994938997,0.0100000000438358,0.100000000219179,1.80000005228894e-06,1.02500000799648e-14,1.01242284051501e-07,0.00320000000592263,1.00000000002525e-08,0.000100000000001262,5.99999779475493,0.0102499999339228,0.101242283330251,3.00188517352211e-08,2.32280872154114e-19,4.81955259494192e-10,3.00188522879921e-08,2.32290876426467e-19,4.81965638221717e-10,3.00188522879731e-08,2.3230087642632e-19,4.81976012293475e-10,966.306855123185,240.689538245747,15.5141721740397,21.1051142523904,0.0768579272916531,0.277232623065275,5.84265252856828,1.99600798403198e-05,0.00446767051608776,5.84594518109685,9.99001996008032e-06,0.00316069928339922,,,
5.99999992471959,0.0100000000630134,0.100000000315067,1.80000005195848e-06,1.02600000796753e-14,1.01291658490101e-07,0.00319999999875607,9.99999999994876e-09,9.99999999997438e-05,6.00000074988663,0.0102600000216227,0.10129165820354,3.10413792944142e-08,2.32440950386138e-19,4.82121302564134e-10,3.10413789510286e-08,2.32450947826294e-19,4.82131670631886e-10,3.10413789510389e-08,2.32460947826371e-19,4.82142041131419e-10,999.221988395958,240.855403604411,15.5195168611787,21.6536998078113,0.0769040010062494,0.277315706382183,5.9797749713626,1.99600798403198e-05,0.00446767051608776,5.98320474633396,9.99001996008032e-06,0.00316069928339922,,,
6.00000003422909,0.00999999997218656,0.0999999998609328,1.80000005183578e-06,1.02700000796773e-14,1.01341008874381e-07,0.00320000000004967,1.0000000000002e-08,0.00010000000000001,5.99999270236407,0.0102699997961649,0.101341007475577,3.19459187933452e-08,2.32601014190323e-19,4.82287273510636e-10,3.1945919485594e-08,2.32611019229701e-19,4.82297645888616e-10,3.19459194855878e-08,2.32621019229656e-19,4.82308012819252e-10,1028.33914819103,241.02126896803,15.5248597084814,22.1389858032566,0.076950074713199,0.277398764801141,6.09896660334479,1.99600798403198e-05,0.00446767051608776,6.10251556994814,9.99001996008032e-06,0.00316069928339922,,,
