Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39
I.postprandial,I.postprandial,I.postprandial,Sb.postprandial,Sb.postprandial,Sb.postprandial,Spa.C,Spa.C,Spa.C,Y.postprandial,Y.postprandial,Y.postprandial,Gb.postprandial,Gb.postprandial,Gb.postprandial,G.postprandial,G.postprandial,G.postprandial,DG.postprandial,DG.postprandial,DG.postprandial,G.C,G.C,G.C,Gcell.C,Gcell.C,Gcell.C,DGd.postprandial,DGd.postprandial,DGd.postprandial,S.postprandial,S.postprandial,S.postprandial,DGd.C,DGd.C,DGd.C,DGd.obs,DGd.obs,DGd.obs
25.0000000005377,0.00999999999999983,0.0999999999999991,34.0000000004298,0.00999999999999982,0.0999999999999991,34,0.01,0.1,1.29545583182286e-09,0.00999999999984411,0.0999999999992206,5.10019855737596,0.999975680879551,0.999987840365847,5.09999785016411,0.00999999739223344,0.0999999869611664,-0.000200708073201768,1.01007518725126,1.00502496847156,5.09999785016415,0.0100999973922335,0.100498743237085,2.54999892508207,0.00262499934805838,0.0512347474674988,0.0462325744872543,1.96078431362519e-06,0.00140028008399219,34.0000000004342,0.0100999999999998,0.100498756211208,0.0466949004473041,9.90196078406297e-07,0.000995085965334803,,,
32.2000000004581,0.0069639999999994,0.0834505841800966,34.00000001053,0.0100000000029715,0.100000000014858,34,0.01,0.1,-0.000602122909156916,9.10018567847158,3.01665140154967,5.10020054730248,1.00997519230234,1.00497521974541,5.14755440189795,0.010126573749446,0.100630878707512,0.0473538546281871,1.02018126501903,1.01004022940625,5.14755440196934,0.0102265737494162,0.101126523471423,2.57377720098467,0.00265664343735405,0.0515426370818767,0.0558673635899549,1.9607843133295e-06,0.00140028008388661,89.8668053643846,11.0710751776386,3.32732252383783,0.0564260308399776,9.9019596245969e-07,0.000995085907075208,,,
78.3334092157427,7.08586321502427,2.66192847669209,34.0000000658059,0.0100000000192322,0.100000000096161,34,0.01,0.1,0.141477018916587,35.3782987690203,5.94796593542871,5.10020252510262,1.01997469997808,1.00993796838127,5.20336423804345,0.0102534619170032,0.101259379402617,0.103161713242076,1.03028742604611,1.01503075128102,5.20336423896556,0.0103534619183889,0.101751962724995,2.60168211948278,0.00268836547959722,0.0518494501378483,0.0673554712030457,1.9607843133295e-06,0.00140028008388661,101.496798602906,37.3491274564492,6.11139325002484,0.0680290316193049,9.90196162052968e-07,0.000995086007364674,,,
96.864244207593,28.7737578864522,5.36411762421856,34.000000435609,0.0100000001280156,0.100000000640078,34,0.01,0.1,0.446722057996558,77.4759997214281,8.80204520105573,5.10020448466666,1.02997420575712,1.0148764485183,5.26150414626543,0.0103707111559371,0.101836688653634,0.161299663105938,1.03942374598702,1.01952133179597,5.26150414626587,0.0104707111553474,0.102326492929971,2.63075207313292,0.00271767778883683,0.0521313513045349,0.0809818661272552,1.9607843133295e-06,0.00140028008388661,115.429026524051,79.4471829110567,8.91331492269047,0.0817915587583883,9.90194544058165e-07,0.000995085194371901,,,
111.715714900307,66.7451738496284,8.16977195823901,34.0000011129274,0.0100000003271951,0.100000001635975,34,0.01,0.1,0.917213624615217,134.082962576095,11.5794197858137,5.10020640964271,1.0399737120054,1.01979101388736,5.32963579548821,0.0104786783222839,0.102365415655308,0.22942937985942,1.04741661654134,1.02343373822703,5.32963579823921,0.0105786783270382,0.102852702089144,2.66481789911961,0.00274466958175955,0.0523895942125872,0.0970421831885199,1.9607843133295e-06,0.00140028008388661,131.959773780517,136.054263618981,11.6642300911368,0.098012623247061,9.90196261219018e-07,0.000995086057192552,,,
127.910661698124,119.698345437666,10.9406739023547,33.9999987011561,0.00999999961789437,0.0999999980894718,34,0.01,0.1,1.57796944320391,203.937706104903,14.2806759680662,5.10020830835093,1.04997321916948,1.02468200880541,5.41094126848328,0.0105808386946915,0.102863203793638,0.310732959730938,1.05425219656749,1.02676783966362,5.41094126954048,0.0106808386953632,0.103348143163596,2.70547063477023,0.0027702096738408,0.0526327813614367,0.115825925569891,1.9607843133295e-06,0.00140028008388661,151.403329286485,205.907824941959,14.3494886648256,0.116984098299091,9.90195342145308e-07,0.0009950855953863,,,
146.705264425215,186.265243567957,13.647902533648,34.0000020701089,0.0100000006088251,0.100000003044125,34,0.01,0.1,2.46285912116392,285.826901564104,16.906415988142,5.10021014732043,1.05997272979817,1.02954977043277,5.50789150051997,0.0106827501450246,0.103357390374489,0.407681351810558,1.05994998029861,1.02953872209772,5.50789150318766,0.0107827501488195,0.103840021903019,2.75394575159384,0.00279568753720488,0.0528742615759774,0.137590942293233,1.9607843133295e-06,0.00140028008388661,174.054507962574,287.799024323515,16.9646404124436,0.138966623911963,9.90194449648316e-07,0.000995085146933827,,,
168.584139540978,265.183323724971,16.2844503660692,34.000000199644,0.0100000000584732,0.100000000292366,34,0.01,0.1,3.61198817518244,378.585421348498,19.4572716830623,5.10021192003984,1.06997224616433,1.03439462786904,5.62296707684953,0.0107916848626893,0.103883034527729,0.522755154044385,1.06453743566208,1.0317642345333,5.62296708262884,0.0108916848724835,0.10436323525305,2.81148354131442,0.00282292121812088,0.0531311699299091,0.162527378320844,1.9607843133295e-06,0.00140028008388661,200.13699935916,380.552062633116,19.5077436581763,0.164153215144394,9.90199480456196e-07,0.000995087674758459,,,
193.828320163184,355.264344235077,18.8484573436416,34.0000016685126,0.0100000004909342,0.100000002454671,34,0.01,0.1,5.07187652726555,481.097345587491,21.9339313755535,5.10021362910333,1.07997176582746,1.03921690027995,5.75874486662649,0.010916426165283,0.10448170253821,0.658531247129158,1.06804481144013,1.03346253509265,5.7587448755275,0.0110164261824428,0.104959164356633,2.87937243776375,0.0028541065456107,0.0534238387390002,0.190710126127214,1.9607843133295e-06,0.00140028008388661,229.78175614677,483.067543423126,21.9787975882014,0.192614529436561,9.9018220007641e-07,0.000995078991877735,,,
