Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39
I.postprandial,I.postprandial,I.postprandial,Sb.postprandial,Sb.postprandial,Sb.postprandial,Spa.C,Spa.C,Spa.C,Y.postprandial,Y.postprandial,Y.postprandial,Gb.postprandial,Gb.postprandial,Gb.postprandial,G.postprandial,G.postprandial,G.postprandial,DG.postprandial,DG.postprandial,DG.postprandial,G.C,G.C,G.C,Gcell.C,Gcell.C,Gcell.C,DGd.postprandial,DGd.postprandial,DGd.postprandial,S.postprandial,S.postprandial,S.postprandial,DGd.C,DGd.C,DGd.C,DGd.obs,DGd.obs,DGd.obs
25.0000000008324,0.00999999999999977,0.0999999999999989,34.0000000003773,0.01,0.1,34,0.01,0.1,2.29616695427795e-09,0.00999999999994197,0.0999999999997099,5.10025126947214,0.999968013501517,0.999984006622864,5.09999668141985,0.00999999640493772,0.099999982024687,-0.000254587519450876,1.01006739934661,1.00502109398092,5.09999668141983,0.0100999964049377,0.100498738325104,2.54999834070992,0.00262499910123442,0.0512347450587433,0.0462325742563348,1.96078431358729e-06,0.00140028008397866,34.0000000003812,0.0101,0.100498756211209,0.0466949003318443,9.90196078396823e-07,0.000995085965330043,,,
15.3612000001805,0.002161644724,0.046493491200382,34.0000000686973,0.0100000000201011,0.100000000100506,34,0.01,0.1,-0.00152752295634825,36.3715514222049,6.03088313783354,5.10025379994021,1.0099673710542,1.0049713284737,5.1501794706235,0.0101229684191103,0.100612963474446,0.0499256708422505,1.01818978059537,1.00905390371147,5.1501794698938,0.0102229684175387,0.101108696053004,2.5750897349469,0.00265574210438467,0.0515338927734425,0.0558673633497485,1.96078431338084e-06,0.00140028008390494,89.8659626929889,38.3424892036711,6.1921312327559,0.0564260531605379,9.90196362192728e-07,0.00099508610792872,,,
40.601384685103,7.8266820902266,2.79762079099841,34.0000009500042,0.010000000279302,0.10000000139651,34,0.01,0.1,0.298104752815758,138.49428361789,11.7683594276301,5.10025632661698,1.01996672536416,1.0099340203024,5.21245693402009,0.0102481979632653,0.101233383640306,0.112200607579698,1.02629241796904,1.01306091523118,5.21245693458119,0.0103481979641815,0.101726092838473,2.60622846729059,0.00268704949104538,0.0518367581070169,0.067355470961848,1.96078431338084e-06,0.00140028008390494,101.6528785031,140.464206947704,11.8517596561736,0.0680290933388422,9.90197063636486e-07,0.000995086460382457,,,
45.9270850458035,28.6723054066649,5.3546526877721,33.9999975556122,0.00999999928100156,0.0999999964050077,34,0.01,0.1,0.956405679129822,297.00579294664,17.2338560092232,5.10025884302919,1.02996608099372,1.01487244567666,5.27997473892309,0.0103662337141881,0.101814702838972,0.17971589893841,1.03301048782512,1.0163712352409,5.27997473845205,0.0104662337129459,0.102304612373763,2.63998736922604,0.00271655842823649,0.0521206142350269,0.0809818658852686,1.96078431338084e-06,0.00140028008390494,115.936295627125,298.971353419313,17.2907881086812,0.0817915608464297,9.90194590064142e-07,0.000995085217488503,,,
52.380910345193,61.0281405997306,7.81205098547946,33.9999957622591,0.00999999875358751,0.0999999937679373,34,0.01,0.1,1.98678552459249,503.411625841962,22.436836359923,5.10026133029704,1.03996544124233,1.01978695875282,5.35985503411546,0.0104844911098646,0.102393804059936,0.259593704351872,1.03840560320938,1.01902188553994,5.35985503568216,0.0105844911126987,0.102880956025392,2.67992751784108,0.00274612277817466,0.0524034615094715,0.0970421829459732,1.96078431338084e-06,0.00140028008390494,133.029646371667,505.386268425138,22.480797771101,0.0980130598162226,9.90200688228743e-07,0.000995088281625677,,,
60.1025318141754,103.160731947127,10.156807172883,34.0000011858811,0.010000000348759,0.100000001743795,34,0.01,0.1,3.44596916912655,750.05274549521,27.3870908549121,5.1002637866499,1.04996480810523,1.02467790456574,5.45426207224005,0.010612015900392,0.103014639252836,0.353998289340058,1.04253829507092,1.0210476458378,5.45426207261724,0.010712015900704,0.103498869079348,2.72713103630863,0.00277800397517601,0.0527067735227268,0.115825925326918,1.96078431338084e-06,0.00140028008390494,153.276082385999,752.033175443238,27.4232232869012,0.116982669997508,9.90183245385461e-07,0.000995079517116829,,,
69.247852367539,153.502490487,12.3896122008318,34.0000045289995,0.0100000013312261,0.10000000665613,34,0.01,0.1,5.39563480034718,1029.91763767467,32.0923298885368,5.10026617860085,1.05996418729726,1.02954562176586,5.56561685638873,0.0107595489990362,0.103728245907449,0.46535067399513,1.04546913792915,1.02248185212704,5.56561685532481,0.0108595489983377,0.104209159858132,2.7828084276624,0.00281488724958441,0.0530555110199158,0.137590942050069,1.96078431338084e-06,0.00140028008390494,176.988816008141,1031.92485690319,32.1235872359111,0.138965265109611,9.90184789735704e-07,0.00099508029310991,,,
79.9630850783947,210.638727689055,14.5133982129981,34.0000004252475,0.010000000125204,0.10000000062602,34,0.01,0.1,7.9208904768629,1336.94120330712,36.5642065865939,5.10026849308727,1.06996358759062,1.03439044252672,5.6965616829708,0.0109392010024658,0.104590635347845,0.596293176693872,1.04725846618354,1.02335647072931,5.69656168798405,0.0110392010201384,0.105067602143279,2.84828084399201,0.00285980025503459,0.0534771002863337,0.162527378077825,1.96078431338084e-06,0.00140028008390494,204.422135625518,1338.71539010897,36.5884597941615,0.16415025558044,9.90181592790407e-07,0.000995078686733068,,,
92.3689315332297,273.295597312304,16.5316544033652,34.0000027659785,0.0100000008134194,0.100000004067097,34,0.01,0.1,11.1004065201198,1665.31520500824,40.8082737322744,5.10027072503317,1.0799629956909,1.0392126806823,5.84989508221202,0.0111641606581199,0.105660591793345,0.749624339901154,1.04796612144536,1.0237021644235,5.84989506748518,0.0112641606521724,0.106132750139495,2.92494753374259,0.0029160401630431,0.0540003718787482,0.190710125884595,1.96078431338084e-06,0.00140028008390494,235.826570769505,1667.38064951989,40.8335725784542,0.192614797862389,9.90183599513637e-07,0.00099507969505645,,,
