2.0999999999999996	0.0	5.0	0.0
2.3999999999999995	0.1	5.5	0.2
2.6999999999999997	0.2	6.0	0.4
2.9999999999999996	0.30000000000000004	6.5	0.6000000000000001
3.3	0.4	7.0	0.8
3.5999999999999996	0.5	7.5	1.0
3.8999999999999995	0.6000000000000001	8.0	1.2000000000000002
4.199999999999999	0.7000000000000001	8.5	1.4000000000000001
4.5	0.8	9.0	1.6
4.799999999999999	0.9	9.5	1.8
5.1	1.0	10.0	2.0
5.3999999999999995	1.1	10.5	2.2
5.699999999999999	1.2	11.0	2.4
6.0	1.3	11.5	2.6
6.3	1.4	12.0	2.8
6.6	1.5	12.5	3.0
6.8999999999999995	1.6	13.0	3.2
7.199999999999999	1.7000000000000002	13.5	3.4000000000000004
7.5	1.8	14.0	3.6
7.799999999999999	1.9	14.5	3.8
8.1	2.0	15.0	4.0
