INPUT_kt_mu,INPUT_kt_cov,Gb.postprandial_mu,Gb.postprandial_sigma2,Gb.postprandial_sigma,G.postprandial_mu,G.postprandial_sigma2,G.postprandial_sigma,G.exocytosis_mu,G.exocytosis_sigma2,G.exocytosis_sigma,S.postprandial_mu,S.postprandial_sigma2,S.postprandial_sigma,Spa.pancreas_mu,Spa.pancreas_sigma2,Spa.pancreas_sigma,Sis.pancreas_mu,Sis.pancreas_sigma2,Sis.pancreas_sigma,Scell.pancreas_mu,Scell.pancreas_sigma2,Scell.pancreas_sigma,S.exocytosis_mu,S.exocytosis_sigma2,S.exocytosis_sigma
10,0.119,5.07095455995874,0.0913213061720575,0.302194153107001,5.10108769123516,0.0203571234939829,0.142678391825752,2.55055090960151,0.00528953665075948,0.0727292008120499,-17.6852629015075,113.743164046685,10.6650440246014,27.3863853106354,19.2988423490702,4.39304476975482,8.55825238583872e-06,1.884645880021e-12,1.37282405282724e-06,7.51350555817264e-09,1.44489468245661e-18,1.2020377208959e-09,9.31965299046288e-09,3.95941081854665e-21,6.29238493621191e-11
10,0.141,5.07087719080546,0.0913533022577308,0.302247088088092,5.10116746855355,0.0203644245732373,0.142703975323876,2.55055101544804,0.00529132635217794,0.0727415036425419,6.89093800999529,83.0233891522805,9.11171713522103,25.7975392854335,18.1810154397155,4.26392019621797,8.06174017040234e-06,1.77548405080996e-12,1.33247290809606e-06,7.07991516492438e-09,1.36164887063707e-18,1.16689711227557e-09,9.3196509297971e-09,4.65518075483164e-21,6.82288850475489e-11
10,0.166,5.07094045863177,0.091389502694469,0.302306967657825,5.10108521387927,0.0203723786818012,0.142731841863689,2.55055104388628,0.00529335304495929,0.0727554330958128,13.1966635710172,86.0759729557455,9.27771377849874,34.3682698079605,24.223323711938,4.92171958891788,1.07400817649483e-05,2.36554806738202e-12,1.53803383167667e-06,9.41883375534755e-09,1.81163468519575e-18,1.34596979356736e-09,9.31964861944469e-09,5.43298312161424e-21,7.37087723518323e-11
10,0.192,5.0709240754258,0.0914270300696849,0.302369029613955,5.10109148162489,0.020380790254509,0.142761305172337,2.55055102124271,0.00529545286983739,0.0727698623733575,76.0513920937484,92.5776823685108,9.62172969733149,41.7791591127044,29.4503620876628,5.42681878153885,1.30559745629913e-05,2.87599657967808e-12,1.69587634563316e-06,1.14412382839071e-08,2.20090668024878e-18,1.48354530778429e-09,9.31964624890079e-09,6.22780343333985e-21,7.89164332274327e-11
10,0.221,5.07085870055474,0.0914687768286617,0.302438054531274,5.10107952969552,0.0203900971696231,0.142793897522349,2.55055098602694,0.00529778712754694,0.0727858992356826,27.5298429815491,79.8505731739167,8.93591479222562,32.5249852938519,22.929569364566,4.7884829919888,1.01640578691361e-05,2.23920597711951e-12,1.49639766677161e-06,8.91580846484131e-09,1.71528938647577e-18,1.30969056898024e-09,9.31964357806951e-09,7.09788940914795e-21,8.42489727483246e-11
10,0.251,5.07083967505671,0.0915119723826307,0.302509458335819,5.10107000568827,0.0203997039477095,0.142827532176781,2.55055105069017,0.00530019477337724,0.0728024365895623,51.0608729860222,110.85427642727,10.528735746863,25.3457969710589,17.8707895774862,4.22738566699163,7.92057130859903e-06,1.74518882783759e-12,1.32105595181945e-06,6.95663235557332e-09,1.3385510985643e-18,1.15695769091367e-09,9.31964089145776e-09,7.98030496737956e-21,8.93325526747085e-11
10,0.283,5.0708848186204,0.0915576129415812,0.3025848855141,5.10111767648211,0.0204100295490331,0.14286367470086,2.55055105634312,0.00530274762646717,0.0728199672237442,36.7295460567847,91.824043482554,9.58248628919207,30.703171647493,21.6510760197528,4.65307167575923,9.5947435884461e-06,2.11435420602509e-12,1.45408191173162e-06,8.41864141175171e-09,1.62008062795965e-18,1.27282387939559e-09,9.31963805164427e-09,8.90239792308318e-21,9.43525194315614e-11
10,0.318,5.07086915847502,0.0916073241509546,0.302667018604529,5.1011379850102,0.0204212018477532,0.142902770609086,2.55055109985376,0.0053055270810602,0.0728390491498907,11.6653774760218,86.0693932201851,9.27735917274874,39.060793434688,27.5489699702852,5.24871126756704,1.22064890025315e-05,2.69031538975949e-12,1.64021809213272e-06,1.06994104215529e-08,2.05931545627257e-18,1.43503151751889e-09,9.31963502393735e-09,9.88909509062365e-21,9.94439293804486e-11
10,0.354,5.07094513874516,0.0916585135024487,0.302751570602778,5.10105554957122,0.020432383733576,0.142941889359194,2.55055121675974,0.00530837776275083,0.0728586148835594,12.0695172033441,99.6417682031556,9.98207234010832,39.762184500663,28.0467540679122,5.29591862361122,1.24256727554945e-05,2.73892669645597e-12,1.65497030077762e-06,1.08908191109388e-08,2.0963888768689e-18,1.44789118267531e-09,9.31963183929188e-09,1.08810491990689e-20,1.04312267730449e-10
10,0.392,5.0708830761751,0.0917121052243648,0.302840065421279,5.10111751998299,0.0204445162996234,0.142984321866502,2.55055120653606,0.00531136855391989,0.0728791366161805,49.4257196720369,83.1559198632205,9.1189867783225,26.9762186317416,19.0305833466926,4.36240568341512,8.43007585038301e-06,1.85844895850834e-12,1.36324941170291e-06,7.40156512410313e-09,1.42493086382806e-18,1.19370468032427e-09,9.31962865203316e-09,1.19038456241704e-20,1.09104746112029e-10
10,0.432,5.07081042738915,0.0917683103915654,0.302932847990384,5.10104046909802,0.0204568274278493,0.143027366010317,2.5505512568734,0.00531450169541931,0.0729006289096282,19.6544731600481,67.3123376273394,8.20440964526634,29.7853224978352,21.0148007751897,4.58419030747958,9.30791697873493e-06,2.05221850329934e-12,1.43255663179483e-06,8.16816141204387e-09,1.57270287577095e-18,1.2540745096568e-09,9.31962534857376e-09,1.2954609912301e-20,1.13818319756975e-10
10,0.474,5.07086971044993,0.0918270412499514,0.303029769577102,5.10110114888589,0.0204700977313163,0.143073749273989,2.55055125796877,0.00531777516919709,0.0729230770689025,24.1078517398008,82.852193849722,9.10231804815246,30.2562373992969,21.3508624644094,4.62069934797855,9.4550772433653e-06,2.0850367446263e-12,1.44396563138681e-06,8.29667246261693e-09,1.59773292003561e-18,1.2640146043601e-09,9.31962184946271e-09,1.403052842303e-20,1.18450531543889e-10
10,0.519,5.07084033180844,0.091889670128176,0.303133089794196,5.10114936374957,0.0204841964069934,0.143123011451665,2.55055120484363,0.00532126370203322,0.0729469924125266,39.9693416708172,90.0601368509322,9.4900019415663,31.3435282959353,22.1217500761769,4.70337645486483,9.79485416669133e-06,2.16031808455867e-12,1.46980205625066e-06,8.59339134879283e-09,1.65514578474538e-18,1.28652469262948e-09,9.31961815253666e-09,1.5153492284573e-20,1.23099521869799e-10
10,0.565,5.070861248438,0.0919533706258486,0.303238141772846,5.10111555752065,0.0204982821792957,0.143172211616975,2.55055130475019,0.00532481054210678,0.0729712994409911,28.8034222826216,88.411385694653,9.40273288436149,38.1474858897108,26.9274371323664,5.1891653598981,1.19210816455152e-05,2.62961937204316e-12,1.62161011714998e-06,1.0450177684901e-08,2.01304325202794e-18,1.41881755417247e-09,9.31961449866167e-09,1.6270936796397e-20,1.2755758227717e-10
10,0.613,5.07084219384989,0.0920195152733628,0.30334718603172,5.10110746878165,0.0205129781497521,0.143223525126817,2.55055137098186,0.00532849088060946,0.0729965127975951,27.5828225129702,69.6173404872841,8.34370064703211,27.3312686458533,19.2976876751021,4.3929133470969,8.54102848993732e-06,1.88453315213521e-12,1.37278299528192e-06,7.4984523593439e-09,1.44483407224608e-18,1.20201250918869e-09,9.31961087736844e-09,1.74055957341651e-20,1.3193026845332e-10
10,0.663,5.07088379517838,0.0920881172209981,0.303460239934325,5.1011437548581,0.0205283526352758,0.14327718811896,2.55055134875487,0.00533230510278779,0.073022634181381,35.4896400000631,93.6810136541717,9.67889527033802,29.1576572823675,20.5893601136051,4.53755001224285,9.1117724511808e-06,2.01067194109467e-12,1.41798164342655e-06,7.99686989152679e-09,1.54103075888627e-18,1.24138259971947e-09,9.31960688339955e-09,1.85550231610699e-20,1.36216824074965e-10
10,0.715,5.07087292862032,0.0921590733578035,0.303577129174455,5.10109891939789,0.02054397531939,0.143331696841243,2.55055141332571,0.0053362469429005,0.0730496197313888,28.4177262710942,81.8231061466852,9.04561253573716,25.7276770623826,18.1693283757139,4.26254951592517,8.03990830154244e-06,1.77434277785978e-12,1.33204458553751e-06,7.06083236500351e-09,1.36080361850483e-18,1.16653487667743e-09,9.31960290589117e-09,1.97168871914625e-20,1.40416833718264e-10
10,0.769,5.07086723846904,0.0922323097609605,0.303697727619027,5.10114402164303,0.0205604029411391,0.143388991701383,2.55055147528562,0.00534031663893976,0.0730774701186334,33.9486847482925,88.7169638671439,9.41896830163176,36.6116954744161,25.8621593606608,5.08548516472724,1.14411492369235e-05,2.52558926258062e-12,1.5892102638042e-06,1.0031066706902e-08,1.93372093752305e-18,1.3905829488107e-09,9.31959890821278e-09,2.08889730706495e-20,1.44530180483695e-10
10,0.824,5.0708954067976,0.0923065742186672,0.303819970078774,5.10109930618566,0.0205767417212598,0.143445954007981,2.55055150241566,0.00534443877159043,0.0731056685325456,39.3725186019773,113.760234006186,10.6658442706701,33.8184197697317,23.8919386844086,4.88793808107352,1.05682543815572e-05,2.33318657853813e-12,1.52747719411392e-06,9.26878532622821e-09,1.78699329043929e-18,1.33678468364927e-09,9.31959485356476e-09,2.20484165406842e-20,1.48487092168593e-10
10,0.882,5.07085462501325,0.0923844589468914,0.30394811884085,5.10113843308214,0.0205941559315962,0.143506640722986,2.55055158071465,0.00534875886144376,0.0731352094510145,25.7041942622945,84.3880620575082,9.18629751627435,47.4276420726556,33.5133336747616,5.78907019086498,1.48211178312695e-05,3.27276775399042e-12,1.80907925586206e-06,1.29827316603079e-08,2.50354026612262e-18,1.58225796446806e-09,9.31959066151206e-09,2.32354041720737e-20,1.52431637700556e-10
10,0.942,5.07086540342103,0.0924646934918751,0.304080077433355,5.10118841540817,0.0206121095212545,0.143569180262529,2.55055163158344,0.00535320387373126,0.0731655921436522,50.2477148235429,98.5070302101459,9.92507079119065,35.1956154370778,24.8714291632308,4.98712634321919,1.09986261539494e-05,2.42883911774778e-12,1.55847332917435e-06,9.64462172081577e-09,1.85994402681686e-18,1.36379764877963e-09,9.31958652034412e-09,2.44266926481871e-20,1.56290411248378e-10
10,1,5.07087920461584,0.0925417225919152,0.304206710300603,5.10111935277606,0.020628946426769,0.143627805200696,2.55055161376193,0.00535747255539866,0.0731947577043511,42.3593046502873,101.772789959492,10.0882500940199,35.8278023304904,25.3255358348893,5.03244829430858,1.11961836999237e-05,2.47318509273769e-12,1.57263635107983e-06,9.81714577492393e-09,1.89376810379922e-18,1.37614247220236e-09,9.3195823129266e-09,2.55446340636254e-20,1.59826887799348e-10
10,1.068,5.07088818728336,0.0926316250826165,0.304354439893057,5.10112789085597,0.0206488788181761,0.143697177488551,2.55055185894155,0.00536244825501117,0.0732287392695734,39.0109581161126,91.1518916389946,9.54734997991561,44.9853263744538,31.8012242162593,5.63925741709485,1.40578975073872e-05,3.10557103227562e-12,1.76226304287289e-06,1.23162332152698e-08,2.37604165650821e-18,1.54144142169212e-09,9.31957781322124e-09,2.68153973409122e-20,1.63754075799389e-10
10,1.133,5.07085822616423,0.0927170455827313,0.304494738185623,5.10112546458232,0.0206677692500685,0.143762892465575,2.55055190181191,0.00536717305985639,0.0732609927577861,27.0418837128973,63.441770092926,7.96503421793817,36.6135243118012,25.8881920789956,5.08804403272963,1.14417207506806e-05,2.52813151894883e-12,1.59000991158823e-06,1.00315706848932e-08,1.93567626292504e-18,1.39128583077851e-09,9.31957352956099e-09,2.79919122651353e-20,1.673078368312e-10
10,1.201,5.07087011093821,0.0928058927079522,0.304640595961786,5.10109128498073,0.0206873001487724,0.143830803893924,2.55055190764778,0.00537208658263332,0.0732945194583696,39.4520350454456,101.702285355367,10.0847550964496,23.2873592096601,16.4691073869809,4.05821480296212,7.27731227852552e-06,1.60830703874733e-12,1.26819045838838e-06,6.39485793992743e-09,1.23419767463096e-18,1.11094449664731e-09,9.31956892257029e-09,2.91849287366582e-20,1.70835970265803e-10
10,1.27,5.07086989349924,0.09289556006203,0.304787729513558,5.10111415119166,0.0207071959480277,0.143899951174515,2.55055189638317,0.00537703998217324,0.0733283027362098,55.6006379230883,146.095236485174,12.0869862449319,28.2035435260051,19.9459726906632,4.46609143330756,8.81361319147188e-06,1.94784171135678e-12,1.39565099912435e-06,7.73648490685751e-09,1.49313569809365e-18,1.22193931849894e-09,9.31956466055055e-09,3.03580757599421e-20,1.74235690258747e-10
10,1.342,5.07086799456779,0.0929885435921928,0.304940229540467,5.10105716140742,0.020727532975276,0.143970597606859,2.55055216937641,0.00538217631577193,0.0733633172353318,44.8717216322815,104.883381697476,10.2412587945758,29.2173950001738,20.6679491504216,4.54620161788075,9.13044039810771e-06,2.01834661557136e-12,1.42068526267128e-06,8.01316472839122e-09,1.54690779569809e-18,1.2437474806801e-09,9.31956016565576e-09,3.15442048005802e-20,1.77606882751148e-10
10,1.416,5.07089538436391,0.0930836659002919,0.305096158448926,5.10109058026556,0.0207486465963192,0.144043905099519,2.55055218517544,0.00538742454408501,0.0733990772699835,36.9453327044858,92.2435877681065,9.60435254288942,35.2085244313214,24.9126997364701,4.99126233897499,1.10026602014999e-05,2.43286943927067e-12,1.55976582834433e-06,9.64814829430234e-09,1.86303896505902e-18,1.3649318536319e-09,9.31955558880798e-09,3.2725005302762e-20,1.80900539807824e-10
10,1.491,5.07087158325568,0.0931796437249372,0.30525340903082,5.10113066944094,0.0207699400913613,0.144117799356503,2.55055224887124,0.00539271079797587,0.0734350787973695,36.5351893847273,95.6380552798626,9.77947111452673,30.2000743458394,21.3701464938946,4.62278557732181,9.43752635700953e-06,2.0869199845443e-12,1.44461759110995e-06,8.28133758936694e-09,1.59920862213307e-18,1.2645982058081e-09,9.31955085802932e-09,3.38843273983078e-20,1.84076960530936e-10
10,1.568,5.07088410687473,0.0932773239552895,0.305413365711603,5.10112756814393,0.020791482618729,0.144192519288377,2.55055226700513,0.0053980993641912,0.0734717589566985,41.2865368865638,110.406906944173,10.5074691026989,35.9278068289397,25.425367478824,5.04235733351218,1.12274349750397e-05,2.48293421638002e-12,1.57573291403715e-06,9.84444238394371e-09,1.9012224149087e-18,1.37884822040307e-09,9.31954637436208e-09,3.5037497640855e-20,1.87183059171644e-10
10,1.648,5.07088483569722,0.0933783832894083,0.30557876773331,5.10115836531176,0.0208138614171521,0.144270098832544,2.55055244812415,0.0054036652734052,0.0735096270797588,31.1148261188902,78.536062315576,8.86205745386341,33.1204931898046,23.4470125373369,4.84221153372474,1.03501532769046e-05,2.28973717864019e-12,1.51318775392884e-06,9.07832312894463e-09,1.75388987605219e-18,1.32434507438665e-09,9.31954200669021e-09,3.61979998784965e-20,1.90257719629182e-10
10,1.729,5.07089497331938,0.0934802983389271,0.305745479670472,5.1011569716973,0.0208362702152988,0.144347740596446,2.55055247468697,0.0054092686910802,0.0735477306997313,32.0836057911845,80.9906843880913,8.99948245112414,41.6881589200065,29.5133419817976,5.43261833573808,1.30275371818091e-05,2.88214701457066e-12,1.69768872723201e-06,1.14164531634358e-08,2.20568196219146e-18,1.48515385135395e-09,9.31953733289974e-09,3.73361198546098e-20,1.93225567290175e-10
10,1.813,5.07088132903739,0.0935851886974274,0.30591696372942,5.10109505782871,0.0208591160055794,0.144426853478082,2.55055270709503,0.00541503879096638,0.0735869471507439,23.4980198031796,63.9248134878901,7.99529946205207,32.4104759351113,22.9469317215869,4.79029557768483,1.01282738496013e-05,2.24090158838371e-12,1.49696412394677e-06,8.88455832604986e-09,1.71664804084243e-18,1.31020915919651e-09,9.31953222814563e-09,3.84793615199611e-20,1.96161569936522e-10
10,1.898,5.07088637459619,0.0936908957751815,0.306089685836001,5.10104111990555,0.0208821340623628,0.144506519099876,2.55055269555108,0.00542084480760898,0.0736263866260526,42.7631757815278,115.132294339788,10.729971777213,33.759024030483,23.9072703702842,4.88950614789308,1.0549693298391e-05,2.33468384896557e-12,1.5279672277132e-06,9.25257978553744e-09,1.78817317636548e-18,1.33722592570047e-09,9.31952804689641e-09,3.95999675939563e-20,1.98997405998059e-10
10,1.985,5.07089330652673,0.093798321828491,0.306265116897911,5.10108043614741,0.0209058936521504,0.14458870513339,2.55055287678083,0.00542674773614042,0.0736664627638685,30.3422408962724,78.637971467638,8.86780533546142,32.5137290028595,23.0335935088281,4.79933261077289,1.01605402933638e-05,2.24936459151182e-12,1.49978818221501e-06,8.91273624533268e-09,1.72311120981729e-18,1.31267330658366e-09,9.31952342352163e-09,4.07112749106061e-20,2.01770351911786e-10
10,2.074,5.07088512942426,0.0939077647644365,0.306443738334521,5.1011165968191,0.0209300444782296,0.14467219663166,2.55055305639278,0.00543275120977016,0.0737071991719273,31.5039787076795,81.9130341861168,9.05058198052019,33.1694965349654,23.4962021542447,4.84728812370842,1.03654667574481e-05,2.29454082287943e-12,1.5147741821405e-06,9.09169676027708e-09,1.75756290700827e-18,1.32573108397151e-09,9.31951855641292e-09,4.18128673771204e-20,2.04481948780621e-10
10,2.165,5.07088494403464,0.0940190032182586,0.306625183600856,5.10112243848001,0.0209544663157377,0.144756576070788,2.55055325951632,0.00543885131413865,0.0737485682175502,44.9128103804197,109.11859176342,10.445984480336,28.2694833047349,20.0308709759759,4.47558610418523,8.83421927192083e-06,1.95613251972803e-12,1.39861807500405e-06,7.75447059368458e-09,1.49948398721659e-18,1.22453419193446e-09,9.31951389794391e-09,4.29043902091275e-20,2.07133749565655e-10
10,2.259,5.07088552576033,0.0941333935544356,0.306811658113631,5.10109059775309,0.0209794012253784,0.144842677500032,2.55055326468294,0.0054451154768077,0.0737910257199864,33.829369378234,84.3400526880936,9.18368404770621,39.0831687920286,27.6970555162277,5.2627992091878,1.22134813127854e-05,2.70477685481466e-12,1.64462058080721e-06,1.07055545122126e-08,2.07043211453156e-18,1.43889961933818e-09,9.31950915551999e-09,4.39969868040474e-20,2.09754587087023e-10
10,2.354,5.07088287483781,0.094248262802304,0.306998799349939,5.10112240416866,0.0210046888525701,0.144929944637297,2.55055339819023,0.00545140685342976,0.0738336431000785,41.3946777328239,102.21416233815,10.1101019944484,27.7666603701734,19.6790732123165,4.43611014429494,8.67708778511267e-06,1.92177757161995e-12,1.38628192357109e-06,7.61724712016158e-09,1.47328662350003e-18,1.21379018924196e-09,9.31950481377913e-09,4.50671738757741e-20,2.12290305656603e-10
10,2.451,5.07089639918731,0.094364749230582,0.307188458817355,5.10111638078841,0.0210301872284953,0.14501788589169,2.55055347377376,0.00545778742087335,0.0738768395430756,33.2997127179294,84.7490981083255,9.20592733559882,33.7542522425516,23.9289264068325,4.89172018893482,1.05482021221501e-05,2.33679869904662e-12,1.52865911800068e-06,9.25127884478791e-09,1.78980272457964e-18,1.33783508870849e-09,9.31950013435701e-09,4.61265539584653e-20,2.1477093369091e-10
10,2.55,5.07088081854058,0.0944833383424165,0.307381421596063,5.10113593662826,0.0210561778525133,0.145107470009346,2.550553803966,0.00546426650556981,0.0739206771179066,31.108091297463,84.9732521850732,9.21809373922142,24.5978859427388,17.4381856297801,4.17590536647804,7.68685007279406e-06,1.70294279795962e-12,1.30496850458531e-06,6.75247631778203e-09,1.3063974542988e-18,1.14297745135186e-09,9.31949542422459e-09,4.71749767301969e-20,2.17198012721564e-10
10,2.651,5.07089155315773,0.0946034792058804,0.307576785869611,5.10110919512094,0.021082341454982,0.145197594522024,2.55055397780383,0.00547083421019725,0.0739650877792844,33.7238874256583,86.5863165604113,9.30517686884088,36.7778975360929,26.0782003094817,5.10668192758093,1.14930871768253e-05,2.54668691157713e-12,1.59583423687334e-06,1.00764426218769e-08,1.94987630923077e-18,1.39637971527474e-09,9.31949085235846e-09,4.82123270020598e-20,2.19573056184177e-10
10,2.754,5.07089327379422,0.094725505559819,0.307775089245083,5.10108395316642,0.0211088845975027,0.145288969290524,2.55055412555198,0.00547749505614661,0.0740101010413214,34.8377234627812,95.2012200833014,9.75711125709353,24.1915024063847,17.1554367117913,4.14191220474207,7.55985576520565e-06,1.67533084305812e-12,1.29434572006791e-06,6.64156991340631e-09,1.28534293559992e-18,1.13372965719343e-09,9.31948599137697e-09,4.92385270469327e-20,2.21897559803917e-10
10,2.859,5.07089738256637,0.0948491476424881,0.307975888086207,5.10109544181105,0.0211359207205024,0.14538198210405,2.55055420709464,0.00548424305652512,0.0740556753836268,47.5377026843078,118.459517427279,10.883910943557,35.6917487931162,25.3155121111077,5.0314522864783,1.11536671691155e-05,2.47220629492352e-12,1.57232512379708e-06,9.78002991512925e-09,1.89307899109535e-18,1.37589207101987e-09,9.31948164012918e-09,5.0253536532713e-20,2.24173005807374e-10
10,2.965,5.07089105594845,0.0949734719493394,0.308177662963005,5.10109472440814,0.0211630197688786,0.145475151723167,2.55055446513704,0.00549101905497312,0.0741014106139223,33.7529532422981,86.0796759547511,9.27791334054976,33.768864499283,23.9542834036219,4.89431133088425,1.0552768434206e-05,2.33927495948909e-12,1.52946884881291e-06,9.25526759510899e-09,1.79170114049816e-18,1.33854441110415e-09,9.31947693632648e-09,5.12480962993297e-20,2.26380423842985e-10
10,3.074,5.07089793797533,0.095100533335243,0.308383743629983,5.10113638892602,0.0211908834572482,0.145570888082914,2.55055462393552,0.00549794384835832,0.0741481210035583,41.2217691473179,100.57054834747,10.0284868423641,36.5569642702991,25.9375014009169,5.09288733440245,1.1424045833416e-05,2.53294691644293e-12,1.59152345771055e-06,1.00161518970287e-08,1.93940820373983e-18,1.39262636903795e-09,9.31947259227419e-09,5.22409816388552e-20,2.28562861460158e-10
10,3.185,5.07089746688018,0.0952292654747239,0.308592393740876,5.10110487031367,0.0212188001254031,0.145666743374742,2.55055469209284,0.00550495453016536,0.0741953807872522,30.3316679874286,79.4612118056579,8.91410185075635,31.2740826325141,22.1901322196035,4.71064031948985,9.77315248222504e-06,2.16699606990712e-12,1.47207203285271e-06,8.57443114059826e-09,1.66031697338874e-18,1.28853287633213e-09,9.3194679733707e-09,5.32227065297842e-20,2.30700469288175e-10
10,3.298,5.07089310990947,0.0953598996016263,0.308803982489906,5.10114181138337,0.0212473535156355,0.145764719722008,2.55055498484513,0.00551205635291726,0.0742432242896095,39.2537953804552,101.22634699355,10.0611305027591,25.3635164962545,18.0012128793943,4.24278362391889,7.92610857245297e-06,1.7579254676872e-12,1.32586781682308e-06,6.96141066550255e-09,1.3483431232853e-18,1.16118177874323e-09,9.31946331257638e-09,5.4193338347967e-20,2.32794626974007e-10
