INPUT_kt_mu,INPUT_kt_cov,Gb.postprandial_mu,Gb.postprandial_sigma2,Gb.postprandial_sigma,G.postprandial_mu,G.postprandial_sigma2,G.postprandial_sigma,G.exocytosis_mu,G.exocytosis_sigma2,G.exocytosis_sigma,S.postprandial_mu,S.postprandial_sigma2,S.postprandial_sigma,Spa.pancreas_mu,Spa.pancreas_sigma2,Spa.pancreas_sigma,Sis.pancreas_mu,Sis.pancreas_sigma2,Sis.pancreas_sigma,Scell.pancreas_mu,Scell.pancreas_sigma2,Scell.pancreas_sigma,S.exocytosis_mu,S.exocytosis_sigma2,S.exocytosis_sigma
2,2.55,3.04876732992278,0.0944833383424165,0.307381421596063,3.28549192796513,0.0210561778525133,0.145107470009346,1.64273795005338,0.00546426650556981,0.0739206771179066,24.777070107756,84.9732521850732,9.21809373922142,2.77681656743135,17.4381856297801,4.17590536647804,8.67756388702028e-07,1.70294279795962e-12,1.30496850458531e-06,7.62277937594172e-10,1.3063974542988e-18,1.14297745135186e-09,-5.59521646699778e-09,4.71749767301969e-20,2.17198012721564e-10
2.2,2.55,3.09932016713652,0.0944833383424165,0.307381421596063,3.33088302818116,0.0210561778525133,0.145107470009346,1.66543334640094,0.00546426650556981,0.0739206771179066,24.9353456375516,84.9732521850732,9.21809373922142,3.3223433018158,17.4381856297801,4.17590536647804,1.03823373080488e-06,1.70294279795962e-12,1.30496850458531e-06,9.12032897099353e-10,1.3063974542988e-18,1.14297745135186e-09,-5.22234866971737e-09,4.71749767301969e-20,2.17198012721564e-10
2.4,2.55,3.14987300435345,0.0944833383424165,0.307381421596063,3.37627412839818,0.0210561778525133,0.145107470009346,1.68812874274897,0.00546426650556981,0.0739206771179066,25.0936211672462,84.9732521850732,9.21809373922142,3.86787003619645,17.4381856297801,4.17590536647804,1.20871107290655e-06,1.70294279795962e-12,1.30496850458531e-06,1.06178785660349e-09,1.3063974542988e-18,1.14297745135186e-09,-4.84948087243668e-09,4.71749767301969e-20,2.17198012721564e-10
2.6,2.55,3.20042584156839,0.0944833383424165,0.307381421596063,3.42166522861467,0.0210561778525133,0.145107470009346,1.71082413909674,0.00546426650556981,0.0739206771179066,25.2518966970039,84.9732521850732,9.21809373922142,4.41339677057533,17.4381856297801,4.17590536647804,1.37918841500766e-06,1.70294279795962e-12,1.30496850458531e-06,1.21154281610714e-09,1.3063974542988e-18,1.14297745135186e-09,-4.47661307515616e-09,4.71749767301969e-20,2.17198012721564e-10
2.8,2.55,3.25097867878454,0.0944833383424165,0.307381421596063,3.46705632883146,0.0210561778525133,0.145107470009346,1.73351953544465,0.00546426650556981,0.0739206771179066,25.4101722267291,84.9732521850732,9.21809373922142,4.95892350496306,17.4381856297801,4.17590536647804,1.54966575711153e-06,1.70294279795962e-12,1.30496850458531e-06,1.36129777561322e-09,1.3063974542988e-18,1.14297745135186e-09,-4.10374527787554e-09,4.71749767301969e-20,2.17198012721564e-10
3,2.55,3.30153151600011,0.0944833383424165,0.307381421596063,3.51244742904815,0.0210561778525133,0.145107470009346,1.75621493179254,0.00546426650556981,0.0739206771179066,25.5684477564696,84.9732521850732,9.21809373922142,5.50445023934478,17.4381856297801,4.17590536647804,1.72014309921353e-06,1.70294279795962e-12,1.30496850458531e-06,1.51105273511766e-09,1.3063974542988e-18,1.14297745135186e-09,-3.73087748059498e-09,4.71749767301969e-20,2.17198012721564e-10
3.2,2.55,3.35208435321593,0.0944833383424165,0.307381421596063,3.55783852926477,0.0210561778525133,0.145107470009346,1.77891032814037,0.00546426650556981,0.0739206771179066,25.7267232862056,84.9732521850732,9.21809373922142,6.04997697373473,17.4381856297801,4.17590536647804,1.89062044131811e-06,1.70294279795962e-12,1.30496850458531e-06,1.66080769462435e-09,1.3063974542988e-18,1.14297745135186e-09,-3.3580096833144e-09,4.71749767301969e-20,2.17198012721564e-10
3.4,2.55,3.40263719042929,0.0944833383424165,0.307381421596063,3.60322962948072,0.0210561778525133,0.145107470009346,1.80160572448787,0.00546426650556981,0.0739206771179066,25.8849988159999,84.9732521850732,9.21809373922142,6.5955037081055,17.4381856297801,4.17590536647804,2.06109778341668e-06,1.70294279795962e-12,1.30496850458531e-06,1.81056265412577e-09,1.3063974542988e-18,1.14297745135186e-09,-2.98514188603399e-09,4.71749767301969e-20,2.17198012721564e-10
3.6,2.55,3.45319002764703,0.0944833383424165,0.307381421596063,3.64862072969795,0.0210561778525133,0.145107470009346,1.82430112083601,0.00546426650556981,0.0739206771179066,26.0432743456757,84.9732521850732,9.21809373922142,7.14103044249359,17.4381856297801,4.17590536647804,2.23157512552067e-06,1.70294279795962e-12,1.30496850458531e-06,1.96031761363195e-09,1.3063974542988e-18,1.14297745135186e-09,-2.61227408875326e-09,4.71749767301969e-20,2.17198012721564e-10
3.8,2.55,3.50374286486257,0.0944833383424165,0.307381421596063,3.69401182991478,0.0210561778525133,0.145107470009346,1.84699651718395,0.00546426650556981,0.0739206771179066,26.2015498754294,84.9732521850732,9.21809373922142,7.68655717687991,17.4381856297801,4.17590536647804,2.40205246762411e-06,1.70294279795962e-12,1.30496850458531e-06,2.11007257313764e-09,1.3063974542988e-18,1.14297745135186e-09,-2.23940629147271e-09,4.71749767301969e-20,2.17198012721564e-10
4,2.55,3.55429570207883,0.0944833383424165,0.307381421596063,3.73940293013142,0.0210561778525133,0.145107470009346,1.8696919135318,0.00546426650556981,0.0739206771179066,26.3598254051408,84.9732521850732,9.21809373922142,8.23208391126523,17.4381856297801,4.17590536647804,2.57252980972723e-06,1.70294279795962e-12,1.30496850458531e-06,2.25982753264306e-09,1.3063974542988e-18,1.14297745135186e-09,-1.86653849419207e-09,4.71749767301969e-20,2.17198012721564e-10
4.2,2.55,3.6048485392926,0.0944833383424165,0.307381421596063,3.78479403034749,0.0210561778525133,0.145107470009346,1.89238730987935,0.00546426650556981,0.0739206771179066,26.5181009349318,84.9732521850732,9.21809373922142,8.77761064564519,17.4381856297801,4.17590536647804,2.74300715182868e-06,1.70294279795962e-12,1.30496850458531e-06,2.40958249214701e-09,1.3063974542988e-18,1.14297745135186e-09,-1.49367069691165e-09,4.71749767301969e-20,2.17198012721564e-10
4.4,2.55,3.65540137650768,0.0944833383424165,0.307381421596063,3.83018513056396,0.0210561778525133,0.145107470009346,1.91508270622712,0.00546426650556981,0.0739206771179066,26.6763764646801,84.9732521850732,9.21809373922142,9.32313738002194,17.4381856297801,4.17590536647804,2.91348449392913e-06,1.70294279795962e-12,1.30496850458531e-06,2.55933745165008e-09,1.3063974542988e-18,1.14297745135186e-09,-1.1208028996311e-09,4.71749767301969e-20,2.17198012721564e-10
4.6,2.55,3.70595421372296,0.0944833383424165,0.307381421596063,3.87557623078055,0.0210561778525133,0.145107470009346,1.93777810257493,0.00546426650556981,0.0739206771179066,26.834651994427,84.9732521850732,9.21809373922142,9.86866411440264,17.4381856297801,4.17590536647804,3.08396183603081e-06,1.70294279795962e-12,1.30496850458531e-06,2.70909241115423e-09,1.3063974542988e-18,1.14297745135186e-09,-7.47935102350551e-10,4.71749767301969e-20,2.17198012721564e-10
4.8,2.55,3.75650705093874,0.0944833383424165,0.307381421596063,3.92096733099711,0.0210561778525133,0.145107470009346,1.96047349892274,0.00546426650556981,0.0739206771179066,26.9929275241591,84.9732521850732,9.21809373922142,10.4141908487904,17.4381856297801,4.17590536647804,3.2544391781347e-06,1.70294279795962e-12,1.30496850458531e-06,2.85884737066032e-09,1.3063974542988e-18,1.14297745135186e-09,-3.75067305069979e-10,4.71749767301969e-20,2.17198012721564e-10
5,2.55,3.80705988815477,0.0944833383424165,0.307381421596063,3.96635843121385,0.0210561778525133,0.145107470009346,1.98316889527064,0.00546426650556981,0.0739206771179066,27.1512030538816,84.9732521850732,9.21809373922142,10.9597175831675,17.4381856297801,4.17590536647804,3.42491652023526e-06,1.70294279795962e-12,1.30496850458531e-06,3.00860233016349e-09,1.3063974542988e-18,1.14297745135186e-09,-2.19950778936273e-12,4.71749767301969e-20,2.17198012721564e-10
5.2,2.55,3.85761272536972,0.0944833383424165,0.307381421596063,4.01174953143033,0.0210561778525133,0.145107470009346,2.0058642916184,0.00546426650556981,0.0739206771179066,27.3094785836482,84.9732521850732,9.21809373922142,11.5052443175577,17.4381856297801,4.17590536647804,3.59539386233989e-06,1.70294279795962e-12,1.30496850458531e-06,3.15835728967024e-09,1.3063974542988e-18,1.14297745135186e-09,3.70668289491135e-10,4.71749767301969e-20,2.17198012721564e-10
5.4,2.55,3.90816556258621,0.0944833383424165,0.307381421596063,4.05714063164719,0.0210561778525133,0.145107470009346,2.02855968796636,0.00546426650556981,0.0739206771179066,27.4677541133603,84.9732521850732,9.21809373922142,12.0507710519428,17.4381856297801,4.17590536647804,3.76587120444296e-06,1.70294279795962e-12,1.30496850458531e-06,3.3081122491756e-09,1.3063974542988e-18,1.14297745135186e-09,7.43536086771785e-10,4.71749767301969e-20,2.17198012721564e-10
5.6,2.55,3.95871839979813,0.0944833383424165,0.307381421596063,4.10253173186268,0.0210561778525133,0.145107470009346,2.05125508431362,0.00546426650556981,0.0739206771179066,27.6260296431939,84.9732521850732,9.21809373922142,12.5962977863115,17.4381856297801,4.17590536647804,3.9363485465409e-06,1.70294279795962e-12,1.30496850458531e-06,3.45786720867647e-09,1.3063974542988e-18,1.14297745135186e-09,1.11640388405209e-09,4.71749767301969e-20,2.17198012721564e-10
5.8,2.55,4.00927123701629,0.0944833383424165,0.307381421596063,4.14792283208025,0.0210561778525133,0.145107470009346,2.07395048066194,0.00546426650556981,0.0739206771179066,27.7843051728698,84.9732521850732,9.21809373922142,13.141824520702,17.4381856297801,4.17590536647804,4.10682588864561e-06,1.70294279795962e-12,1.30496850458531e-06,3.60762216818329e-09,1.3063974542988e-18,1.14297745135186e-09,1.48927168133284e-09,4.71749767301969e-20,2.17198012721564e-10
6,2.55,4.05982407423246,0.0944833383424165,0.307381421596063,4.19331393229704,0.0210561778525133,0.145107470009346,2.09664587700986,0.00546426650556981,0.0739206771179066,27.9425807025874,84.9732521850732,9.21809373922142,13.6873512550832,17.4381856297801,4.17590536647804,4.27730323074747e-06,1.70294279795962e-12,1.30496850458531e-06,3.75737712768759e-09,1.3063974542988e-18,1.14297745135186e-09,1.86213947861347e-09,4.71749767301969e-20,2.17198012721564e-10
6.2,2.55,4.11037691144523,0.0944833383424165,0.307381421596063,4.23870503251279,0.0210561778525133,0.145107470009346,2.11934127335727,0.00546426650556981,0.0739206771179066,28.1008562324063,84.9732521850732,9.21809373922142,14.2328779894615,17.4381856297801,4.17590536647804,4.4477805728484e-06,1.70294279795962e-12,1.30496850458531e-06,3.90713208719108e-09,1.3063974542988e-18,1.14297745135186e-09,2.23500727589381e-09,4.71749767301969e-20,2.17198012721564e-10
6.4,2.55,4.16092974866219,0.0944833383424165,0.307381421596063,4.28409613272976,0.0210561778525133,0.145107470009346,2.14203666970527,0.00546426650556981,0.0739206771179066,28.2591317620998,84.9732521850732,9.21809373922142,14.7784047238458,17.4381856297801,4.17590536647804,4.61825791495121e-06,1.70294279795962e-12,1.30496850458531e-06,4.05688704669623e-09,1.3063974542988e-18,1.14297745135186e-09,2.60787507317451e-09,4.71749767301969e-20,2.17198012721564e-10
6.6,2.55,4.21148258587782,0.0944833383424165,0.307381421596063,4.32948723294635,0.0210561778525133,0.145107470009346,2.16473206605309,0.00546426650556981,0.0739206771179066,28.4174072918438,84.9732521850732,9.21809373922142,15.3239314582329,17.4381856297801,4.17590536647804,4.78873525705489e-06,1.70294279795962e-12,1.30496850458531e-06,4.20664200620214e-09,1.3063974542988e-18,1.14297745135186e-09,2.98074287045507e-09,4.71749767301969e-20,2.17198012721564e-10
6.8,2.55,4.2620354230944,0.0944833383424165,0.307381421596063,4.37487833316334,0.0210561778525133,0.145107470009346,2.18742746240111,0.00546426650556981,0.0739206771179066,28.5756828215502,84.9732521850732,9.21809373922142,15.8694581926144,17.4381856297801,4.17590536647804,4.9592125991568e-06,1.70294279795962e-12,1.30496850458531e-06,4.35639696570649e-09,1.3063974542988e-18,1.14297745135186e-09,3.35361066773572e-09,4.71749767301969e-20,2.17198012721564e-10
7,2.55,4.3125882603108,0.0944833383424165,0.307381421596063,4.42026943338042,0.0210561778525133,0.145107470009346,2.21012285874918,0.00546426650556981,0.0739206771179066,28.7339583512732,84.9732521850732,9.21809373922142,16.4149849269963,17.4381856297801,4.17590536647804,5.12968994125886e-06,1.70294279795962e-12,1.30496850458531e-06,4.50615192521097e-09,1.3063974542988e-18,1.14297745135186e-09,3.72647846501634e-09,4.71749767301969e-20,2.17198012721564e-10
7.2,2.55,4.36314109752465,0.0944833383424165,0.307381421596063,4.46566053359639,0.0210561778525133,0.145107470009346,2.2328182550967,0.00546426650556981,0.0739206771179066,28.8922338810635,84.9732521850732,9.21809373922142,16.9605116613832,17.4381856297801,4.17590536647804,5.3001672833625e-06,1.70294279795962e-12,1.30496850458531e-06,4.65590688471685e-09,1.3063974542988e-18,1.14297745135186e-09,4.09934626229677e-09,4.71749767301969e-20,2.17198012721564e-10
7.4,2.55,4.41369393474168,0.0944833383424165,0.307381421596063,4.51105163381334,0.0210561778525133,0.145107470009346,2.25551365144469,0.00546426650556981,0.0739206771179066,29.0505094107577,84.9732521850732,9.21809373922142,17.506038395772,17.4381856297801,4.17590536647804,5.47064462546669e-06,1.70294279795962e-12,1.30496850458531e-06,4.80566184422321e-09,1.3063974542988e-18,1.14297745135186e-09,4.47221405957747e-09,4.71749767301969e-20,2.17198012721564e-10
7.6,2.55,4.46424677195525,0.0944833383424165,0.307381421596063,4.55644273402944,0.0210561778525133,0.145107470009346,2.27820904779227,0.00546426650556981,0.0739206771179066,29.2087849405526,84.9732521850732,9.21809373922142,18.0515651301421,17.4381856297801,4.17590536647804,5.64112196756508e-06,1.70294279795962e-12,1.30496850458531e-06,4.95541680372446e-09,1.3063974542988e-18,1.14297745135186e-09,4.84508185685788e-09,4.71749767301969e-20,2.17198012721564e-10
7.8,2.55,4.51479960916989,0.0944833383424165,0.307381421596063,4.60183383424572,0.0210561778525133,0.145107470009346,2.30090444413993,0.00546426650556981,0.0739206771179066,29.3670604703161,84.9732521850732,9.21809373922142,18.5970918645269,17.4381856297801,4.17590536647804,5.81159930966802e-06,1.70294279795962e-12,1.30496850458531e-06,5.10517176322973e-09,1.3063974542988e-18,1.14297745135186e-09,5.21794965413837e-09,4.71749767301969e-20,2.17198012721564e-10
8,2.55,4.56535244638444,0.0944833383424165,0.307381421596063,4.647224934462,0.0210561778525133,0.145107470009346,2.32359984048761,0.00546426650556981,0.0739206771179066,29.5253360000874,84.9732521850732,9.21809373922142,19.1426185989139,17.4381856297801,4.17590536647804,5.98207665177167e-06,1.70294279795962e-12,1.30496850458531e-06,5.25492672273561e-09,1.3063974542988e-18,1.14297745135186e-09,5.59081745141886e-09,4.71749767301969e-20,2.17198012721564e-10
8.2,2.55,4.61590528359904,0.0944833383424165,0.307381421596063,4.69261603467824,0.0210561778525133,0.145107470009346,2.34629523683527,0.00546426650556981,0.0739206771179066,29.6836115298436,84.9732521850732,9.21809373922142,19.6881453332841,17.4381856297801,4.17590536647804,6.15255399387008e-06,1.70294279795962e-12,1.30496850458531e-06,5.40468168223688e-09,1.3063974542988e-18,1.14297745135186e-09,5.96368524869936e-09,4.71749767301969e-20,2.17198012721564e-10
8.4,2.55,4.66645812081729,0.0944833383424165,0.307381421596063,4.73800713489574,0.0210561778525133,0.145107470009346,2.36899063318352,0.00546426650556981,0.0739206771179066,29.8418870595139,84.9732521850732,9.21809373922142,20.2336720676775,17.4381856297801,4.17590536647804,6.32303133597573e-06,1.70294279795962e-12,1.30496850458531e-06,5.55443664174452e-09,1.3063974542988e-18,1.14297745135186e-09,6.33655304598013e-09,4.71749767301969e-20,2.17198012721564e-10
8.6,2.55,4.71701095803176,0.0944833383424165,0.307381421596063,4.7833982351121,0.0210561778525133,0.145107470009346,2.39168602953123,0.00546426650556981,0.0739206771179066,30.0001625892741,84.9732521850732,9.21809373922142,20.7791988020466,17.4381856297801,4.17590536647804,6.49350867807376e-06,1.70294279795962e-12,1.30496850458531e-06,5.70419160124547e-09,1.3063974542988e-18,1.14297745135186e-09,6.70942084326066e-09,4.71749767301969e-20,2.17198012721564e-10
8.8,2.55,4.76756379524819,0.0944833383424165,0.307381421596063,4.82878933532884,0.0210561778525133,0.145107470009346,2.41438142587913,0.00546426650556981,0.0739206771179066,30.1584381189962,84.9732521850732,9.21809373922142,21.3247255364408,17.4381856297801,4.17590536647804,6.66398602017967e-06,1.70294279795962e-12,1.30496850458531e-06,5.85394656075333e-09,1.3063974542988e-18,1.14297745135186e-09,7.08228864054127e-09,4.71749767301969e-20,2.17198012721564e-10
9,2.55,4.81811663246358,0.0944833383424165,0.307381421596063,4.87418043554557,0.0210561778525133,0.145107470009346,2.43707682222701,0.00546426650556981,0.0739206771179066,30.3167136487485,84.9732521850732,9.21809373922142,21.8702522708296,17.4381856297801,4.17590536647804,6.8344633622839e-06,1.70294279795962e-12,1.30496850458531e-06,6.00370152025973e-09,1.3063974542988e-18,1.14297745135186e-09,7.4551564378218e-09,4.71749767301969e-20,2.17198012721564e-10
9.2,2.55,4.86866946968052,0.0944833383424165,0.307381421596063,4.91957153576261,0.0210561778525133,0.145107470009346,2.45977221857504,0.00546426650556981,0.0739206771179066,30.4749891784427,84.9732521850732,9.21809373922142,22.4157790052061,17.4381856297801,4.17590536647804,7.00494070438427e-06,1.70294279795962e-12,1.30496850458531e-06,6.15345647976273e-09,1.3063974542988e-18,1.14297745135186e-09,7.82802423510249e-09,4.71749767301969e-20,2.17198012721564e-10
9.4,2.55,4.91922230689358,0.0944833383424165,0.307381421596063,4.96496263597843,0.0210561778525133,0.145107470009346,2.4824676149225,0.00546426650556981,0.0739206771179066,30.6332647082498,84.9732521850732,9.21809373922142,22.9613057395841,17.4381856297801,4.17590536647804,7.1754180464851e-06,1.70294279795962e-12,1.30496850458531e-06,6.30321143926613e-09,1.3063974542988e-18,1.14297745135186e-09,8.20089203238288e-09,4.71749767301969e-20,2.17198012721564e-10
9.6,2.55,4.96977514411073,0.0944833383424165,0.307381421596063,5.0103537361955,0.0210561778525133,0.145107470009346,2.50516301127056,0.00546426650556981,0.0739206771179066,30.791540237946,84.9732521850732,9.21809373922142,23.5068324739702,17.4381856297801,4.17590536647804,7.34589538858846e-06,1.70294279795962e-12,1.30496850458531e-06,6.45296639877175e-09,1.3063974542988e-18,1.14297745135186e-09,8.57375982966356e-09,4.71749767301969e-20,2.17198012721564e-10
9.8,2.55,5.0203279813246,0.0944833383424165,0.307381421596063,5.05574483641161,0.0210561778525133,0.145107470009346,2.52785840761813,0.00546426650556981,0.0739206771179066,30.9498157677323,84.9732521850732,9.21809373922142,24.0523592083511,17.4381856297801,4.17590536647804,7.51637273069019e-06,1.70294279795962e-12,1.30496850458531e-06,6.60272135827595e-09,1.3063974542988e-18,1.14297745135186e-09,8.946627626944e-09,4.71749767301969e-20,2.17198012721564e-10
10,2.55,5.07088081854058,0.0944833383424165,0.307381421596063,5.10113593662826,0.0210561778525133,0.145107470009346,2.550553803966,0.00546426650556981,0.0739206771179066,31.108091297463,84.9732521850732,9.21809373922142,24.5978859427388,17.4381856297801,4.17590536647804,7.68685007279406e-06,1.70294279795962e-12,1.30496850458531e-06,6.75247631778203e-09,1.3063974542988e-18,1.14297745135186e-09,9.31949542422459e-09,4.71749767301969e-20,2.17198012721564e-10
10.2,2.55,5.12143365575612,0.0944833383424165,0.307381421596063,5.14652703684485,0.0210561778525133,0.145107470009346,2.57324920031382,0.00546426650556981,0.0739206771179066,31.2663668272031,84.9732521850732,9.21809373922142,25.1434126771218,17.4381856297801,4.17590536647804,7.85732741489648e-06,1.70294279795962e-12,1.30496850458531e-06,6.90223127728682e-09,1.3063974542988e-18,1.14297745135186e-09,9.69236322150516e-09,4.71749767301969e-20,2.17198012721564e-10
10.4,2.55,5.17198649297029,0.0944833383424165,0.307381421596063,5.19191813706126,0.0210561778525133,0.145107470009346,2.59594459666154,0.00546426650556981,0.0739206771179066,31.4246423569814,84.9732521850732,9.21809373922142,25.6889394114945,17.4381856297801,4.17590536647804,8.02780475699566e-06,1.70294279795962e-12,1.30496850458531e-06,7.05198623678879e-09,1.3063974542988e-18,1.14297745135186e-09,1.00652310187856e-08,4.71749767301969e-20,2.17198012721564e-10
10.6,2.55,5.22253933018865,0.0944833383424165,0.307381421596063,5.23730923727856,0.0210561778525133,0.145107470009346,2.61863999300972,0.00546426650556981,0.0739206771179066,31.5829178866447,84.9732521850732,9.21809373922142,26.2344661458923,17.4381856297801,4.17590536647804,8.19828209910267e-06,1.70294279795962e-12,1.30496850458531e-06,7.20174119629762e-09,1.3063974542988e-18,1.14297745135186e-09,1.04380988160664e-08,4.71749767301969e-20,2.17198012721564e-10
10.8,2.55,5.27309216740516,0.0944833383424165,0.307381421596063,5.28270033749569,0.0210561778525133,0.145107470009346,2.6413353893578,0.00546426650556981,0.0739206771179066,31.7411934163619,84.9732521850732,9.21809373922142,26.7799928802722,17.4381856297801,4.17590536647804,8.36875944120411e-06,1.70294279795962e-12,1.30496850458531e-06,7.35149615580156e-09,1.3063974542988e-18,1.14297745135186e-09,1.0810966613347e-08,4.71749767301969e-20,2.17198012721564e-10
11,2.55,5.32364500461793,0.0944833383424165,0.307381421596063,5.32809143771142,0.0210561778525133,0.145107470009346,2.6640307857052,0.00546426650556981,0.0739206771179066,31.8994689461704,84.9732521850732,9.21809373922142,27.3255196146407,17.4381856297801,4.17590536647804,8.53923678330197e-06,1.70294279795962e-12,1.30496850458531e-06,7.50125111530235e-09,1.3063974542988e-18,1.14297745135186e-09,1.11838344106274e-08,4.71749767301969e-20,2.17198012721564e-10
11.2,2.55,5.37419784183303,0.0944833383424165,0.307381421596063,5.37348253792761,0.0210561778525133,0.145107470009346,2.68672618205282,0.00546426650556981,0.0739206771179066,32.0577444759218,84.9732521850732,9.21809373922142,27.8710463490312,17.4381856297801,4.17590536647804,8.70971412540671e-06,1.70294279795962e-12,1.30496850458531e-06,7.65100607480919e-09,1.3063974542988e-18,1.14297745135186e-09,1.15567022079079e-08,4.71749767301969e-20,2.17198012721564e-10
