INPUT_kt_mu,INPUT_kt_cov,Gb.postprandial_mu,Gb.postprandial_sigma2,Gb.postprandial_sigma,G.postprandial_mu,G.postprandial_sigma2,G.postprandial_sigma,G.exocytosis_mu,G.exocytosis_sigma2,G.exocytosis_sigma,S.postprandial_mu,S.postprandial_sigma2,S.postprandial_sigma,Spa.pancreas_mu,Spa.pancreas_sigma2,Spa.pancreas_sigma,Sis.pancreas_mu,Sis.pancreas_sigma2,Sis.pancreas_sigma,Scell.pancreas_mu,Scell.pancreas_sigma2,Scell.pancreas_sigma,S.exocytosis_mu,S.exocytosis_sigma2,S.exocytosis_sigma
11.4,2.55,5.42475067904795,0.0944833383424165,0.307381421596063,5.41887363814415,0.0210561778525133,0.145107470009346,2.70942157840061,0.00546426650556981,0.0739206771179066,32.216020005682,84.9732521850732,9.21809373922142,28.4165730834159,17.4381856297801,4.17590536647804,8.88019146750964e-06,1.70294279795962e-12,1.30496850458531e-06,7.80076103431444e-09,1.3063974542988e-18,1.14297745135186e-09,1.19295700051885e-08,4.71749767301969e-20,2.17198012721564e-10
11.6,2.55,5.47530351626418,0.0944833383424165,0.307381421596063,5.46426473836107,0.0210561778525133,0.145107470009346,2.7321169747486,0.00546426650556981,0.0739206771179066,32.374295535404,84.9732521850732,9.21809373922142,28.9620998177947,17.4381856297801,4.17590536647804,9.05066880961075e-06,1.70294279795962e-12,1.30496850458531e-06,7.95051599381809e-09,1.3063974542988e-18,1.14297745135186e-09,1.23024378024691e-08,4.71749767301969e-20,2.17198012721564e-10
11.8,2.55,5.52585635348159,0.0944833383424165,0.307381421596063,5.50965583857824,0.0210561778525133,0.145107470009346,2.7548123710967,0.00546426650556981,0.0739206771179066,32.5325710650899,84.9732521850732,9.21809373922142,29.5076265521812,17.4381856297801,4.17590536647804,9.22114615171422e-06,1.70294279795962e-12,1.30496850458531e-06,8.10027095332381e-09,1.3063974542988e-18,1.14297745135186e-09,1.26753055997498e-08,4.71749767301969e-20,2.17198012721564e-10
12,2.55,5.57640919069602,0.0944833383424165,0.307381421596063,5.55504693879432,0.0210561778525133,0.145107470009346,2.77750776744427,0.00546426650556981,0.0739206771179066,32.6908465948533,84.9732521850732,9.21809373922142,30.0531532865635,17.4381856297801,4.17590536647804,9.3916234938164e-06,1.70294279795962e-12,1.30496850458531e-06,8.2500259128284e-09,1.3063974542988e-18,1.14297745135186e-09,1.30481733970303e-08,4.71749767301969e-20,2.17198012721564e-10
12.2,2.55,5.62696202791109,0.0944833383424165,0.307381421596063,5.60043803901088,0.0210561778525133,0.145107470009346,2.80020316379209,0.00546426650556981,0.0739206771179066,32.8491221246135,84.9732521850732,9.21809373922142,30.5986800209471,17.4381856297801,4.17590536647804,9.56210083591901e-06,1.70294279795962e-12,1.30496850458531e-06,8.39978087233337e-09,1.3063974542988e-18,1.14297745135186e-09,1.34210411943108e-08,4.71749767301969e-20,2.17198012721564e-10
12.4,2.55,5.67751486512608,0.0944833383424165,0.307381421596063,5.64582913922722,0.0210561778525133,0.145107470009346,2.82289856013977,0.00546426650556981,0.0739206771179066,33.0073976543613,84.9732521850732,9.21809373922142,31.1442067553257,17.4381856297801,4.17590536647804,9.73257817802001e-06,1.70294279795962e-12,1.30496850458531e-06,8.54953583183693e-09,1.3063974542988e-18,1.14297745135186e-09,1.37939089915913e-08,4.71749767301969e-20,2.17198012721564e-10
12.6,2.55,5.72806770234235,0.0944833383424165,0.307381421596063,5.69122023944411,0.0210561778525133,0.145107470009346,2.84559395648774,0.00546426650556981,0.0739206771179066,33.1656731840814,84.9732521850732,9.21809373922142,31.6897334897076,17.4381856297801,4.17590536647804,9.90305552012207e-06,1.70294279795962e-12,1.30496850458531e-06,8.69929079134141e-09,1.3063974542988e-18,1.14297745135186e-09,1.4166776788872e-08,4.71749767301969e-20,2.17198012721564e-10
12.8,2.55,5.77862053955783,0.0944833383424165,0.307381421596063,5.73661133966084,0.0210561778525133,0.145107470009346,2.86828935283564,0.00546426650556981,0.0739206771179066,33.323948713828,84.9732521850732,9.21809373922142,32.2352602240927,17.4381856297801,4.17590536647804,1.00735328622251e-05,1.70294279795962e-12,1.30496850458531e-06,8.84904575084677e-09,1.3063974542988e-18,1.14297745135186e-09,1.45396445861525e-08,4.71749767301969e-20,2.17198012721564e-10
13,2.55,5.82917337677239,0.0944833383424165,0.307381421596063,5.7820024398772,0.0210561778525133,0.145107470009346,2.89098474918333,0.00546426650556981,0.0739206771179066,33.4822242435994,84.9732521850732,9.21809373922142,32.7807869584727,17.4381856297801,4.17590536647804,1.02440102043266e-05,1.70294279795962e-12,1.30496850458531e-06,8.99880071035073e-09,1.3063974542988e-18,1.14297745135186e-09,1.4912512383433e-08,4.71749767301969e-20,2.17198012721564e-10
13.2,2.55,5.87972621398836,0.0944833383424165,0.307381421596063,5.82739354009385,0.0210561778525133,0.145107470009346,2.91368014553119,0.00546426650556981,0.0739206771179066,33.6404997733249,84.9732521850732,9.21809373922142,33.3263136928578,17.4381856297801,4.17590536647804,1.04144875464296e-05,1.70294279795962e-12,1.30496850458531e-06,9.14855566985608e-09,1.3063974542988e-18,1.14297745135186e-09,1.52853801807136e-08,4.71749767301969e-20,2.17198012721564e-10
13.4,2.55,5.9302790512024,0.0944833383424165,0.307381421596063,5.87278464030999,0.0210561778525133,0.145107470009346,2.93637554187879,0.00546426650556981,0.0739206771179066,33.7987753031079,84.9732521850732,9.21809373922142,33.8718404272399,17.4381856297801,4.17590536647804,1.05849648885318e-05,1.70294279795962e-12,1.30496850458531e-06,9.29831062936061e-09,1.3063974542988e-18,1.14297745135186e-09,1.5658247977994e-08,4.71749767301969e-20,2.17198012721564e-10
13.6,2.55,5.98083188842104,0.0944833383424165,0.307381421596063,5.91817574052774,0.0210561778525133,0.145107470009346,2.95907093822719,0.00546426650556981,0.0739206771179066,33.9570508327635,84.9732521850732,9.21809373922142,34.4173671616248,17.4381856297801,4.17590536647804,1.07554422306347e-05,1.70294279795962e-12,1.30496850458531e-06,9.44806558886592e-09,1.3063974542988e-18,1.14297745135186e-09,1.60311157752748e-08,4.71749767301969e-20,2.17198012721564e-10
13.8,2.55,6.03138472563422,0.0944833383424165,0.307381421596063,5.96356684074358,0.0210561778525133,0.145107470009346,2.98176633457464,0.00546426650556981,0.0739206771179066,34.1153263625766,84.9732521850732,9.21809373922142,34.9628938960088,17.4381856297801,4.17590536647804,1.09259195727375e-05,1.70294279795962e-12,1.30496850458531e-06,9.59782054837099e-09,1.3063974542988e-18,1.14297745135186e-09,1.64039835725552e-08,4.71749767301969e-20,2.17198012721564e-10
14,2.55,6.08193756285106,0.0944833383424165,0.307381421596063,6.00895794096074,0.0210561778525133,0.145107470009346,3.00446173092275,0.00546426650556981,0.0739206771179066,34.2736018922772,84.9732521850732,9.21809373922142,35.5084206303882,17.4381856297801,4.17590536647804,1.10963969148387e-05,1.70294279795962e-12,1.30496850458531e-06,9.74757550787477e-09,1.3063974542988e-18,1.14297745135186e-09,1.67768513698359e-08,4.71749767301969e-20,2.17198012721564e-10
14.2,2.55,6.13249040006742,0.0944833383424165,0.307381421596063,6.05434904117744,0.0210561778525133,0.145107470009346,3.02715712727061,0.00546426650556981,0.0739206771179066,34.4318774219872,84.9732521850732,9.21809373922142,36.0539473647738,17.4381856297801,4.17590536647804,1.1266874256942e-05,1.70294279795962e-12,1.30496850458531e-06,9.89733046738028e-09,1.3063974542988e-18,1.14297745135186e-09,1.71497191671165e-08,4.71749767301969e-20,2.17198012721564e-10
14.4,2.55,6.18304323728249,0.0944833383424165,0.307381421596063,6.09974014139361,0.0210561778525133,0.145107470009346,3.04985252361821,0.00546426650556981,0.0739206771179066,34.5901529517329,84.9732521850732,9.21809373922142,36.5994740991597,17.4381856297801,4.17590536647804,1.14373515990452e-05,1.70294279795962e-12,1.30496850458531e-06,1.00470854268858e-08,1.3063974542988e-18,1.14297745135186e-09,1.75225869643971e-08,4.71749767301969e-20,2.17198012721564e-10
14.6,2.55,6.23359607449631,0.0944833383424165,0.307381421596063,6.1451312416098,0.0210561778525133,0.145107470009346,3.07254791996585,0.00546426650556981,0.0739206771179066,34.7484284815202,84.9732521850732,9.21809373922142,37.1450008335323,17.4381856297801,4.17590536647804,1.16078289411444e-05,1.70294279795962e-12,1.30496850458531e-06,1.01968403863878e-08,1.3063974542988e-18,1.14297745135186e-09,1.78954547616775e-08,4.71749767301969e-20,2.17198012721564e-10
14.8,2.55,6.28414891171197,0.0944833383424165,0.307381421596063,6.19052234182658,0.0210561778525133,0.145107470009346,3.09524331631375,0.00546426650556981,0.0739206771179066,34.9067040112678,84.9732521850732,9.21809373922142,37.6905275679198,17.4381856297801,4.17590536647804,1.17783062832482e-05,1.70294279795962e-12,1.30496850458531e-06,1.03465953458938e-08,1.3063974542988e-18,1.14297745135186e-09,1.82683225589581e-08,4.71749767301969e-20,2.17198012721564e-10
15,2.55,6.33470174892699,0.0944833383424165,0.307381421596063,6.23591344204279,0.0210561778525133,0.145107470009346,3.11793871266139,0.00546426650556981,0.0739206771179066,35.0649795410075,84.9732521850732,9.21809373922142,38.2360543022932,17.4381856297801,4.17590536647804,1.19487836253476e-05,1.70294279795962e-12,1.30496850458531e-06,1.04963503053959e-08,1.3063974542988e-18,1.14297745135186e-09,1.86411903562386e-08,4.71749767301969e-20,2.17198012721564e-10
15.2,2.55,6.38525458614366,0.0944833383424165,0.307381421596063,6.28130454226011,0.0210561778525133,0.145107470009346,3.14063410900958,0.00546426650556981,0.0739206771179066,35.2232550707293,84.9732521850732,9.21809373922142,38.7815810366796,17.4381856297801,4.17590536647804,1.21192609674511e-05,1.70294279795962e-12,1.30496850458531e-06,1.06461052649017e-08,1.3063974542988e-18,1.14297745135186e-09,1.90140581535193e-08,4.71749767301969e-20,2.17198012721564e-10
15.4,2.55,6.43580742335939,0.0944833383424165,0.307381421596063,6.32669564247655,0.0210561778525133,0.145107470009346,3.16332950535732,0.00546426650556981,0.0739206771179066,35.3815306004581,84.9732521850732,9.21809373922142,39.3271077710664,17.4381856297801,4.17590536647804,1.22897383095547e-05,1.70294279795962e-12,1.30496850458531e-06,1.07958602244075e-08,1.3063974542988e-18,1.14297745135186e-09,1.93869259507998e-08,4.71749767301969e-20,2.17198012721564e-10
15.6,2.55,6.48636026057195,0.0944833383424165,0.307381421596063,6.37208674269197,0.0210561778525133,0.145107470009346,3.18602490170455,0.00546426650556981,0.0739206771179066,35.5398061302715,84.9732521850732,9.21809373922142,39.8726345054453,17.4381856297801,4.17590536647804,1.24602156516558e-05,1.70294279795962e-12,1.30496850458531e-06,1.09456151839112e-08,1.3063974542988e-18,1.14297745135186e-09,1.97597937480802e-08,4.71749767301969e-20,2.17198012721564e-10
15.8,2.55,6.53691309778941,0.0944833383424165,0.307381421596063,6.41747784290949,0.0210561778525133,0.145107470009346,3.20872029805283,0.00546426650556981,0.0739206771179066,35.6980816599701,84.9732521850732,9.21809373922142,40.4181612398316,17.4381856297801,4.17590536647804,1.26306929937592e-05,1.70294279795962e-12,1.30496850458531e-06,1.10953701434168e-08,1.3063974542988e-18,1.14297745135186e-09,2.01326615453609e-08,4.71749767301969e-20,2.17198012721564e-10
16,2.55,6.58746593500652,0.0944833383424165,0.307381421596063,6.4628689431265,0.0210561778525133,0.145107470009346,3.23141569440089,0.00546426650556981,0.0739206771179066,35.8563571896643,84.9732521850732,9.21809373922142,40.9636879742204,17.4381856297801,4.17590536647804,1.28011703358634e-05,1.70294279795962e-12,1.30496850458531e-06,1.12451251029232e-08,1.3063974542988e-18,1.14297745135186e-09,2.05055293426416e-08,4.71749767301969e-20,2.17198012721564e-10
16.2,2.55,6.63801877221886,0.0944833383424165,0.307381421596063,6.50826004334213,0.0210561778525133,0.145107470009346,3.25411109074822,0.00546426650556981,0.0739206771179066,36.0146327194993,84.9732521850732,9.21809373922142,41.509214708599,17.4381856297801,4.17590536647804,1.29716476779644e-05,1.70294279795962e-12,1.30496850458531e-06,1.13948800624268e-08,1.3063974542988e-18,1.14297745135186e-09,2.08783971399219e-08,4.71749767301969e-20,2.17198012721564e-10
16.4,2.55,6.68857160943714,0.0944833383424165,0.307381421596063,6.55365114355962,0.0210561778525133,0.145107470009346,3.2768064870965,0.00546426650556981,0.0739206771179066,36.172908249163,84.9732521850732,9.21809373922142,42.054741442983,17.4381856297801,4.17590536647804,1.31421250200671e-05,1.70294279795962e-12,1.30496850458531e-06,1.15446350219318e-08,1.3063974542988e-18,1.14297745135186e-09,2.12512649372027e-08,4.71749767301969e-20,2.17198012721564e-10
16.6,2.55,6.7391244466533,0.0944833383424165,0.307381421596063,6.59904224377641,0.0210561778525133,0.145107470009346,3.29950188344442,0.00546426650556981,0.0739206771179066,36.3311837788786,84.9732521850732,9.21809373922142,42.6002681773648,17.4381856297801,4.17590536647804,1.33126023621692e-05,1.70294279795962e-12,1.30496850458531e-06,1.16943899814363e-08,1.3063974542988e-18,1.14297745135186e-09,2.16241327344833e-08,4.71749767301969e-20,2.17198012721564e-10
16.8,2.55,6.78967728386629,0.0944833383424165,0.307381421596063,6.64443334399224,0.0210561778525133,0.145107470009346,3.32219727979187,0.00546426650556981,0.0739206771179066,36.4894593086925,84.9732521850732,9.21809373922142,43.1457949117398,17.4381856297801,4.17590536647804,1.34830797042691e-05,1.70294279795962e-12,1.30496850458531e-06,1.18441449409389e-08,1.3063974542988e-18,1.14297745135186e-09,2.19970005317637e-08,4.71749767301969e-20,2.17198012721564e-10
17,2.55,6.84023012108138,0.0944833383424165,0.307381421596063,6.68982444420861,0.0210561778525133,0.145107470009346,3.34489267613957,0.00546426650556981,0.0739206771179066,36.6477348384382,84.9732521850732,9.21809373922142,43.691321646121,17.4381856297801,4.17590536647804,1.36535570463709e-05,1.70294279795962e-12,1.30496850458531e-06,1.19938999004432e-08,1.3063974542988e-18,1.14297745135186e-09,2.23698683290442e-08,4.71749767301969e-20,2.17198012721564e-10
17.2,2.55,6.89078295829656,0.0944833383424165,0.307381421596063,6.73521554442525,0.0210561778525133,0.145107470009346,3.3675880724874,0.00546426650556981,0.0739206771179066,36.8060103681902,84.9732521850732,9.21809373922142,44.2368483805047,17.4381856297801,4.17590536647804,1.38240343884735e-05,1.70294279795962e-12,1.30496850458531e-06,1.21436548599482e-08,1.3063974542988e-18,1.14297745135186e-09,2.27427361263248e-08,4.71749767301969e-20,2.17198012721564e-10
17.4,2.55,6.94133579551553,0.0944833383424165,0.307381421596063,6.78060664464306,0.0210561778525133,0.145107470009346,3.39028346883583,0.00546426650556981,0.0739206771179066,36.9642858978476,84.9732521850732,9.21809373922142,44.7823751149003,17.4381856297801,4.17590536647804,1.39945117305799e-05,1.70294279795962e-12,1.30496850458531e-06,1.22934098194564e-08,1.3063974542988e-18,1.14297745135186e-09,2.31156039236055e-08,4.71749767301969e-20,2.17198012721564e-10
17.6,2.55,6.99188863272804,0.0944833383424165,0.307381421596063,6.82599774485847,0.0210561778525133,0.145107470009346,3.41297886518307,0.00546426650556981,0.0739206771179066,37.1225614276615,84.9732521850732,9.21809373922142,45.3279018492777,17.4381856297801,4.17590536647804,1.41649890726805e-05,1.70294279795962e-12,1.30496850458531e-06,1.24431647789596e-08,1.3063974542988e-18,1.14297745135186e-09,2.34884717208859e-08,4.71749767301969e-20,2.17198012721564e-10
17.8,2.55,7.04244146994739,0.0944833383424165,0.307381421596063,6.87138884507641,0.0210561778525133,0.145107470009346,3.43567426153156,0.00546426650556981,0.0739206771179066,37.280836957307,84.9732521850732,9.21809373922142,45.8734285836693,17.4381856297801,4.17590536647804,1.43354664147856e-05,1.70294279795962e-12,1.30496850458531e-06,1.25929197384668e-08,1.3063974542988e-18,1.14297745135186e-09,2.38613395181668e-08,4.71749767301969e-20,2.17198012721564e-10
18,2.55,7.0929943071593,0.0944833383424165,0.307381421596063,6.91677994529183,0.0210561778525133,0.145107470009346,3.45836965787881,0.00546426650556981,0.0739206771179066,37.4391124871314,84.9732521850732,9.21809373922142,46.4189553180357,17.4381856297801,4.17590536647804,1.45059437568828e-05,1.70294279795962e-12,1.30496850458531e-06,1.2742674697967e-08,1.3063974542988e-18,1.14297745135186e-09,2.42342073154471e-08,4.71749767301969e-20,2.17198012721564e-10
18.2,2.55,7.1435471443753,0.0944833383424165,0.307381421596063,6.96217104550844,0.0210561778525133,0.145107470009346,3.48106505422661,0.00546426650556981,0.0739206771179066,37.5973880168585,84.9732521850732,9.21809373922142,46.9644820524251,17.4381856297801,4.17590536647804,1.46764210989872e-05,1.70294279795962e-12,1.30496850458531e-06,1.28924296574735e-08,1.3063974542988e-18,1.14297745135186e-09,2.46070751127277e-08,4.71749767301969e-20,2.17198012721564e-10
18.4,2.55,7.19409998159245,0.0944833383424165,0.307381421596063,7.00756214572577,0.0210561778525133,0.145107470009346,3.50376045057484,0.00546426650556981,0.0739206771179066,37.7556635465628,84.9732521850732,9.21809373922142,47.5100087868086,17.4381856297801,4.17590536647804,1.48468984410898e-05,1.70294279795962e-12,1.30496850458531e-06,1.30421846169785e-08,1.3063974542988e-18,1.14297745135186e-09,2.49799429100083e-08,4.71749767301969e-20,2.17198012721564e-10
18.6,2.55,7.24465281880754,0.0944833383424165,0.307381421596063,7.0529532459424,0.0210561778525133,0.145107470009346,3.52645584692265,0.00546426650556981,0.0739206771179066,37.9139390763226,84.9732521850732,9.21809373922142,48.0555355211949,17.4381856297801,4.17590536647804,1.50173757831932e-05,1.70294279795962e-12,1.30496850458531e-06,1.31919395764842e-08,1.3063974542988e-18,1.14297745135186e-09,2.53528107072889e-08,4.71749767301969e-20,2.17198012721564e-10
18.8,2.55,7.29520565602139,0.0944833383424165,0.307381421596063,7.09834434615815,0.0210561778525133,0.145107470009346,3.54915124327007,0.00546426650556981,0.0739206771179066,38.0722146060936,84.9732521850732,9.21809373922142,48.6010622555678,17.4381856297801,4.17590536647804,1.51878531252924e-05,1.70294279795962e-12,1.30496850458531e-06,1.33416945359862e-08,1.3063974542988e-18,1.14297745135186e-09,2.57256785045693e-08,4.71749767301969e-20,2.17198012721564e-10
19,2.55,7.34575849323825,0.0944833383424165,0.307381421596063,7.14373544637535,0.0210561778525133,0.145107470009346,3.5718466396182,0.00546426650556981,0.0739206771179066,38.2304901357955,84.9732521850732,9.21809373922142,49.1465889899514,17.4381856297801,4.17590536647804,1.5358330467395e-05,1.70294279795962e-12,1.30496850458531e-06,1.34914494954911e-08,1.3063974542988e-18,1.14297745135186e-09,2.609854630185e-08,4.71749767301969e-20,2.17198012721564e-10
19.2,2.55,7.39631133045278,0.0944833383424165,0.307381421596063,7.18912654659147,0.0210561778525133,0.145107470009346,3.59454203596577,0.00546426650556981,0.0739206771179066,38.3887656655717,84.9732521850732,9.21809373922142,49.6921157243422,17.4381856297801,4.17590536647804,1.55288078094999e-05,1.70294279795962e-12,1.30496850458531e-06,1.3641204454998e-08,1.3063974542988e-18,1.14297745135186e-09,2.64714140991305e-08,4.71749767301969e-20,2.17198012721564e-10
19.4,2.55,7.44686416766934,0.0944833383424165,0.307381421596063,7.23451764680861,0.0210561778525133,0.145107470009346,3.61723743231383,0.00546426650556981,0.0739206771179066,38.5470411952907,84.9732521850732,9.21809373922142,50.2376424587225,17.4381856297801,4.17590536647804,1.56992851516014e-05,1.70294279795962e-12,1.30496850458531e-06,1.37909594145021e-08,1.3063974542988e-18,1.14297745135186e-09,2.68442818964111e-08,4.71749767301969e-20,2.17198012721564e-10
19.6,2.55,7.49741700488464,0.0944833383424165,0.307381421596063,7.27990874702515,0.0210561778525133,0.145107470009346,3.63993282866168,0.00546426650556981,0.0739206771179066,38.7053167250324,84.9732521850732,9.21809373922142,50.7831691931018,17.4381856297801,4.17590536647804,1.58697624937027e-05,1.70294279795962e-12,1.30496850458531e-06,1.39407143740059e-08,1.3063974542988e-18,1.14297745135186e-09,2.72171496936917e-08,4.71749767301969e-20,2.17198012721564e-10
19.8,2.55,7.54796984209974,0.0944833383424165,0.307381421596063,7.3252998472415,0.0210561778525133,0.145107470009346,3.66262822500936,0.00546426650556981,0.0739206771179066,38.8635922547799,84.9732521850732,9.21809373922142,51.328695927487,17.4381856297801,4.17590536647804,1.60402398358057e-05,1.70294279795962e-12,1.30496850458531e-06,1.40904693335112e-08,1.3063974542988e-18,1.14297745135186e-09,2.75900174909722e-08,4.71749767301969e-20,2.17198012721564e-10
20,2.55,7.59852267931642,0.0944833383424165,0.307381421596063,7.37069094745863,0.0210561778525133,0.145107470009346,3.68532362135744,0.00546426650556981,0.0739206771179066,39.0218677844938,84.9732521850732,9.21809373922142,51.8742226618718,17.4381856297801,4.17590536647804,1.62107171779087e-05,1.70294279795962e-12,1.30496850458531e-06,1.42402242930165e-08,1.3063974542988e-18,1.14297745135186e-09,2.79628852882529e-08,4.71749767301969e-20,2.17198012721564e-10
