2.558169003093517802e+01 8.079439661892374502e+00
2.552364095865311100e+01 8.447211783591143330e+00
2.567963888323439647e+01 9.027737479579212021e+00
2.574497287250836308e+01 1.007014339108011569e+01
2.648245482221071612e+01 1.175052135015027588e+01
2.780165951768518440e+01 1.386535538673530965e+01
3.011619640129372755e+01 1.673767297644317509e+01
3.366684194688914999e+01 1.949769593865504191e+01
3.858870920213563238e+01 2.026903589840928177e+01
4.495248166100851250e+01 2.084263339090644962e+01
5.278945647830978061e+01 2.494557307923634681e+01
6.209659744023593930e+01 2.845990416800414380e+01
7.285145796254406036e+01 3.499695259106080414e+01
8.500986351093226290e+01 3.765622793102610188e+01
9.850900904589960305e+01 4.623305485515787439e+01
1.132647170874633531e+02 4.971620902923390872e+01
1.291720626271956007e+02 5.463869742440869004e+01
1.460897407338578944e+02 6.475849294286004465e+01
1.638217593999418966e+02 6.713573267674257750e+01
1.820983003795932120e+02 7.061426804865726581e+01
2.005713829013028260e+02 7.577231535366217940e+01
2.188258638583288871e+02 8.107037009894200708e+01
2.364126270473236957e+02 8.619435373805495715e+01
2.529071960463320181e+02 8.977334805679780061e+01
2.679344059475347422e+02 9.424752396792621312e+01
2.812016596854755903e+02 9.828204764906072910e+01
2.925225337002657966e+02 1.016716710795033549e+02
3.018326617958077804e+02 1.029239438133866145e+02
3.091527392815371513e+02 1.061239076803975792e+02
3.145934826126635926e+02 1.095461514010477089e+02
3.183141049933145155e+02 1.088345671942656026e+02
3.205047680994497910e+02 1.080086676341829843e+02
3.213738881301133574e+02 1.069327754075390970e+02
3.211304547886855971e+02 1.062295627796601991e+02
3.199779515892329300e+02 1.058825752678742731e+02
3.181023149906231424e+02 1.055503101879528174e+02
3.156812616942691534e+02 1.047717533499439497e+02
3.128674149887506815e+02 1.033777411249735962e+02
3.097895280239117710e+02 1.016136473774492543e+02
3.065575928438055939e+02 1.001116706521391535e+02
3.032643531128725272e+02 1.004015004872749159e+02
2.999890435447247796e+02 1.009459417911255770e+02
2.967901548663402878e+02 1.017305608069612077e+02
2.937255368897429548e+02 1.031043657725099365e+02
2.908305221492776695e+02 1.041756391970005637e+02
2.881319389076943480e+02 1.049746919695658391e+02
2.856477800841244630e+02 1.056207469207945735e+02
2.833924328035652707e+02 1.074936711940615339e+02
2.813676962132636845e+02 1.082933013168958212e+02
2.795755342556672076e+02 1.090320209863300818e+02
2.780085728817774111e+02 1.100576837395539087e+02
2.766552905651872152e+02 1.126084172288544636e+02
2.755117438714445370e+02 1.142960120657092631e+02
2.745253981733060300e+02 1.156914676663516133e+02
2.739463157662364097e+02 1.171792993100649767e+02
2.735361881861757070e+02 1.181885075806162888e+02
2.735725940245495735e+02 1.204701958444712773e+02
2.741656018606328757e+02 1.211093225924690699e+02
2.753174588020223155e+02 1.222850964156826734e+02
2.769743074162148559e+02 1.235099450117776740e+02
2.790669317459491481e+02 1.231424615654357240e+02
2.815257787400989287e+02 1.216139267277446123e+02
2.842828178322533290e+02 1.218032976160402399e+02
2.872692233276289926e+02 1.210056882191487375e+02
2.904234769574182451e+02 1.208382566410824523e+02
2.936947627106658842e+02 1.198339558478194533e+02
2.970353807134008548e+02 1.190626158881761540e+02
3.004005169792732772e+02 1.180147251495888270e+02
3.037548954477131247e+02 1.172075894732554815e+02
3.070622960043628495e+02 1.162688179355458118e+02
3.102971083771280405e+02 1.161510384806301914e+02
3.134352070704352400e+02 1.155627185563213146e+02
3.164507502285481451e+02 1.146323185975148817e+02
3.193297674212411152e+02 1.145231993966371675e+02
3.220552764907135952e+02 1.148263082879641246e+02
3.246070659259405602e+02 1.155811937649355485e+02
3.269787612046327467e+02 1.173499063146118289e+02
3.291590324022897107e+02 1.187805802816748297e+02
3.311372971903011830e+02 1.197863244506108913e+02
3.329089325699314372e+02 1.208440301437744182e+02
3.344663159681145999e+02 1.216592487238763596e+02
3.358060324843427793e+02 1.221439342748647192e+02
3.369217032755389596e+02 1.228390639989742823e+02
3.378154831907200446e+02 1.247212258765465691e+02
3.384802175125886379e+02 1.253285983597385496e+02
3.389157773686736164e+02 1.265826031444277220e+02
3.391243622931436335e+02 1.276059564965738531e+02
3.391054486648401394e+02 1.284024111929267633e+02
3.388616091158356198e+02 1.292005979400872491e+02
3.383928783160295097e+02 1.301982592052541463e+02
3.376992110196984527e+02 1.308217974959834464e+02
3.367865317597185140e+02 1.302288587695214233e+02
3.356595392934711981e+02 1.296001243263693823e+02
3.343221887746313996e+02 1.288536104283017494e+02
3.327740522018929141e+02 1.286428775800459903e+02
3.310226152762065226e+02 1.278498869853082596e+02
3.290690892510527306e+02 1.268071923991441281e+02
3.269244157699909010e+02 1.265520035801604308e+02
3.245929788731576764e+02 1.260537502978461220e+02
3.220799541344538852e+02 1.255759929500881498e+02
3.193867586375141627e+02 1.253514036953717437e+02
3.165303440334772631e+02 1.250171178895084694e+02
3.135106611329736097e+02 1.251325879433472323e+02
3.103330403089122456e+02 1.243404633740131686e+02
3.070097379583784800e+02 1.239773100546901787e+02
3.035448177850115030e+02 1.231727724545683884e+02
2.999466003536261383e+02 1.222279387390324246e+02
2.962209381805931798e+02 1.220446300285633612e+02
2.923779024184989339e+02 1.217496040410052132e+02
2.884226501009056847e+02 1.216078645499180766e+02
2.843651186251263994e+02 1.218841266537274350e+02
2.802137550709998095e+02 1.215212620095389866e+02
2.759767448275244988e+02 1.207519427758379749e+02
2.716610003625943932e+02 1.200617205290164975e+02
2.672708568961632523e+02 1.191503731290936372e+02
2.628199790221153194e+02 1.188983597357456006e+02
2.583088162826435337e+02 1.189315573762240490e+02
2.537501911561708141e+02 1.184177156366449566e+02
2.491533429938484119e+02 1.183311130962664635e+02
2.445196625092889064e+02 1.181968791586797494e+02
2.398627131185135966e+02 1.184206023879908543e+02
2.351828827929741408e+02 1.175684333906664563e+02
2.304901928356404142e+02 1.166123413448877386e+02
2.257931280116222297e+02 1.158199281004243772e+02
2.210971266613202602e+02 1.146297205204890304e+02
2.164059265225567970e+02 1.141014450241800517e+02
2.117252275122368133e+02 1.135142798004136750e+02
2.070622416083987503e+02 1.131274551200562826e+02
2.024241591993572911e+02 1.127230212564885790e+02
1.978128095470002279e+02 1.117594236572101494e+02
1.932338624257571098e+02 1.113359372347591290e+02
1.886935022647850815e+02 1.107043160402649988e+02
1.841967994440566940e+02 1.103867733926025352e+02
1.797457654947906178e+02 1.095992676254242042e+02
1.753449505441521126e+02 1.089283866126227167e+02
1.710007524570371515e+02 1.083646040747563575e+02
1.667078402456716049e+02 1.081423242211172919e+02
1.624774988785434289e+02 1.080040488316457186e+02
1.583082887357423374e+02 1.076019243691531955e+02
1.542059420188616627e+02 1.074818355131611725e+02
1.501701040769885367e+02 1.071559212862020729e+02
1.462024413867267469e+02 1.067731380577274933e+02
1.423053534289788900e+02 1.062070461187842909e+02
1.384826784176458716e+02 1.054917091350674099e+02
1.347321591974340436e+02 1.044856762910012264e+02
1.310567853759675074e+02 1.039496065660569002e+02
1.274576530496491671e+02 1.037088515038040271e+02
1.239351909360000832e+02 1.030884886395577240e+02
1.204876643323009091e+02 1.024672597499985898e+02
1.171188348889819082e+02 1.020668673383138412e+02
1.138266433183017199e+02 1.010270595034987906e+02
1.106101540186061243e+02 9.990324720451614837e+01
1.074720500754426951e+02 9.899276582999999619e+01
1.044116858898577931e+02 9.781670333165526188e+01
1.014260931214030137e+02 9.661870152308108572e+01
9.851625885452364173e+01 9.497585133209400965e+01
9.568189390854487897e+01 9.296522901963101049e+01
9.292260464000491993e+01 9.135644249452568033e+01
9.023595599010580770e+01 8.988275593241117178e+01
8.762211674855375065e+01 8.867032036710621412e+01
8.507975786514172967e+01 8.756498327673637050e+01
8.260880672563631322e+01 8.664555297304654857e+01
8.020748064988073622e+01 8.568224404889794243e+01
7.787424806653564247e+01 8.462973450815883325e+01
7.560766928261020325e+01 8.338872010445392391e+01
7.340753052309409554e+01 8.206485593719479255e+01
7.127231887587240067e+01 8.072540331266718283e+01
6.920109601784344022e+01 7.936632077898671866e+01
6.719168286387653666e+01 7.851039900490783907e+01
6.524286774512376041e+01 7.710714917563358028e+01
6.335398233529932810e+01 7.557053143417525121e+01
6.152324112227007191e+01 7.425417282041387068e+01
5.974967501585022234e+01 7.248372821993115167e+01
5.803196131902528521e+01 7.066651824764302603e+01
5.636814580415349241e+01 6.925720624053992935e+01
5.475686118591967499e+01 6.810741317943927697e+01
5.319760091564420890e+01 6.747839006115181348e+01
5.168900327215304458e+01 6.583149841827388116e+01
5.022907848458921620e+01 6.496922579123125274e+01
4.881705944202259673e+01 6.408645722963196079e+01
4.745203463736609706e+01 6.329635338623828744e+01
4.613223105773133881e+01 6.281282253578716990e+01
4.485601201357715695e+01 6.181862537223252474e+01
4.362293097898400163e+01 6.181920272250172133e+01
4.243232395027737880e+01 6.119191165502062546e+01
4.128098294359325138e+01 6.074331049585550346e+01
4.016991718683177481e+01 6.078401368983381303e+01
3.909652932346836707e+01 6.039834371001097679e+01
3.806070303868281712e+01 5.978404302358647016e+01
3.706120218545321165e+01 5.913134854426027687e+01
3.609701739307613622e+01 5.891974967059985602e+01
3.516666344783990894e+01 5.865185914569278935e+01
3.426952624793967317e+01 5.829823210581002968e+01
3.340509864078173763e+01 5.841543421050878493e+01
3.257140187368071338e+01 5.820989751467468665e+01
3.176852546090823637e+01 5.759819490446046331e+01
3.099506076600762228e+01 5.729046721097841299e+01
3.025002493347383847e+01 5.669810583478204791e+01
2.953269111519422552e+01 5.634014866787969567e+01
2.884231100845987683e+01 5.583669923313949823e+01
2.817816859041092314e+01 5.553705444342597275e+01
2.753952465203737177e+01 5.524029640505837335e+01
2.692541768018465120e+01 5.467391579097533594e+01
2.633540655984669243e+01 5.425302744473005134e+01
2.576843450647492517e+01 5.425418214526845162e+01
2.522350799966064017e+01 5.386129528707917302e+01
2.470114530051219504e+01 5.365142846422565270e+01
2.419976296515827130e+01 5.325594352982486157e+01
2.371898068550837380e+01 5.284256073707883417e+01
2.325828856545981083e+01 5.235845253635587682e+01
2.281679268240119285e+01 5.190783065124630724e+01
2.239394452503518451e+01 5.149011773148096438e+01
2.198916270178546029e+01 5.112090223432822711e+01
2.160251336393482191e+01 5.082039141921011804e+01
2.123278802996011194e+01 5.076871857011678912e+01
2.087970439712897175e+01 5.022687534247329211e+01
2.054571688084852354e+01 4.975402547199895054e+01
2.023439506205157201e+01 4.972948808555796774e+01
1.994442908444397133e+01 4.950865160758912253e+01
1.968507302066749887e+01 4.952424006485751562e+01
1.945506165617736016e+01 4.905860707274793953e+01
1.925162758791266526e+01 4.921997647296741718e+01
1.907109201034749901e+01 4.909093868780132652e+01
1.891040827604376418e+01 4.898095346151880847e+01
1.876718747412444088e+01 4.846855509760408154e+01
1.863894011461491473e+01 4.829650471738253259e+01
1.852387506238411063e+01 4.809760754964315765e+01
1.842052169571821807e+01 4.811059793070015189e+01
1.832776190935999239e+01 4.760281836893869922e+01
1.824432711564889331e+01 4.741950965846762500e+01
1.816949777554523138e+01 4.708378047692762891e+01
1.810262897373021218e+01 4.670503870033210347e+01
1.804267428566110709e+01 4.675122672186815009e+01
1.798902740559187308e+01 4.633437982750527340e+01
1.794185401100980215e+01 4.636064926475390280e+01
1.790028603855892797e+01 4.635862853881170054e+01
1.786411458750094994e+01 4.619870251424308805e+01
1.783328050695413225e+01 4.599576389461897463e+01
1.780709818772404773e+01 4.598999039192696614e+01
1.778533309206579105e+01 4.562452767152271349e+01
1.776790298715560112e+01 4.550790291714407942e+01
1.775437544852773897e+01 4.513811006972066764e+01
1.774488148946194244e+01 4.472010847481879381e+01
1.773895786889701753e+01 4.426111501080342947e+01
1.773679117055834809e+01 4.391181809793625490e+01
1.773805461929828908e+01 4.357493421585681403e+01
1.774224990283937942e+01 4.329030053314006921e+01
1.774956904697499382e+01 4.278511904758784112e+01
1.775953205567653015e+01 4.224096641886413295e+01
1.777268446204933738e+01 4.166188409885329236e+01
1.778857324443164245e+01 4.099186911144245471e+01
1.780647997052471254e+01 4.071069953034010780e+01
1.782705248945726950e+01 3.975143205805696311e+01
1.785007275261105875e+01 3.934006999124844128e+01
1.787486491096898789e+01 3.884383743486647944e+01
1.790200533363183411e+01 3.862415565743375367e+01
1.793112599744821622e+01 3.830574698396673483e+01
1.796204406694868183e+01 3.741605021911976081e+01
1.799468330605223088e+01 3.695965483131165996e+01
1.802888179398249591e+01 3.652231200238706776e+01
1.806486689147621050e+01 3.619639777541928538e+01
1.810240209890283936e+01 3.607746361996242968e+01
1.814118895054664193e+01 3.596574634287067340e+01
1.818133294219081009e+01 3.584710086254838046e+01
1.822249288493116026e+01 3.619264499866943652e+01
